,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.134269669205307,0,0.111002768951289,0,0.0703144472728289,0,0,0.335507400751612,0.0501850132635346,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.123147977074883,0,-0.072389125898787,0,0,0,0,0,0,0,0,0.196594124579872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.399485808963946,0,0,0,0.136721876219433,0,-0.123992637587356,0,0,0.0484324592113499,0,0,0.393628170367045,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050925445802424,-0.00326942134367662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205764052813625,0,0,0,0,-3.46944695195361e-18,0,0,0.0817320265351029,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.235072127083548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200776981335754,0,0,0,0,0,0.153601411919959,0,0,0.0799683024346344,0,0,0.175380426918362,0.18552591483332,0,0,0,0,0,0
X601288.CH.EQUITY,0.343511502391384,0.0716186988610011,0,0,0.380770534853318,0,0,-0.0185864189274973,0,0,0.0803849747069099,0,0,0,0,0.107122908299714,0,0,0,0,0,0,0.000123354667972014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.55111512312578e-17,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0405340214714785,0,0.322941525181462,0,0,0,0.0149616037364391,0,0,0.223839282515513,0.0719979141718857,0,0.100452160686955,0,0,0,0,0,0.163509633342481,0,0,0,0,0,0,0.0492048441252737,-0.0287964956170192,0,0,0,0,0.00626186238391825,0,0,0,0,0,0,0,0.0719751957791471,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0395474082878935,0,0,0,0.0227313467163249,0,0,0,0,0.42723831117412,0,0,0,0,0,0,0,0,0,0.0210276903810257,0,0,0,0,0.116207663366464,0,0,0,0,0,0,0,0,0,0.0571355440116682,0,0,0,0.0479176984869497,0,0,0,0,0,0,0,0,0.248278649042403,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0214246934948218,0,0,0,0,0,0,0,0,0.0256172495615155,0.234720484701951,0,0.15969634987382,0,0,0,0.132303127884453,0,0,0,0.170641838827346,0,0,0.0914664423158679,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0.0804389796953782,0,0,0,0,0,0,0,0.196532820630652,0,0,0,0
X5.HK.EQUITY,0,-0.161994732306161,0,-0.108770385715348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028994403189376,0,1.24040922597279,0,-0.80146600391864,0,0,0,0.502682270457061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387028906396142,0,0,0,0,0,0,0,0,0,-0.107704341588552,0
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.342118677383003,0,0,0,0,0,0,0,0.00761997314778512,0.0541499296742117,0,0.0130821958137316,0,0.202248874210548,0,0,0,0.0659203115213062,0,0,0,0,0,0,0,0,0,-0.0507102813312452,0,0,0,0.155356004202354,0,0,0,0,0,0,0.0218705119581638,0.06297603331015,0,0
X601658.CH.Equity,0,0,0,0.354095418575372,0,0,0,0.084050598760578,0,0,0,0,0,0,0,-0.200799428591011,0,0,0,0,0,0,0,0,0,0,0.027815840225996,0,0.859507518999129,0,0,0,0,0,0,0,0,0,0,0,0,-0.295703792382699,0,0,0,0,0.136743331815353,0,0,0,0,0,0
