,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0580357294166049,0.469901485986369,0,0,0,0,0,0,0.106421786319189,0.054953854041877,0,0.154496564131889,0,-0.00693786766547106,0,0.0993881733684421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134623824593465,0,0,0,0,0,0.0770989207887246,0,0,0,0,0,0,0,0,0,0,0,0,0.0181361818708529
X601318.CH.EQUITY,0,0,0,0,0,0,0.0682202888316213,0,0.0401392046893057,0,0,0,0,0,0,0,0.301825814252081,0.0782772491126874,0,0,0.0202430851530106,0,0,0,0,0,0,0,0,-0.0499485830458282,0,8.67361737988404e-19,0,0.160938100121932,0,0,0,0,0.285668706934395,0,0,0,0,0,0.0308603298597857,0,0,0,0.0493065041252719,0,0,0
X601939.CH.EQUITY,0.154115646458564,0,0,0.616202610078533,0,0.0160830931216099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13218331003254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635007022975272,0,0.0121129014397036
X601288.CH.EQUITY,0,0.0138295294825021,0.352051283094786,0,0,0,0,0,0,0.164224194458229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221426442783873,0,0,0.113135275310924,0,0,0,0.0199601786598911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.442415233240191,0,0,0,0,0,0,0,0,-0.0840318826469816,0.039944810331912,0,0.384150727815879,-0.334812879956117,0,0,0,0,0.225706360860994,0,0,-0.243888830964866,0,0,0,0,0,0.0182948157089412,0,0,0,0,0,0,0,0,0,0,0,0,0.161742325757094,0,0,0.02903065317314,0
X601988.CH.EQUITY,0,0,0.0575177296732808,0,0.0765950664548863,0,0,0,0.120962351487562,0,0,0,0,0.0101425982770734,0,0,0,0,0,0,0,0.542912962650728,0,0,0,0,0,0,0.0301185108888577,0,0,0,0,0,0,0,0,0.0572694994840553,0.0184468821915734,0,0,0,0,0,-0.00403930890592354,0,0,0,0,0.065000420493696,0,0
X600036.CH.EQUITY,0,0.0339533423636232,0,0,0,0,0,0,0.0176846619709066,0,0,0,0,0,-0.0264199223936624,0,0,-0.012283471501982,0,0,0,0,0,0,0.73424307854413,-0.0279930992308196,0,0.03373615399964,0,0,0.154787783607586,0,0,0,0,0,0,0,0,0,0,0,0.108817481938374,0,0.0754944156505052,0,-0.0296501808277901,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.263807945842754,0,0,0,0,0,0,0,0.0876154634342669,0,0,0,0,0,0.0679337943455836,0,0,0,0,0,0,0,0,0,0.152950140783367,0,0,0.311469224705957,0,0,0.109927587296531,0,0,0,0,0,0,0,0,0,-0.063383435434386,0.0789336923077021,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.153140893816332,0,0,0,0.000496542932282334,0.00552791530846987,0,0,0,0,0,0,0,0,0,0.0795967026785233,0,0,0,0,0,0,0,0.17157398220516,0,0,0,0,0,0,0,0,0,0,0.37503971960005,0,0,0,0.21114030082614,0,0,0.011305337632181,0,0.0313910787029424,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.185039592185066,0,0,0,0.0967896171410382,0,0,0,0,0,0,0.200448397069217,0,0,0,0,0,0,0,0,0.22851027814684,0,0,0,0,0.0568109934064984,0,0,0,0.0330329063291726,-0.0183089865998255,0.0292941161297765,0,0,0,0,0.236568102897731,0,0,0,0,0,0,-0.0221401449313229,0,0.0612671816060198,0,0,0,0
