,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.235772009161208,0,0,0.0873025739084227,0,0.241268440018669,0,0,0,0,0,0.128013569414934,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0383319662132739,0,0,0,0,0.0942216724571366,0,0,0,0,0,0.0226242355538961,0,0,0,0,0,0,0.107200663209457,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.143101584604425,0,0,0,0,0,0,0,0.176315010203305,0,0,0,0,0,0,0,0.347440720587851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124943349553711,0,0,0,0.0338356137680797,-8.67361737988404e-19,0,0,0,0,0,0.107726882193636,0,0,0,0,0,0.0698498658123623,0,0,0,0
X601939.CH.EQUITY,0.0607649259410817,0,0,0.268663659805243,0,0.0503358220761684,0,0,0,0,0,0,0,0.422957167012534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043760922189986,0,0.0660264157075658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.299807467748291,0,0.102309215110599,0,0,0.352319364182771,0,0,0,0,0,0,0,0,0.0250482367450312,0,0,0,0,0,0,0.00570176207228852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461831465234946,0,0,0,0.0597137223093337,0,0,0,0.106393184241167,0.00771468109353505,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453320217595546,0,0,0,0,0,0,0,0,0,0.0775741241737058,0.0443686329073787,0,0,0.686275397304371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.223786507763279,-3.46944695195361e-18,0.010346008500278,0,0,0,0,0,0,0,0,0.195673347266903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168221823354205,0,0,0,0,0,0.0548521911064482,0,0,0,0,0,0,0,0,0.286686935618885,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.409744093959335,0,0,0,0,0.195852022605911,0,0,0,0,0,0,0,0,0,0,0,0.00232238899481239,0.0153258113010975,0,0.106723170762228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113980253401182,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378702037877966,0,0,0.170819035476613,0.0133277188547765,0.0714905605391244,0,0,0,0,0,0,0,0,0.272653561988349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0624074554711118,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0260098364694651,0,0,0,0.133755362692448,0,0,0,0,0.22964246922419,0.0886051403245477,0,0,0,0,0,0,0,0.112432857092074,0,0,0,0,0,0,0,0,0,0,0.17868611072162,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.640181589225462,0,0,0,0,0,0.215124816284901,0,0,-0.596468077866517,0,0,0,0,0,0,0,0.471914532918545,0,0,0,-0.00234416247586445,0,0,0.224476385537854,6.93889390390723e-18,0,0,0,0.0391911817809568,0,0,0,0,0.423727960835078,-0.294632569700898,0,0,0,0.750175652091207,0,0,0,-0.0513886565671102,0,0,0
