,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.134391058384217,0.0260071466010949,0,0,0,0,0,0,0.0713452208139689,0,0,0,0,0,0,0,0,-0.0641790797436099,-0.185995221868705,0,0.021558047774174,0,-0.197351768563134,0,0,0,0,0,0.628005735989108,0,0.17860480525924,0,0,0,0,-0.00977510003647658,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.119002488286391,0,0.168297561401482,0.0154177070482341,0,0,0,0,0.0505904980356215,0,0,0,0,0,0.00779105211439745,0.0872525012293766,0,0,0,0,0,0.0682859398661637,0,0.0424003319776079,0,0,0,0,0,0.293909086892603,0,0,0,0,0,0,0.0405525638175995,0,0,0.0158442928535789,0,0,0,0,0,0
X601939.CH.EQUITY,0.198411547272253,0,0,0,0,0,0,0,0,0.119309145166545,0,0,0,0,0,0,0,0.0941092041317674,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0860271964641972,0,0,0,-0.130309216475014,0,0,0,0,0.468054805827888,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.0896559172542982,0,0,-0.427066782572955,0.176515250816021,0,0.568816671414236,0,0,0,0,0.400831543093752,1.38777878078145e-17,0,0,0,0,0,0,0,-0.255984834899414,0,0,0,0,0,0,-0.749568580274975,0,0,0,0,0,0,-0.109015532230727,0,0,0.328689830641014,0,0,0,0,0,0.16033932672654,0,-0.254013278758707,-0.441852164514751,0
X5.HK.EQUITY,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.44933113103886,0,0,0,0.502021116441286,0,0,0,0,0.0596260407894257,0.000848762739638839,0,0,-0.0666654077303162,0,0,-0.221107646832819,0,0,0,0,0,0,0,0,0,-0.16569107793492,0,0.10822979402368,0,0,0,0,0,-0.110615514456162,0,0,0
X601988.CH.EQUITY,-0.0742426836452483,0,0,0,0.383011278136966,0,0,0,0,0,0,0,0,0,0,0.0824371671450957,0,0,0,0,0,0.477631497359017,0,0,-0.0928402186984681,0,0.0579268166232263,0,0,-0.3276197603624,0,0,0,0,0,0,0,0,0,0,0.0204240349001774,0,0,0.0310680675750727,0,0,0,0,0,0,-0.04977202437779,0
X600036.CH.EQUITY,-0.0324952193110419,0.656768777520405,-0.03844551035392,0,0,0,0,0,-0.102977095594158,0.3800561701818,0,0.223003419674704,0,0,0,0,0.0666087671223222,0.0255263126591717,0,0,-0.198000941842802,-0.190581075004863,0,0,0.157164460142318,0,0,0,0.0991864978402885,0,0.17418707759307,0,0,-0.239443849211206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0601437423347698,0,0,0.175228314556098,0.0044105075597082,0,0,0,0,0,-0.0235939836439551,0,3.46944695195361e-18,0.00620554814652387,0.0944490556466466,0,0,0,0,0,0,0,0,0,0.22022360705085,0,0,0,0.00850695878986988,0,0,0.156115005441709,0,0,0,0,0,0,-0.00434852690595562,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0367168714959608,0,0,0,0,0,0,0,0.0697153696235136,0,0,0.355825768086412,0,0,0,0,0,0,0.0112245995248507,0.0221631888192515,0,0,0,0,0,0,0,0,-0.0043532732121746,0,0,0,0,0.184454132792128,0,0.129910836360551,-1.73472347597681e-18,0,0,0,0,0.0107733734190681,0,0,0,0,0,0,0,-0.146515262221406
X601328.CH.EQUITY,0,0,0.0227652981026539,0,0,0,0.0799862734613293,0,0,0,0,0.333569098366984,0,0,0,0,0,0,0,0,0,0,0,0,0.253719950844885,0.100013813313981,0,0,0.0531005195770359,0,0,0,0,0,0,0,-0.222285556905169,0,0,0,0,0,-0.0810035848709118,0,0.150353018328133,0,0,0,0,0,0,-0.371629087090902
X601166.CH.EQUITY,0.0246313878231475,0,0,0.260190619202881,0,0,0,0,0.0412118115985586,0,0,0.267352307085295,0,0,0.0292578176667985,0,0,0,0.0249171604443284,0,0,0,0,0,0.016969250335134,0,0,0.191090244737773,0,0,0.150288662988525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205830383057206,-0.0898793728224589
X600000.CH.EQUITY,0.0348108580265498,0,0,0,0,0,0.508146546947344,0,0,0,0,0,-0.0316748865163111,0,0,0,0,0,0,0,0,0,0,0,0,0.329757025345999,0,0.051459443912128,0,0,0.0735534060573374,0,0,0,0,0,-0.0239177465057388,-0.0454921871056473,0,0,0,0,-0.340180845482781,0,0,0,0,0,-0.0243594642867665,0,0,0
X601319.CH.EQUITY,0,0.157541941462493,0,-0.0940479634420639,0,0,0,0,0,-0.0365498348136865,0,0,0,0.262026669973274,0,0,0,0.0156113616024405,0,0,0,0,0,0.13419249839338,0,0,0,0,0,0,0,0,-0.0718292283285276,0,0,0.153188185756359,0,0,0,0,0,0.156300374448286,0,0,0,0,-0.098728177637154,0,0.00208931137461384,-0.0544645090362355,0,0.0968301277730774
X601601.CH.EQUITY,0,0.36686426277647,0,-0.0290038153775882,0,-0.203786572474633,0.0243410294310816,0,0.250874521783859,0,0,0,0,0,0.164653814234015,0,0,0,0,0,0,0,0,0,-0.0762473049874422,0.105037280839746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019769833332043,0,0,0,0.0130293052482972,0
X000002.CH.EQUITY,0,0,0,0,0.188917252334507,-0.07623197704634,0,0,0,0,0,0,0,0.0159935212484427,0,0,-0.206814395565514,0,0,0,0,0.37473780411812,0,0,-0.21278798938632,0,0.444779912787955,0,0,-0.0699194379432063,0.37550783004738,0,0,0,0,0,0,0,0,0,0,0,0.193570667478032,0,-8.67361737988404e-19,0,0,0.0701420587337022,0,0.335151522097452,0,0.00792173046711564
X16.HK.EQUITY,0,0,0,0.0947253174064344,0,0,0,0.186338503951738,0,0,0,0,0,-0.0260841259198044,0,0,0,0,0.0122863255234038,0,0,0,0,0,0,0.256955549912679,0,0,0,0.157071299226048,0.0462120737581422,0,0.00556939570409005,0.120757253318317,0,0,0,0,0,0,0.471646245552789,0,0,0.0362942310650562,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0.212438696789823,0,0,0,0.197851660141949,0.0073713593065556,0,-0.0700688016582987,0,0,0.144414664871194,0,0,0,0,0,0,0,0.29511589735777,0,0,0,0,0,0,0,0,0,0,0,0.0424357828366503,0,0,0,0,0,-0.00962347395850256,0,0,0.124770970981306,0,0,0.0751851136294334,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.0238158628790134,0,0,0,0,0.02773025774425,0,0,0.00805392068124012,-0.131853702215464,0,0,0.287283707918571,0,0,0,0,0.560004337899984,0,0,0,0,0.0446552437192526,0,0.0809979141919073,0,0,0,0,0.153515016065835,0,0,0,0,0,-0.230282260624895,0,0,0,0.0543311403801656,0,0,0,0,0,0,0,0,0,0,0
