,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.236083876609342,0,0.138055762908898,0,0.0317214467471085,0,0,0.250273083234878,0.0690798819588255,0,0.0952784497483497,0,0,0,0,0,0,0,0.075810496294273,0,0,-0.0857440816540345,0,0,0,0,0,0,0,0,0,0,0,0,0.0634051910799621,0,0,0,0,0,0,0,0,0,0.0416279180464729,0.0264493808913139,0,0,0,0,0,0
X601939.CH.EQUITY,0.483678067753805,0,0,0,0,0,-0.0479858730934916,0,0,0.0165508381021958,0.192326179075802,0,0.229748683679007,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0014965715028833,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0805869534163651,0,0,0,0,0,0,0.211831663525676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.113484704146676,0,0,0.156845004583899,0,0.147433256622641,0.14110223321146,0,0,0,0,0,0
X601288.CH.EQUITY,0.346476236518352,0.0458678531521062,0,0,0.402129720204124,0,0,-0.031551492357094,0,0,0.0627242233390396,0,0,0,0,0.114461508369666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211192701063274,0,0,0,0,0,0,0,0,0,0,0.0134837709381123,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874546258888337,0,0.289781836841908,0,0,0,0,0,0,0.249439042347206,0,0,0.100289995003364,0,0,0,0,0,0.143463585259608,0,0.0691004998224941,0,0,0,0,0,-0.00853206880749099,0,0,0.0215063174540704,0,0,0,0,0,0,0,0,0.0445703536750786,0,0,0,0,0,0,0,0.0532608413008253,0,0,-0.00294921659757433,0,0
X600036.CH.EQUITY,0,0,0.021090221690153,0,0,0,0,0,0,0,0,0.411344444837843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.126443798391761,0.0523347399657583,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833242399998119,0.059642864826389,0.00130541562506508,0,0,0,0,0,0,0,0,0.264347201019873,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.09852649612587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998443896358728,0,0,0,0.0419307713851373,0,0.179236969856052,0,0,0.118133768477698,0,0.208422269975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142167065698439,0,0,0,0,0
X5.HK.EQUITY,0,-0.195606090000208,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-1.38777878078145e-17,-6.93889390390723e-18,0,0,0,0,0,-0.210709057713073,0,0.118993774903861,1.13960231573743,0,-0.778866156749436,0,0,0.508101496942747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400623126320376,0,0,0,0,0,0,0,0.0125999212004379,0,-0.0856155412474354,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0907286854354006,0,0,0,0,0,0,0,0,0.0284472893102072,0,0,0.246279722069842,0,0.345023762991334,0,0,0.060238811597134,0,0,0,0,0,0,0,0,0,0,0,0.0125581825083746,0,0,0,0,0,0,0,0,0,0.0721548864173187,0,0
X601658.CH.Equity,0,0.113654347695207,-0.271784356728145,0.297926322838805,0,0,0,0.120389852896101,8.67361737988404e-19,0,0,0,0,0,0,-0.205424096661093,0,0,0,0,0,0.0386855074657139,0,0,0,0,0,0,0.67922004170851,-0.0530982044570649,0,0,0,0,0,0,0,0,0,0,0,-0.129562609927658,0,0,0,0.728916285986641,0,0,0,-0.101051486513091,0.0595313432571804,0,0
