,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.36093266868751,0,0.308946636710201,0,0,0,0,-3.46944695195361e-18,0.0476971198770374,0,0,0,0,0.0514679300511642,0,0,0,0,-0.0444636887257386,0,0,0,0,0,0,0,0.0431114731237723,0,0,0,0,0,0,0,0,0,0,0,0,0.0900570117250852,0,0,0,0,0,0.0588054153493984,0,0,0,0,0,0
X601318.CH.EQUITY,0.128382853700654,0,0,0,0,0,0,0,0.169240174554718,0,0,0,0,0,0,0,0.18586350187977,0.0151352239836586,0,0,0,0,0,0,0.070534730814151,0,0,0,0,0,-0.0407606425738618,0.12923959506694,0,0,0,8.67361737988404e-19,0.141950670994136,0,0,0,0,0,0.0422902653747934,0,0.0710670269338854,0,0,0,0.130391485530613,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.283397233312426,0,0.0676972063168351,0,0,0,0,0,0,0,0.459184274757611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732352068558849,0,0,0.0127548804037253,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.355188189395911,0,0.00688568315485905,0,0,0.502554983179899,0.0229821648311192,0,0,0,0,0,0,0,0.033214627106086,0,0,0,0,0,0,-0.0349918986282916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125691846340577,0,0,0,0,0.0922207937234892,0,0.00297077699640247,0.00680286436952239,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0941002017859897,0,0,0,0,0,0,0,0,0,0.142407952281353,0,0,0,0,0,0,0,0,0,0.0915648288383257,0.229846300094251,0,0,0.255178414875491,0,0,0.0904112613790734,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0555185947260298,0,0,-0.0213767747288135
X601988.CH.EQUITY,0.408401863865941,0,0.0659283185139242,0,0,0,0,0,0.0417133208120549,0,0,0,0,0,0,0,0,0.0874613961039833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161198188587048,0,0,0,0.030983405552584,0,0,0,0,0,0,0,0,0,0,0.202659280929935,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.20357210532224,0,0,-1.73472347597681e-18,0.282146383439866,0.0975984100754318,0,0,0,0.133737036749266,0,0,0,0,0,0,0,0,0,0,0.0340056937321684,0,0.109530037812459,0,0.0397366956555178,0,0,0,0,0.00330158969183875,0,0,0,0,0,0,0,0,0,0,0,0,0.028258454977433,6.93889390390723e-18,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.101046594864351,0,0,0,0,0,0,0,0.425048076063253,0,0,0.133196598751073,-2.77555756156289e-17,0.131520869061109,0,0,0,0,0,0,0,0,0.241857370409007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.192209221943608,0,0,0,0,0.15748458834198,0,0,0,0,0,0.0192299547698194,0,0,0,0,0,-0.0163164026240617,0,0.208760197283832,0,0,0,0,0,0,0,0,0,0.0768988612599753,0,0,0,0,0,0,0.0464060674491263,0,0.0570165927284734,0,0,0,0,0,0,0,0,0,0.112227663608955,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,-0.292907745671057,0,0.222136124983521,0,-0.22882284437083,-0.118209425104795,0,0,0,0,0,0,0,1.01534595790366,0,0,0,0,0,0,0.167277693963122,0,0,0,-0.083558001162909,0,0,0,0,0,-1.08523294622687,0,0,0,0.00536450663814667,0.94368740697297,-0.21419042045577,0,0,0,0,0,0
