,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.00572160261378606,0.17069230924485,0,0,0,0,0,0,0,0,0,-0.269702480775083,0,0,0,0,0,0,0,-0.0622196723350574,0,0,0,-0.288953018996677,0,0,0,0,0.770012169560879,-0.122693140175108,0,0.351252323351655,0,-0.0823574857464247,-0.0117995461888286,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152457639607503,0,-3.46944695195361e-18,0.0289108460395307,0,0,0,0,0,0.027385538679924,0,0,-0.0264036962483877,0,0,0,0,0.0226071137158759,0.143402572150849,0,0,0,0,0.0843570904696958,0,0,0,0,0,0,0,0.476732498486365,0.0386410026818321,0,-0.0606601855389508,0.0299184342986126,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.281757351343268,0,0,0,0,0.0146136051800949,0,0,0,0.0401894842002853,0,0,0,0,0,0,0,0,0,0,0,0,0.0432097856929289,0.0935409247742524,0,0,0,0,0.193686346386379,0,0.0862803545493748,0,0,0,-0.107132882049845,0,0,0,0.410196678814604,0,0,-4.33680868994202e-19,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.151663120201854
X601288.CH.EQUITY,0,0,-0.00265935869880304,0,0,0,-0.0372427171718703,-0.170340072968232,0.200788254127054,0,0.422798510966833,0,0,0,0,0,0.0406945102126397,-0.0451047667638001,0,0,0,0,0,0,0,0,0,0.0499084110965214,0,0,0,0,0,-0.729673262932408,0,0,0,0,0,0,0,0,0.137826880018075,0,0,0,0,0.286065301338076,0,0,-0.112770114031131,0
X5.HK.EQUITY,-0.180215570299675,0,0,0,0,0,0,0,0,0,0.0128660764976032,0,0,0,0.040431918165311,0.246331717853851,0,0,0.0942738889241623,0,0.208841913880174,0,0.485278638967503,0,-8.470329472543e-22,0,0,0,0,-0.242499166215286,0,0,0,0,-0.00719369547154538,0,0,0,0,0,-0.0966117348937869,0.192410210966027,0,0,0,-0.138200289985056,0,-0.0886078614949505,0,0.0219371732438246,0,0
X601988.CH.EQUITY,0.20699585881635,0,0,0.58288885617032,0,0,0,0,0,0,0.112426314415805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024397841912043,0.0549886045610859,0,0,0,0,0,0,0,0,0,0,0.228765255096515,0,0,0,0,0,0,0.0430109618404718,0,0,0,0,-0.0162564957633752,0.0995154982261395
X600036.CH.EQUITY,0,0.413503149899049,-0.0631507665654142,0,0,0,0,0,-0.124449966723076,0.545578418814134,0,0,0,0,0,0,0,0.00387674254526578,0.109681601127852,0,0,0,0,0,0,0.110648762793537,0,0.044826578515076,0,0.339768052194122,0,0,0,0,-0.333817442161483,0,0,0,0,0,0,0.114114451937989,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.00647300972374351,0,0.0889023556696637,0,0,0,0,0,0,-0.0399190026698933,0,0.0539277354830899,0,0,0.14925583328444,0,0,0,0,0,0,0.0439894033754556,0,0.204503974965076,0,0,0,0,0.125108002276704,0.162255185546959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0184628651597703,0,0.0109870554739572,0,0,0,0,0,0,0,0,0,0.272771360746565,0,0,0,0.000867711322097545,0,0,0,0,0,0.0834222147268326,0,0,0,0,0,-0.0114026895039786,0,0,0,0,0,0,0,0.28982700386743,0,0,0,0,0,0,0,0,0,0,0.106049249041185,-4.33680868994202e-19,0,-0.0546942314346283
X601328.CH.EQUITY,0,0,0.0476288674509893,0,0,0.130727703480237,0.247636701279704,0,0,0,0,0.0513828246352471,0,0,0,0,-3.46944695195361e-18,0.241355186187861,0.170411164381586,0,0,0.0156997111809055,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.158873547155773,0,0,0,0,0,0,0,0,0,0,0,0.157939546874384,0,0,0,0,0,0,-0.415915194120252
