,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.365987395985319,0,0.0364114274786789,0,0,-0.00885126165472007,0,0,0.0611365857591189,0,0,0,0.109190197309817,0,0.15925035654787,0,0,0,0,0,0,0,0.116383039459041,0,0,0,0,0,0,0.0592571949481293,0,0,0,0,0,0,0,0,0,0,0,0,0.000411468589736487,0,0,0,-0.145984753949908,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.00408499991380197,-0.0140831508321415,0,0,0,0,0,0.168783967953149,0,3.46944695195361e-18,0,0.315880670226841,0,0,0,0,0,0,0,0,0.0123500826369933,0,0,0,0,0,0,0.215233975608635,0,0.0637846488040659,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.156223242010857
X601939.CH.EQUITY,0,0,0,0,0.711991010134938,0,0,0,0,0.0503595977354007,0,0.202366645358524,0,-0.0267802701425373,0.0669050436692958,0,0,0,0.059748651801316,0,0,0,0,0.0140485259859484,0,0,0,0,0.00134861838717139,0,0,0,0,0,0,0,0,0,0,0,0,0.0553971462137991,0,0,0,0,0.00509512976286528,0,0.00337750094149231,0,0,0,-0.0540298082454026
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0,0
X601288.CH.EQUITY,0.170846376985454,0,0.834352372517266,0,0,0,0,-0.0795527714466343,0,0,0,0,0,0,0,0,0.0206552801644219,0,0,0,0.0238834532978216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706336764882011,0,0,0,-0.0119190852136371,0.00954438335489939,-0.172980920560308,0,0,0,0,0,0,0,0,0,-0.00527520070671025,0,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.142488357513267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105202701757004,0.00191200785282007,0,0,0,0,0,0,-0.00833371288424775,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311446849970304,-0.0593978433787895,0,0,0,-0.0932526349777508,0.908893589537457,0,-0.0903177180799105,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.177347696367577,0,0,0,0.0546537098335926,0,0,0,0,0,0,0,0.270456572107067,0,0,0,0.116773023464846,0,0,0,-0.0702803827314777,0.0986948017804193,0,0,0,0,0,0.0778791440878692,0,0,0,0,0,0,0.121273163863556,0,0,0,0,0,0,0,-0.0320483974198291,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251885428202158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637585555883478,0.365407095844155,0.0234410734840013,0.112884369098844,0,0,0,0,-0.0650938228439094,0,0,0.0846818772349328,0,0,0,0,0.147026418551348,0.323227199172189,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.176724964478234,0,0,0,0.0991382444609035,0,0,0,0,0,0,0,0.079814572030466,0.0302487260120743,0,0,0,0.100146766368355,0.353155477910881,0.106078559149649,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.104479472236719,0.204535216533667,0,-0.315092381739086,0,0,0,0,0,0.0401818805693965,6.93889390390723e-18,0,0,0.00175208653955441,0,0.0514015465460895
X600030.CH.EQUITY,0,0,0,0.0212529569546775,0,0,0,0,0,0,0,0,0,0.418097048670479,0,0,0.0073253439799861,0,0,0.12833799083166,-0.00104846713848721,0,0,0,0,0,0,0,0,0,0,0,0.249002313626496,0.0101829194690598,0,0,0,0,0.197663485203994,0,0,-0.0178422004906784,0,0.0384993977648649,0,0,-0.0877245179389076,0.111683823215106,0,0,0,0,0
X601658.CH.Equity,0.115974889738515,0.037179436075042,0.328486723478407,0,0.0111934550609282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190689409621283,0,0,0.181060147692199,0,0,0,0,0.0465637931590089,0,0,0.0108172291851646,0,0,-0.038732785639927,0,0,0.0742453204445458,0,0,0,0.059133739318005,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0475785066504485,0,0.081194003639604,0,0,0,0,0,0,0,0.00275312763736965,0.0257555886826708,0,0,0,0,0,0.0307127394974339,0,0.0616193655590587,0.482067892331008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356501917644856,0,0.0255566027966609,0,0,0,0.205160632590035,0,0.0295979479270778,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.669385258135958,0,0,0,0.0565372337952202,0,0,-0.0138738267109322,0,-0.075699890221193,0,0.0312912392616306,0,0,0,0,0,0,-0.00245254141529545,0,0,0,0,0,0,0,-0.0197330829370014,0,0.198339352384785,0,0,0,0,0,0,0,0,0,0,-0.0104680346152146,0,0,0
