,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.270330500457144,0,0.0656510373433273,0,0,0.419787630379572,0,0,0,0.0743338824906554,0,0,0,0.01005532100741,0,0,0,0,0,0,0,0,0,0.0987377940592747,0.0165821912919119,0,0,0,0,0,0,0,0,0,0,0.108590127805378,0,0,-0.00028626731199253,0,0,0,0,0,0,-0.0231445564508037,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.186539895423567,0,0,0,0,0,0.175362513903677,0,0,0.0125473892756159,0.0945741523865154,0,0.0403277356436916,0,0,0.0354881202688618,0,0.191670458720527,0,0,0,0,0,0,0,0,0,0,0,0,0.00648274958126056,0,0,0,0,0.0484262780726144,0,0,0.0580404826216152,0,0,-0.0937632404199852,0,0,0,0,0.0658264005198625,0,0,0,0.0960883366953617
X601939.CH.EQUITY,0.277796776085834,0.148482783628372,0,0.273919294528576,0,0,0,0,0,0,0,0.0202104406850389,0.0645612384102869,0,0,0,0,0,0.262361065652464,0,0.00339651737227453,-0.239468271246476,0,0,0,0.135724149197136,0,0,0.0713651977648401,0,0,0,0.244625512992042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0676589939883271,0.0367377235531412,0.0461893862098169,0,0,0.129756204617455,0,0.447145224157549,0,0,-0.0382589392947534,0.0297365738791775,0,0,0,0,0.0569581719245828,0,0,0,0,0,0.0554135255600129,0,0,0,0,0,0.0490825237150328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836527513631859,0,0,0,-0.0217848503357065,-0.0784627610179166
X600036.CH.EQUITY,0,0.1144688181474,0,0,0,0,0.219038934631876,0,0,0,0,-0.0180424069962348,0.211591915833917,0,0,0.181506773372058,0,0,0.026617413726186,0,0,0,2.16840434497101e-19,0,0,0.165965297421558,0.243422302897282,0,0,0,0,0,0,0,0,0,0,0,0,0.0787242157216011,0.0478400229579387,0,0,0,0,0,0,0,0,0,-0.0686092245546523,0,0
X601628.CH.EQUITY,0,0,0,0.0874919985518741,0,0,0,0,0,0,0,0,0,0,0,-0.194610707643735,0,0,0.0322649931033552,0,0,0.0472177185674974,0,0,0,0,-0.0286890231271152,0,0,0,0,0,0,0.0444410754991912,0.633665406137813,0,0,0,0,0,0,0,0.0152868074679569,0,0,0,0,0.057508882815993,0,0,0,0,0.195118109503643
X1299.HK.EQUITY,0,0,-0.030975181897831,0,0.0126807456213238,0,0,0,0,0,0.0860153713311915,-0.0291687615020047,0,0,0,0,0,0,0,0,0.125651759057997,0,0.196665358736414,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201054172093251,0,0,0.0497558417754436,0.108933044687765,0,0.116611444066976,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0374568883870804,0.0155032816162692,0.580561787373935,0.133320540504398,0,0,0,0,0,0,0,0.17223057438043,0,0,0,0.0403490620343646,0,0,0,0,0,0.0213824754027318,0,0,0,0,0,0,0.00739454915914273,0,0.116115265353077,0,0,0,0,0.0033217282756481,0,0,0,0,0,0,0.0499042614146937,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.106639707892684,0,0,0,0,0,0,0,0,0.00188698057848425,0,0,-0.03254165248002,0,0,0,0,0,0.225808171639438,0,0,0.19270999931527,0,0.129391045986287,0,0,0,0,0,0,0,0.0637072162012233,0,0,0,0,0,-0.0794891013564947,0.160013004080025,3.46944695195361e-18,0,0.0559515406871173,0.310331649328033,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0646665649827994,0,0.124016181600119,0,0,0,0,0,0,0.0370816560110621,0.0794475241933224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158133372906922,0.0251016014696528,0.347221305725911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.127188666140826,0,0.11606781302895,0,0,0,0,-0.113796491741638,0,0,-0.00284526381892348,0,0,0,0,0,-0.0633528366197341,0.576081902310057,0.103383597334844,0,0,0,0,0,0,0,0,0,-0.0715545386502619,0,0,0,0,0,0.135362833972061,0,0,0,0.0998529466593539,0,0,0,0,0,0,0,0.141312851211325,0,0
X601658.CH.Equity,0,0,0,0.169115523413722,0,0,0,0.162652474956665,-0.146955899663693,0.259649050572445,0,0,0.134420275205265,0,0.0949347569267551,0,0.364662027654262,0,0,0,0,0.243159005103014,0,0,0,0,0,0,0,0,-0.492402445393644,0,0,0,0,0,0,0,0,0,-0.00907691070014663,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.00691338381005118,0,0.209044278986734,0.340072014718922,0,0,0.0270798213176087,0,0.255834254876909,0.14313235627901,0,0,0,0,0,0,0,0,0,0,0,0.057627131841248,0,0,0,0.29579527112143,0,0.0523661590174302,0,-0.154784284262023,-0.10918703244198,-0.267888405989488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417036092591899,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0240535424405079,0,0,0,0,0,0,0,0.411517429407728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0202016847645998,0.200699384212067,0.0906870278345238,0.00872913513036309,0,0,0,0.204526444916423,0,0,0,0.0564635883642124,0.0859020301176559,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.121875109407099,0,0,0,0,0,0,0.0272458578951859,0,-0.0695708304502874,0,0.182750885613232,0,0,0,0,0.213846103611943,0,0.193555375836817,0,0,0,0,0.166451400485883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539756458437218,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,-0.0641501470371385,0,0,0.0767271591829972,0,0,0,0,0,-0.0432887411409284,0.104952534850733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221549282857372,0,0.479415859241959,0,0,0,0.11539861649786,0,0,0,0,0,0.0230361631050234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19
X601328.CH.EQUITY,0,0,0,0.0736187452662069,0,0,0,0.0882125230974061,0,0,0,0.0623169900257509,0,0,0.116364260207016,0,0,0.289962926500474,0,0,0,0,0,0.221267532577053,0,0,0,0,0,0.0122161223192774,0,0,0,0,0,0,0.0575115565279688,0,0,0,0,0,0.038812783300385,0,0,0,0,0.042326408913303,0,0,0,0,0
X600000.CH.EQUITY,0,0.0604206651669127,0,0,0.114733459437294,0,0,0,0,0.0167348582188999,0,0,0,0,0.00698241971311626,0,0.509977919462083,0,0,0,0,0,0,0,0.019214952694641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658287112386347,0,0,0,0,0,0.018490055329499,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0683545547740814,0,0,0,0,0,0,0,0,0,0,0.720059507078908,-0.0338104488931685,0,0,0,0,0,0,0,-0.111434177131902,0,-0.00777633551423268,0.0234668108758926,0,0,0.0555788080278982,0,0,0,0,0,0,0,0,0,0.0803416872806074,0,0,0.0453144245749793,0,0,4.83703465600019e-05,0.0517789187633554,0,-0.0753372154301894,0,0,-0.0652731314632818,-0.0485077051920005,0.16099500412693
X601319.CH.EQUITY,0,0.0248807906716209,0.190899809739257,0,0,0,0,0,0,0,0,0,0.176359425951567,0,0,0.032523352501531,0,0,0,0,-0.036906257777604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357954423027978,0.0691303036456089,0,0,0,0,0,0,-0.0602682749990669,0,0.277582922982921,0,0.00923447962025649,0,0,0,0.0283604981672062,0,0
X16.HK.EQUITY,0,0,0,0,0,0.180136913778952,0,0,0,-0.0403382071503358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626902146036354,0.0371981223761184,0,0,0,0,0.356552556745667,0,0,0.0502090050624732,0,0,0,0,0,0,0,0.189643694530467,0,0,0.120588605201461,0,-0.537519775164765,-0.145222010438839,0,-0.0216077813328823,0,0,0,0
