,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.096971989291842,0.40414800190967,0.0602443062704514,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139147624956697,0,0,0,0,-0.0418620969855878,0.00553074326665657,0,0.0410419529717697,0.064972659308583,0,0,0,-0.0828675369220147,0,0
X601318.CH.EQUITY,0,0,0.0642271314866256,0,0,0,0,0,0.115816113799477,3.46944695195361e-18,0.0337620410592354,0,0.0547363062705766,0,0,0,0,0.0751922671213667,0,0.143149345679497,0,0.0655805179960447,0,0,0,0,0,0.0832598570434848,0,0,0.0522394956220384,0,0,0,0,0,0,0.145553011488262,0,0,0,0,0,0,0,0,0,0.062142379397105,0,0,0,0,0.0956840780083575
X601939.CH.EQUITY,0,0,0,0,0.0944227376104393,0,-0.0301535876873832,0,0,0,0.0974162060854251,0,0,0,0,0,0,0,0,0,0.00806409872954148,0,0.619546740417228,0,0,0.151636799464698,0,0.0992809962456967,0.0182989843019689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0920535966619184,0,0,0,0,0.206923392781926,0.0983927115237617,0,0,0,0,0.158453770269985,0,0.04897031541787,0,0,0,0,0,0,0,0.259597562020093,0.217450092292824,0,0,0.0307281538428874,0,0,0.0455327036676313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.100807575033679,0,0,0.102402845049074,0,0.451163902442982,0,0,0,0,0,0,0,0.0271976332669725,0,0,0,0,0,0,0,0,0,0,0,0,0.142117803833132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000890134626992292,0,0,0,0.0351257898003961,0,0,0,-0.0601863771841404,-0.0534331058555721
X601628.CH.EQUITY,0,0,0,0,0.0953150232050662,0,0,0,0,0,0,0,0,0,-0.182294775363083,0,0,0,0.0152507407442326,0,0,0.0564152942069704,0,-0.0120690538734893,0,0,0,0,0,0,0,0,0,0.641366062421154,0.0360422049046952,0,0,0,0,0,0,0,0,0,0,0,0,0.0749994277755147,0,0,0,0,0.209740275197162
X1299.HK.EQUITY,0,0,-0.129867316114215,0,0,0,0,0,0,0,0,0.127375689808098,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0852043975759099,0,0,0,0.128453690587672,0,0.0392883234652204,0,0,0,0,0,0,0.168328553512271,0,0.0462597847239422,0.27850781953456,0.0912600933832715,0.157481931021565,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.231508543679132,0.71125132207284,0,0,0,0,0,0,0,0.00687498338796073,0,0,0,0.0445111997153603,0,0,0,0.0724208118335143,0,0,0.103672300943028,0,0,0,0,0,0,0.0904029049687549,-0.119125311475626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343845666350284
X5.HK.EQUITY,0,0,0,0,0,0.00937689504267154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131363997717841,0,0,0,0,0.0846628534677858,0,0.176220268864161,0.0153674343012259,0,0,0,0,0,0,0,0,0,0,0,0.337364560114223,0,0,0.16221546134797,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0283463994586189,0.0588434428738154,0,0,0,0,0,0,0.063849202277603,0,0.151198866963686,0,0.11233273876885,0,0,0,0,0,0,0,0,0.177555321293173,0,0,0,1.73472347597681e-18,0.381704983525744,0,0,0,0,0.0301675269425872,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0101510134932703,0,0,0,0,0,0,-0.00629771157193784
X601658.CH.Equity,0,0,0,0,0.236523367129532,0,0,0,-0.101483882157504,0.220291010890042,0,0,0.18173298099243,0,0,0.190599226571564,0.371345935280185,0,0,0,0,0.100429658340741,0,0,0,0,-0.115102115675804,0,0.0437622976902138,0,0,-0.387145641240097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486748602655039,0,0,0.00533040993395436
X388.HK.EQUITY,0,0,-0.0522961167232853,-0.111688492069285,0,0,0.126964893463036,0,0,0,0,0,0,0.0542092191646947,0,-0.148025384666003,0,0,0,0,-0.0814948203478717,0.512232206092939,0,0,0,0,0.23932193021136,0.00882180318284218,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0943790772760559,0,0.157754143693841,-0.0790800053079657,0,0,0,0,-0.0679409396174955,0,0,0,0.134485919196679,0,0
X000001.CH.EQUITY,0,0.224189140071172,0,0,0.0216900062617603,0,0,0.120409596567981,0,0.429784233738673,0,0.0549880210345374,0,0,0,0,0,0,0,0,0,0,0,0.515839145474223,0,0,0,0,0,0,-0.0807105947957279,-0.0524735205396079,-0.100775451052143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106245625454557,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0191123474908385,0,0,0,0,0,0,0.423398914926709,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.170472450551925,0.114864600067661,0.00488808841143714,0,0,0.195319578566076,0,0,0,0.0589047312632909,0.0684255387768666,0,0.0562981839761921,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0837700321720307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00392019962120528,0,0,0,0.245852467525743,0,0,0,0,0.401399353301102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117212043312348
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0206700098251399,0.256521255587698,0,0,0,0,0.204509552048917,0,0.141956635242101,0,0,0,0,0.185164784750905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116702712377323,0.0523059090358335,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.0673655787499859,0,0,0,0.10592964313184,0,0,0,0,0.0593463566489304,0,0.337903888127549,0,0,0,0,0,0,0,0.237560683316087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339837233389285,0,0,0,0,0
X600000.CH.EQUITY,0,0.0979482559177041,0,0.107159977731106,0,0,0,0,0,0,0,0,0,0,0,0,0.480638541024711,0,0,0,0,0,0,0,0.023605035950443,0,0,0,0.00797815991445638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731834475520706,0,0,0,-3.46944695195361e-18,0,0,0,0.00802532248175493
X601066.CH.EQUITY,0,0,0.0454992717521992,0,0,-4.33680868994202e-19,-0.0160227553333426,0,0,0,0,0,0,0.714726131559167,0.0490638034165397,-0.00129081444885618,0,0,0,0,0,0,0.00825058400992358,0,0,0,-0.126213136912575,0,0.0722016950080655,0,0,0,0,0,0,0,0,0,0.122593791336203,0,0.0489167125664063,0,0,0,0,0,0,-0.134316831102988,0,0,-0.0174357205765185,-0.0134029166482314,0.120725505698558
X601319.CH.EQUITY,0,0,0,0.04842053550805,0,0,0,0,0,0,0,0,0.0947649096103371,0,0,0,0,0,0,0,-0.032316347346626,0.0404779144864704,0,0,0,0,0,0.00150665188940769,0,0,0,0,0,0.352429481846803,0,0.124623303071003,0,0,0,0,0.0498949487691486,0,0,0,0,0.0112622912185904,0.400348249449152,0,0,0,0.0218057323260711,-0.0301629499591059,0
X16.HK.EQUITY,0,0,0,0,0,0.177147631137575,0,0.0589647582616584,0,-0.0346183594240513,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199041478877532,0,0,0.0854926518003076,0,0,0,0,0,0,0.204731820477203,0,0.141596138375841,0.0894479936037215,0,-0.529543619507144,-0.0958353599487368,0,0.119540935468106,0,-0.0636275851033281,0.030975673993456,0,0
X300059.CH.EQUITY,0,0.117133551228801,0,0,0,0,0,0,0,0,0,0.106703592336966,0,0.33311224102182,0,0,-0.040743648449496,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0722975248744229,0,0,0,0.00827548320267782,0,0,0,0,0,0,0,0,0,0.0390563360949177,0,0,-0.00835186541068917,0.216218595028244,0.342578049567941,-0.0127210411513026,0,0,0,0,0,0.0342103041557019
