,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-0.213476460434302,0,0,0,0,0,0,-0.0562846302305188,0.165922729669276,0,0,0,0,0,0,0,0,0,0,0,0,-0.20994052477852,0,0,0,0,-0.170279187237947,0,0,0,0,-0.237410304426805,0,0,0.0560463488760797,0,0.73406526123579,0,0.330786898712654,0,0,0,0,0,0,-0.0182563980703199,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0525100592862195,0,0.0705285406541396,0,0,0,0,0.07459983968554,0,0,0,0,0,0,0,0,0,0.194045498606095,0,0,0,0,0,0,0,0,0.0287171703487786,0,0,0,0,0.310947521091166,0,0,-0.0125627193618949,0,0.198639365268219,0,0,0,0,0,0,0,0,-0.0537802884432574
X601939.CH.EQUITY,0.323672695585311,0,0,0,0,0,0,0,0,0.0151905762235041,0,0,0,0,0,0,0,0.131745609180477,0,0,0,0,0.0246553887018065,0,0.0224254561437779,0,0,0,0.138658768449098,0.0996791382415208,0,0,0,0,-0.174254957848056,-0.0172614845817568,0,0,0.444484704362878,0,0,0,0,0,0,0,0,0,0,0,0,0.108932551553886
X601288.CH.EQUITY,0,0,0,0,0,0.000164904836396057,0,-0.197386636135615,0.112032425065831,0.00655333665244673,0.371278686494106,0.128229779726502,0,0,0.145864858498266,0,0,0,0,0,-0.0751332368114105,0,0,0,0,0,0,0,0,0,-0.55394842251802,0,0,0,0,0,0,0,0,0,0,0.137207416546725,0,0,0,0,0.266448015667131,0,0,0,-0.114744789178852,0
X5.HK.EQUITY,-0.154882913557897,-0.10488457451443,0,0,0,-0.0463790748652269,0,0,0,0,0,0,0,0,0,0.304265250719024,0,0,0,0.294371844615481,0.0470897436606332,0,0,0,0.417773460264693,0,0,0,0,0,0,0,-0.0248002281028157,0,3.46944695195361e-18,0,0,0,0,0,-0.172813306806956,0,0.183114420250015,0,0,0,-0.0188789277588887,0,0,0,0,0
X601988.CH.EQUITY,0.0401209370390901,0,0.0919489765623431,0.332129961951927,0,0,0.0472347480164958,0,0,0,0.181261806834881,0,0,0,0,0,0.11471610834278,0.110576556427859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128940403894114,0,0,0,0,0.143122992864334,0.17202637719846,0,0,0,0,0,-0.032078575345803,0
X600036.CH.EQUITY,0,0.242178258731199,-0.0113778478416956,0,0,0,0,0,-0.110796128598598,0.0614754197123888,0,0,0.534842706991648,0,0,0,0,0.0198793113716889,0,0,0.294764233388246,0,-0.105981093168204,0,0,0,0,0.0976419043937467,0,0,0,0,0.328903556759751,0,-0.155755629729621,0,0,0,0,0,0,0,0.107030230796676,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0923842172386832,0.0139389355927768,0,0,0,0,0,0.0248284588732606,0,0,0,0,0.144006676041652,0.222470529169168,0,0,0,0,0,0,0,0,0,0,0.023733301437724,-0.00253792585654796,0,0,0.0207219153704691,0,0.304963561441185,0,0,0,0,0,0,0,-0.104678868527157,0,0,0,0,0,0,0.0777881492030308,0,0,0,0,0
X601628.CH.EQUITY,0,0.0374088559190897,0,0.0535016294547182,0,0,0,0,0,0,0,0,0,0.318776441576116,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0861904944830719,0.0277598229652499,0,0,0,0,0,0,0,0,-0.0540569695136536,0,0,0,0.04511914327135,0.230606051473352,0.00746536355313126,0,0,0,0,0,0,0.140933494403484,0,0,0,-4.33680868994202e-19,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.299867771372403,0,0,0,0,0,0.191353989569279,0,0,0,0,0,0,0,0.254995455167829,0,0.0542181915137721,0,0,0.0881861944685075,0,0,0,0,0,0,0,-0.172543945285006,0,0,0,0,0,0,0,0,0,0.0875341040163906,-8.67361737988404e-19,0,0,0,0,0,0,-0.230115140060001
