,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.248167466471388,0,0.397473774808667,0,0,0,0,0.0848611300345624,0,3.46944695195361e-18,0.139747774361176,0,0,0,0,0,0,0,0.0198140373553299,0,0,-0.0552656031644169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119170479402172,0,0.126575593659775,0,0
X601939.CH.EQUITY,0.353800431276146,0,0,0.286603571415725,0,0,-0.0959493996142793,0,0,0,0.00277573021678748,0,0.140043372826073,0,-0.0647224362043524,0,0,0,0,0,0,0,0,0,0,0.0316015924459529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201203485623066,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.154235141139728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1209519447532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175456713707066,0,0,0,0,0,0,0,0.129971622426798,0.0854774469300525,0,0,0.142894709777243,0,0,0,0,0,0
X601288.CH.EQUITY,0.471873797461761,6.93889390390723e-18,0,0,0.258439566881809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087226730582307,0,0,0,0,0,0,0,0,0,0,0.0273856168096847,0,0.0348731231639968,0,0,0,0,0,0,0,0.0708901760865997,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.153192405416494,0,0.417240188835518,0,0,0,0,0,0.247462121655172,0,0,0,0,0,0.147264862979324,0,0,0,0,0,0,0,0,0,0,0,0.0433583255753189,0,0,0,0,0,0,0,0,-0.0643546911725667,0,0,0.0845493554160387,0,0,0,0,0,0,0,0,0,0,0,0,0.104839617037576
X600036.CH.EQUITY,0,0,0.0498514058650689,0,0,0,0,0,0,0,0,0.358418490806009,0,0.0319784297278122,0,0,0,0,0,0,0,0,0.0288249806876291,0,0.127351876603329,0,0,0,0,1.73472347597681e-18,0,0,0,0.0697248425823521,0,0,0,0,0,0.0523209313252151,0,0.0123949002494009,0,0,0,0,0,0,0.277578074777303,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.084882984674277,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557393071342721,0.244770274650405,0,0,0.130178509380901,0,0,0,0.134188674877216,0,0,0,0,0,0,0,0,0,0,0,0.146694508500583,0.0443611413418898,0,0,0,0
X5.HK.EQUITY,0,-0.186366754529783,0,-0.0883498032383362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18774726112234,-0.770209367233429,0,0,0.493172841957858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43725526548338,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833302159674313,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0775117637360641,0,0,0,0,0,0.122869000957738,0,0.233778840106979,0,0.125537440840473,0,0,0,0.173419060894734,0,0,0.0575375306170165,0,0,0,0,0,0,0,0.0265601879148737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525717343721465,0,0
X601658.CH.Equity,0,0,0,0.0982095067784057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323488030738211,0,0,0,0,0,0,0.362659627935923,0,0,0,0.131777772877919,0.0591288921832925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.23255420636065,0,0,0.0632996591204804,0,0,0,0,0,0,0,0,0.0846797476415777,0,0,0,0,0,0,0,0.0895272902550644,0,0,0,0,3.46944695195361e-18,0,0,0,0.0249335937866541,0.106294272886882,0,0,0,0,0,0.103914622903209,0,0.174760663596809,0,0,0,0.171569585147476,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0355740028106158,0.074301813714708,0,0,0,0.272406945904977,0,0,0,0,0.0923390538519589,0,0,0,0,0,0,0.120563983925874,0,0,0.045314869936301,0,0,0,0,0,0,0,0,0,0.147094369184668,0,0,0,0,0,0,0.0220654334533628,0,0.00397075441639297,0,0.00218212348764422,0,0,0.100462890201058,0,0.07315287650579,0,0.0322992888504076,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.331881608444776,0,0,0,0,0,0,0,0,0,0.1651378132737,0,0.00895781081362183,0,0,0.213367823165285,0,0,0,0,0,0,0.0221039210995536,0,0,0,0,0,0,0,0,0,0.122793176529249,0,0,0.113870185794035,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.223963537538992,0,0,0.00216695847786459,0.4595865502075,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00803697274604878,0.0334106269483397,0,0,0,0,0,0,0.0479045779208803,0,0,0,0.0185459703461124,0,0,0,0,0,0,0,0,0,0,0,0.00939650184439468,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0624198452481655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.418083322253474,0,0.231967744285125,0,0.0745482827385943,0,0.137949282789949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0564799442600044,0,0,0,0,0,0,0,0,0,0,0.055326000385056,0,0,0,0,0,0,0.111500641018117,0,0,0,0,0,0.0404486067579378,0,0,0,0.290951642313617,0,0,0,0,0.0115938998524801,0,0,0,0.18136223715811,0,0.351277665726022,0,0,0,0.0143662012183274,0.0234019450243528,0,0
X16.HK.EQUITY,0,0,0,0,0.0756986088247562,0,0,0,0,0,0,0,0,0.354278152398195,0,0,0,0,0,0,0.217029850970378,0,0,0,0,0,0,0,0.112497719687119,-0.0487992344487099,0,0.00295635727613857,0,-0.12933047901793,0,0.19756727603817,0,0.152897620550193,0,0,0,0,0.0171086889297281,0,0,1.38777878078145e-17,0,0,0,0,0,0,0
