,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.326886295375331,0.141173878572515,0.0055645723446794,0,0,0,0,0,0,0,0,0,0,0.212606716810482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142623779644936,0,0.0359912978066658,0,0.00700227233269697,0,0.022258535848255,0,0.200628115116859,-0.0611269361479661,0.0659413578143118,0.00338000748760765
X601318.CH.EQUITY,0,0,0.0377180100034288,0.137348228026382,0,0,0,0,0.12697608215391,0,0,0.0546674387147112,0.0386426775413207,0,0,0.0249443966969375,1.73472347597681e-18,0.130870388423684,0,0.185616695456589,0,0,0.121956538414718,0,0,0,0,0,0.0203547940227123,0,0.0745134138678035,0,0,0,0,0,0.0060131860761826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113141766967492
X601939.CH.EQUITY,0,0,0,0,0.211597524215161,0,0,0,0,0,-0.0362008211144482,0.148674378765067,0,0.050624932417656,0,0,0,0,0.124470046862112,0,0.00830487045637396,0,-0.141950242796975,-0.0200853873368413,0.482377459697788,0,0.140459424148064,0,0.0277273906434466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.042750222318654,0
X600036.CH.EQUITY,0,0.194009043742133,0,0,0,0,0.137157887815871,0.0921935422666757,0,0,0,0,0.192130666744351,0.0969470370194535,0,0,0,0,0,0,0,0,0,0,0,0.259590872052428,0,0,0,0.0608054780344217,0,0,0,0,0,0,0,0,0,0.0295138267134189,0.00512732000052659,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.117080452411185,0,0.0629724363468298,0,0,0.142629355293095,0,0.337167740637831,0,0,3.46944695195361e-18,0.0830263408992391,0,0,0,0,0.00231772953392435,0,0,0,0,0,0,0,0,0,0,0.134653113768637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514000409402517,0,0,0,0,0.0912067369622052,0,0,0,0,-0.0739674537667764,-0.0752629858784377
X601628.CH.EQUITY,0,0,0,-0.0280663692376266,0.0331579108253115,0,0,0,0,0,0.0763712776329507,0,0,-0.091184026354367,0,0,0,0,0.0448139004790769,0,-0.03119529941013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697211337984307,0,0,0,0,0,0,0.115537591447748,0,0,0,0,0.186731234806083,0,0,0,0,0,0.211802377286803
X1299.HK.EQUITY,0,0,-0.0792120516827931,0,0,0,0,-0.045347853124486,0,0,0.140585810140681,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0500152522852702,0.108492223971054,0,0,0,-0.243823257172876,0,0,0,0.0190000737045271,0,0,0,0,0,0,0,0.265607075046071,0,0.236705679391215,0.116456704107723,0.225234747794123,0.027303927503942,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0854486677474471,0,0,0.452586944032801,0.134661255444148,0,0,0,0,0,0,0,0,0,0,0,0,0.146248092816268,0,0,0,0,0,0.144091727858886,0.146943929652901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0321652933304868,0,0,0.0103266054734497,0.0188846472412765,0,0,0,0,0,0,0,0.207663077795993,0,0.0996260512070816,0,0.128289519417889,0,0,0,0,0.0296269624931434,0,0,0,0,0,0,0,0.012813002267523,0,0.243948094229511,0,-0.0669601338216153,0,0,0.191383026595851,0,0,0,0,0.083041801959656,0,0,0,0
X601166.CH.EQUITY,0,0,0.0502889553139189,0.0572484305452608,0,0.0276197809075548,0,0,0,0,0,0.0193899472268703,0.106100377313848,0.0682134222312662,0,0,0,0,0,0,0,0,0,0,0,0.163804486700959,0,0.368978842318019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00490718930692647,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.145744619377799,0,-0.151638927534692,0.214681615791986,0,0,0,0,0,0,0,0.344521386300496,0,0,0,0.00589253774978331,0,0,0,0.248960825746732,0.0144002306711304,0,0,0,0,0,0,0,0,0.0741956649176205,0,0,0,0,0,0,-0.0344574456355213,0.0616484222907094,0,0,0,0.0807426022330609,0,0,0,0,0,0.122889607800176,0,0
X601658.CH.Equity,0.254258480212096,0.0864704348234481,0,0,0.0372764902977251,0,0,0,0,0.320161201436505,-0.0341088866259818,0,0,0.17556946431672,0,0.0154331129968181,0,0,0,0,-0.00638726856365641,0,0,0,0,0,0,0.163801847993648,0.0567591210412054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126415937716098,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0733177632939903,0,0.403118208725349,0,0,0,0,0,0,0.0659989778901861,0,0,0,0,0,0,0,0,0.0583457626638634,0,0,0.0278568529937894,0.257960017157705,0,0.405208695143674,0,0,0,0,-0.275377339473265,-0.101252104433059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131755973120971,0,0.0807681731456834,0,0.0022955804299911
X000002.CH.EQUITY,0,-0.0428541106701572,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0328688832271655,0,0,0,0.0120517615276313,0,0,0,0,0.733927998377527,0,0,-0.040132680661031,0,0,0.0909248221590316,0,0,0,0,0,0,0.0331740099895475,0,0,0,0,0,0,0,-0.019042845478198,0,0,0.0385961346465689
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0137386720829618,0,0,0,0,0,0,0,0,0.42673459213756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175517544422064,0,0.171036445028276,0,0.13069540820069,0,0,0,0,0.266268122072526,0,0,0,0.0541106038327692,0.0524780289524771,0,0,0,0,0
X601601.CH.EQUITY,0,0.211735207651525,0,0,0.122464310993195,0,0,0,0,0,-0.090846929273789,0.0184705319730649,0.13999295294384,0,0,0,0,0,0,0.257186495073076,0,0,0,0,0,0.0785854767674829,0,0.0400223449128994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114238169592352
X601328.CH.EQUITY,0,0,0,0,0,0,0.0151280027847941,0,0,0,0,0,0,0,0,0.114075415641161,0,0.393698784054198,0,0,0,0,0,0,0,0,0.28064816161476,0,0.0564195265355013,0,0,0,0,0,0,0,0.0571804549260242,0.0635384611514309,0,0,0,0,0,0,0,0,0.00650559307815774,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0660448054697187,0,0,0,0,0,0,0,0.0539349987305204,0,0.0424643643110833,0,0,0.384477514834966,0,0,0,0,0,0,0,0.133408334135343,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0669719889897047,0,0,0.0534712975952781,0,0,0,0,0.0863404047065707,0,0,0,0,0.0189818455449535,0,0,0.0212250940575607
X601066.CH.EQUITY,0,0,0.0841209549038526,0,0,0,0,0,0,-0.0119385493606314,0,0,0,0,0.362037809943459,0,0,0,0,0,0,0,0,-0.0746351902038807,0,0,0,0,0,0,0,0,0.238775625197342,0.00951232355344155,0,0,0,0,0,0,0.169391245346026,0,0,0,0,3.46944695195361e-18,-0.0565484226894489,0.166075546025515,-0.00177123858060134,0,0,-0.0210569758918226,0.165285072038482
X601319.CH.EQUITY,0,0.00943668691764299,0,0,0,0,0,0,0,0,0,0,0.0772038326411472,0,0,0,0,0,0,0,-0.0391036645847781,0,0,0,0,0,0,0,0.0366597049315944,0,0,0,0,0,0.438656697186776,0.147522295785782,0,0,0,0,0,0,0,0,0,0.395453822352293,0,0.0171603290842033,0,0,0.0489275164811519,-0.0305519275670884,0
