,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.00244190295282346,0,0.223293022158214,0,0,0.11056911003564,0,0.243615657693962,0,0,0,0,0,0.127861803290618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103895013395946,0,0,0,0,0,0,0,0,0,0,0,0,0.0479486516107908,0,0,0.0771549352006574,0,0,0
X601318.CH.EQUITY,0.136049926404739,0,0,0,0,0,0,0,0.32805039167822,0,0,0,0,0,0.00443429073858951,0,0.334284987419852,0,0,0,0,0.0205245976020023,0,0,0,0.119164569353253,0,0.0216985377393773,0,0,-0.132550908732427,0,0,0.127580339432472,0.0766895345163021,0,0,0,0,-0.0387460916562326,0.0396948276138006,0,0,-0.00713993780158895,0,0,0,0,0,0,0,0,-0.00557665837739292
X601939.CH.EQUITY,0,0,0,0.285139947672618,0,0.0754667335080738,0,0,0,0,0,0,0,0.423869188900932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562299729167701,0,0,0,0.0735045137434576,0,0,0.00953449231729001,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333436599363265,0,0.0166453355733733,0,0,0.50289348614586,0,0,0,0,0.013841194469511,0,0,0,0.0434295362803873,0,0,0,0,0,0,-0.0200758923937472,0,0,0,0,0,-0.013973687677031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104125299643512,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0166803230913196,0,0,0,0,0,0.0704845167170473,0,0,0,0.0681217297192404,0,0,0,0,0.0913414368279274,0.0507002144700761,0,0,0.577858028110091,0,0,-0.0676804083770506,0,0,0,0,0.0483718271547718,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421234346296204
X601988.CH.EQUITY,0.398491407807459,0,0.00835546725976241,0,0,0,0,0,0,0,0.0633136503444078,0,0,0,0,0,0,0,0.0391039715398079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152109836151626,0.010275304099288,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.291919415952389,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220907305310493,0,0,0.264248185852138,-1.38777878078145e-17,0.0676689857404952,0,0,0,0.175109739047409,0,0,0,0,0,0,0,0,0,0,0.0091902628726212,0,0.114961088532274,0,0.0745135257381586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601912150815763,0,0,0,0.470739149823414,0,0,0,0.124967341830164,0.106211501609147,0,0,0,0,0,0,0,0,0.268548905180135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00429047076595223,0,0,0,0,0,0.222689311023373,0,0,-0.134626679034367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227781999662974,-0.182150562466304,0,0,0,0,-0.080471252012873,0,0,0,0,0.739335113882781,0,0,0,0,0.618497500726806,-0.27694867057295,0,-0.479140997824384,0,0,0
