,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0343392008489349,0,0,0,0,0,0,0,0,0,0,-0.00192747487498675,0,0.539333553608737,0.78790330955046,-0.106976534140018,0.0109525401695551,0,0,0,0.201063441099432,0,-0.230939190506108,0,0,-0.324043740835642,0,0,0,0,-0.0446877957944733,-0.080026619402931,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.201006586833245,0,0,0,-0.0163698862727341,0,0,0,-3.46944695195361e-18,0,0,0,0.0882671697752339,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0288391181376397,0,0.0766310586220725,0.00236403325158436,0,0,0,0,0,0.241550310945755,0,0,0,0,0,0,0,0.0898049886527086,0,0,0,0.225770600051213,0,0,0.0866691768821988
X601939.CH.EQUITY,0,0,0,0.848226082098245,0,0,0,0,0,0.01399276549335,0,0,-0.11543258075469,0,0,0.0249838500921575,0,0.0654596885949018,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0477575725210838,0,0,0.0584712698479367,0,0,0,0,0.0158430978046458,0,0,0,0,0,0,0,0,0.0696668347006253,0,0.0168798278130341,0,0,0.00887612512178782,0.0417075722742796,0,0,0
X601288.CH.EQUITY,0.0243006115321503,0,0.897743572560166,0,-0.0653734367395455,0,0,0,0,0,0,0,0,0,0,0,0.0103180528304381,0.136195451926657,0,0,0,0,0,0,0,0,0.0507637060776099,0,0,0,0,0,0.0019470470078113,0,0,0,0,0,0,-0.0956465335952301,0,0,0,0,0,-0.0313138720969293,0,0,0,0,-0.0526908614160931,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.118254079141234,0,0.246165201889182,0.153278088189409,0,0,0,0,0,0,0,0,0.0331277819490342,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901833721647978,0.217662477463233,0,0.234423142133499,0,0,0,0,0,0.164571422802949,0,0,0,0,0,0,0.171577664595491,0.0744682392599574,0.111139283719259
X600036.CH.EQUITY,0,0,0.394227724812543,0,0,0,0,0,0.0216195137323371,-0.0110854640580736,0,0,0,0,2.16840434497101e-19,0.116489695009791,0,0,0,0.0092906497734872,0,0,0,0,0,0,0.184100939964646,0,0.0278496538099124,0.141503587961941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186809364014659,0,0
X601988.CH.EQUITY,0,0,0,0.00348933390439845,-0.144368613721498,0.0829530403655937,0,0.0303058458684195,0,0,0,0,0,0.0232442545419031,0,0,0,0,0,0,-0.0806642088957134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104126657948994,0,0,0.00979900967968155,0,0,0,0,0,0,1.02522211975509,0,0.0275617406323391,0
X1299.HK.EQUITY,0,0.106620001340187,0,0,0.158072374570351,0,0,0,0,0.24662896575642,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216040453778934,0,0,0.351650928670834,0,0.225545872635694,0,0.124870253665319,0.120415300445649,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.11553464259393,0,0,-0.104040549671185,0,0,0,0,0,0.110498309321579,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098597096760918,0,-0.0852623528041049,0,0,0,0.0483211352842325,0,0,0.00893983576264037,0.32332836371751,0.392485214605234,0,0,0,0,0,0,0,-0.0839573171781826,0,0,0,0,0,0,0.0584318645235584,-0.138081056158952,0,0,0,0,0,0,0.204858734498509,0,-0.0750903044738908
X388.HK.EQUITY,0,0,0,0,0.304087171506661,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15203011786606,0,0,0,0,0,0,0.412550230386108,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.115103679636722,0.224478527659711,-0.156009015049597,0,0.0796677977997328,0,0,0,-0.137750677801841,-3.46944695195361e-18,0.0584974795441845
