,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.427082926686883,0,0,0,0,0,0,0,0,0,0,0,0.0699925996387284,0,0,0.13974039485902,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0688654314223064,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0784862228144348,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.172105659012789,0,0.220066693167486,0,0,0,0,0,0,0,0,0.242893803430978,0,0.0695191817621313,0.0142463760983467,0,0,0,0,0.132492640602211,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.132231214529606,0,0,0,0.0379734216377832,0,0,0,0,0,0,0,0.0414047348022443,0.0462041205848102,0,0,0
X601939.CH.EQUITY,0,0,0,0.729483618403639,0.0320504154751479,0.0541107417495085,0,0,0,0.23558721275286,0,0,0,0,0,0,0,0,0,0,0.0501811457060694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234095725844107,0,0,0.0231316425072585,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.412053457620789,0,0.0302470146332596,0,0.942755330516878,0,0,0,0,0,0,0,-0.142829559712454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152345085129452,0,0,0,0,0,0,0,0,0,0,0.0491889683692703,0,0,0,0
X5.HK.EQUITY,0.0086605290511099,0,0,0,0,0.120741160983288,0.397534766659375,0,0,0,0,0,0,0,0.0447249227621877,0,0,0,0,0,0,0,0,0,0,0,0,-0.206846609579439,0,0,0,0,0,0,0,0,0.0959549760601791,0,0,0.322488143694319,0,0,0,0,0,0,-0.0975557445902946,0,0.0213159356253887,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.360400510554318,0,0,0,0.0909966003133439,0,0,0,0,0,0,0.0956077232314275,0.0396282506595984,0,-0.0700089868502105,0,-0.0725420073893445,0,0,0,0.243191956584429,0,0,0,0,0,0,-0.230245769331599,0,0,0,0,0,0,0,0,0.0691429238126895,0,0,0,0,0,0,0,-0.0301790161968784,0,-0.126255747269243,0
X1299.HK.EQUITY,0,0,0,0,0.228124000581576,0,0,0,0,0,0,0,0.0242370801316489,0,0,0,0.197321911319069,0,0,0,0,0,0,0,0,0.0609914077169138,0,0.108556699822462,-0.141154568677471,0,0.0926636878276752,0,0.0103504203374675,0,0,0,0.397963880506629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040894217081777
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.408189011755236,0,0,0,0,0.0385607432761432,0,0,0.120658743565066,0,-0.110529836657947,0,0,0,0,0.181374996683653,0,0,0,0,0,0.2194657969436,0,0,0,0,0.11501709449167,0,0,-0.0306331210022415,-0.162339560784441,0.0818496292181159,0,0,0.132014713722176,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0819061988371359,0,0.00154381404315508,-0.0846258948296865,0,0,0,0,0,0,0.0516234630563458,0,0,0,0,0,0.204875053566607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405411414759128,0,0,0,0,0,0.215559444176018,0,0.0878671413095102,0.0633863689284291,0,-0.0110642609096746,0,0,0,0,-0.0178771416340551
X601328.CH.EQUITY,0,0,0.210522222912896,0,-0.0497959864945551,0,0,0.467556486426611,0,0,0,-0.0571409188607883,0.370194052875153,0,0,0,0,0,0,0,0.0342426778392523,0,0,0.0303758105079202,0,0,0,0,0,0,0,-0.16297536484147,-0.239255648767084,0.196450446918541,0,0,-0.00382855601429787,-0.181512787279131,0,0,0,0,0,0,0,-0.0155931912790932,0,0,0,0,0,0
