,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.445533955148422,0,0,0.0124333439209464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232406172790276,0,0,0,0,0,0,0,0,0,0,0.183709881565587,0,0.0456247989022172,-0.0135060671933176,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.000501942146457945,0,0,0.148592883382226,0,0.0550369953959877,0,0,0.0789111825054609,0,0,0,0,0.231703431380815,0,0.189950928019393,0,0.0201850812778514,0,0,0,0,0.105860819434588,0,0,0,0,0,0,0,0,0.0233363998276366,0.0423547879129344,0,0,0,0,0,0.0222932463778499,0,0,0,0,0,0,0,0,0.0767521367578611
X601939.CH.EQUITY,0,0,0,0.292201732539362,0,0,0,0,0,0,0.0336537349872907,0,0,0,0,0,0,0,0,0.00505735902072332,0,0.70709619074629,-0.258267731445457,0.0519068520739645,8.67361737988404e-19,0,0.00780655517543712,0.0622791685807652,-0.132381100290834,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143744115624492,0,-0.0435300230149545,0,0,0,0,0,0,-0.0892915820251928,-0.00273736099175707
X601288.CH.EQUITY,0.147364525083389,0,0.0399663754803954,0,0,0.0653242139894605,0.400338272346075,-0.0803257207996539,0,0,0,0,0,0,0,0.0603638628324646,0,0.0229656245747412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186429053475109,0,0,0,0,0,0,0.025301881297474,-0.107312303919008,0
X600036.CH.EQUITY,0,0.182327951787251,0,0,0,0.0679773278739979,0.0914057771434775,0,0,0,0,0,0,0.207671651677803,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0287951458580002,0.317011656387422,0,0,0,0,0,0.0863635682275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179509063764979
X601628.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0386491460549867,0,0,0,0,0,0,0,0.161555954053619,0,0,0,0,0.122143998446672,0,0,-0.0614677244490294,0,0,0,0,0,0,0.187541820389169,0,0.0553098180865505,0,0.539884564231776,0,0,0,-0.048531055803173,0,0.105098032433807,0,0,0,0,0,0,0,0,0,0.0780859005718097
X601988.CH.EQUITY,0.200856459121515,1.38777878078145e-17,0,0.0718549609292712,0.21960534247419,0,0,0,0,0,0,0,0,0.0332624986577836,0,0,0,0,0,0.00194513000640181,0,0,0,0,0,0,0,0.171065208985399,0.141684164110775,0,0,0.0762439301228238,0,0,0,0,0,0.0626626610763488,0,0,-1.0842021724855e-19,-0.188194771226351,-0.0520457187008933,0,0,0,0,0,0,0.358620954186885,0,0.0261639978221374,0
X1299.HK.EQUITY,0,0,0,-0.0455042842846675,0,0,-1.73472347597681e-18,0,0,0.1392943519487,0,0,0,-0.169782157830579,0,0,0,0,0,0,0,0,0,0,0,0,0.239680695526305,0,0.0187611802580136,0,0,0,0,0,0,0,0,0,0,0.0979746551274715,0.128375279060653,0.0625120129783191,0,0.0745668804985217,0,0.0265139977026986,0.171547235983151,0,0.139056598619331,0,0,0,0
X5.HK.EQUITY,0,0.0170489178497545,0,0,0,0,0,0,0,0,0,0,0,0,0.0967158200588623,0,0,0,0,0,0,0,0.0557050389471528,0,0,0,0.122703957907106,0,0.618145393652074,0,0.0336844576382405,0.135969603493202,0,0,-5.42101086242752e-20,0,0,0,0,0,-0.111744406652262,0.091992999537509,0.189389538083284,0,0,0,0.106748528084384,0,0.18234292503633,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.121492613153997,0,0,0,0,0,0,0,0,0,0,0,-0.131217559723592,0,0,0.486139924643501,0,0.261025790308606,0,0,0,0.166999225899767,0,0,0.13432178261306,0.108409366152753,0,0,0,0,0.123532313319981,0.000954135534291988,0,0,0,0.0547714722462057,0,-0.244586559276418,0,-3.46944695195361e-18,0,0,0,0.0489239724512551,0,0
