,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.453657977547687,0.0935193279260624,0.0905839582787507,0,0,0,0,0,0,0,0,0,0,0,0.0759528935500827,0,0,0.0557271277858552,0,-0.0536948030093675,0,0,0.107099977492742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693903919045098,0.0152706525477279,0,3.46944695195361e-18,0,0.00838502630278463,0.0305472043682457,0.22083584507826,0.0173128893510169,-0.108833746786831,-1.73472347597681e-18,0
X601318.CH.EQUITY,0,0,0,0.0657088009394323,0,0,0,0,0.12296881709984,0,0,0.0870694597108895,0.108954840177346,0,0,0,0,0,0.113631860304103,0,0.265300695891122,0,0,0,0.0504102979866289,0,0,0,0.0969694294127847,0,0.0367960530761083,0,0,0,0,0,0.0191177077318009,0,0,0,0,0,0,0,0.0698568373612891,0,0,0,0,0,0,0,0.0991241744554516
X601939.CH.EQUITY,0.252433214360757,0,0,0,0.182852402962587,0,0,0,0,0,-0.0271021079981122,0.108757620222142,0,0.0733918504077228,0,0,0,0.0116135236330022,0,0.101871366069153,0,0,0.220112547626245,0,0,0.231965359683252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159013560352825
X600036.CH.EQUITY,0,0.116307852099119,0,0,0,0.0797940382494724,0.0720371836866452,0.126764866727956,0,0,0,0,0.168083438834148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349521339083034,0,0,0,0.0770111949460923,0,0,0,0,0,0,0,0,0,0.123359016990349,0,0,0,0,0,0,0,0,0,0,0,0.0414675817782488
X601288.CH.EQUITY,0.211265305727081,0,0.0323573827548551,0,0,0.0521853358286297,-0.104023887637621,0.318430222568392,0,0,0,0.0475234744083484,0,0,0,0.0744017150292767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177974953295774,0,0,0,0,0,0,-0.12327135867247,0
X601628.CH.EQUITY,0.0622359907877064,0,0,0,0,0,0,0,0,0,0.01510773501753,0,0,0,0,0,0.192581530543883,0,0,0,0,0,0,0,0.0545853863607364,0,-0.109150519918546,-0.086010973560768,0,0,0.0512476680027539,0,0.212794339540916,0,0,0.578425350149873,0,0,0,0,-0.0347006848271155,0.147749958340829,0,0,0,0,0,0,0,-0.0485447839628346,0,0,0.0424710279704442
X1299.HK.EQUITY,0,0,-0.0453909519762117,0,-0.0364358891042644,0,0,-0.0442296733148631,0,0,0.106837723346522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473495853469506,0.0803346332083111,0,0.284028842874994,0.290454886306771,0,0.142633495380319,0,0,0,0,0,0.289077094295249,0,0.106771023723084,0
X601988.CH.EQUITY,0,0.121210409244789,0.00713231592136269,0.312647093402007,0.244559587314241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269678554421177,0,0,0,0,0,0,0,0,0.0979583111812848,0.118489911402713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033386485059995,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.128288452777908,0,0,0,0,0,0.0385418326627125,0,-0.00822512775226929,0,0,0,0,0,0,-0.0762063238111199,0,0,0,0,0,0,0.0784461061622378,0,0.0187969711746405,0,0.312463248163428,0,0,0,0,0,0,0,0,0.107213074886827,0,0.220449992288377,0,0,0.234437233026796,0.117005197731234,0,0,0,0,0.0168944239024259,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0972603386248032,0.169664745352213,0,0,0,-0.0326481537730907,0,0,0,0.0897096681214702,0.0304225470560233,0.0141753502222345,0,0,0.0614712845452807,0,0,0,0,0,0,0,0,0,0.158759761231641,0,0,0.361638168127877,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462289961998397,0,0,0,0,-0.0340154556703425,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.148088407564477,0,0,0.102191625075728,0,0,0,0,0,0,0,0.202544925625161,0,0,0,0,-0.17223110248782,0,0,0,0,0.244545300824853,0,0,0.139944609127077,0,0,0.0418746629444433,0,0.188307637148906,0,0,0,0,0,0,0.259989313433516,0,0.00189192529996389,0,0,0,-3.46944695195361e-18,-0.346165693129238,0,0,0.133360917551924,0.156761353750561,0,0
X601658.CH.Equity,0.209477188402918,0,0,0.155426209172032,0,0,0,0,0,0.377392238470484,-0.0597580020537793,0,-3.46944695195361e-18,0.022984570853466,0,0,0,0,0,-0.0148273123825895,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.13975273885061,0.130777235391643,0,0,0,0,0,0,0,0,0,-0.0263217965424554,0,0,0,-0.115482748407695,0,0,0.0640298010825922,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.635078156318955,0,0.0528693664120863,0,0.0717947402330177,0,0,0.0976218271102177,0,0,0,0.0438238832252803,0,0,0,0,0,0,0,0,0,0,0,0.129502845368668,0,-0.238238335709998,0,0,-0.139366734571181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322938543999556,0,0,0,0
