,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.397245974266006,0,0.127762113277328,0.0487300844364611,0,0,-0.0356221051853807,0,0,0,0,0,0,0,0.0791595229502184,0,0,-0.0244062612599277,0,-0.0127897739781055,0,0,0.0486996650105498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00982750673994887,0.227419813022813,-0.0014933085255877,0,0,0,0,-8.67361737988404e-19,0.0459714511461287,-0.0609192305988807
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0126204522864126,0,0,0,0,0,0,0.123338193091382,0,0,0.383470053267977,0,0,0,0,0,0,0,0,0,0,0.0117297554094434,0,0,0,0,0.227623716204612,0,0.0346579460441136,0,0,0,0,0,0.0181580132123622,0,0,0,0,0,0.0250729339962951,0,0,0.155567227391688
X601939.CH.EQUITY,0,-2.16840434497101e-19,0,0.755658655719579,0,0,0,0,0,0,0.0739527338661545,0,0,-0.0326154242262009,0,0,0.138699039054645,0,0,0.0885773780309299,0,0.00922027168922076,0,0,0,0,0,0,0.0457857012077657,0,0,0,0,0,0,0.0132229922817685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.88695039377273e-05
X601288.CH.EQUITY,0.105611640000954,0,0.894541383662977,0,0,0.0415188332930133,0,-0.0468622122901449,0,0.0436183258267086,0,0,0,-0.00104842165754169,0,0.0263833144722663,0,0,0,0,0.030224290699901,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.00260353912818475,-0.0432230997507465,0,0,-0.126748388014683,0,0,0,0.00475926843716741,0,0,0,0,-0.111927234095738,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.164512280925475,0,0.212708843471305,0,0,0,0,0,0,0.220021352385812,0,0,0.00394452090058887,0,0,-1.38777878078145e-17,0,0,0,-0.135028400270356,0,0,0,0,0,0.0332861293002674,0.28670780796915,0,0,0,0,0,0,0,0,0,0.156242702278355,0,0.123479453986149,0,0,0,0.150755823725487,0
X600036.CH.EQUITY,0.0734815723307661,0,0.0325518537879684,0.309078639144365,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.164406037194165,3.08487255565364e-05,0,0,0,0,0,0,0.200438994598531,0,0,0,0,0,0,0,0,0,0,0,0.0710833571342228,0,0,0,0,0,0,0.0618680966800325,0,0,0,0,0.00489799672620555,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.0886713554908129,0,0,0,-0.113897289578163,0,0,0.0142147921138894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282156128346244,0,0,0,0,0,0,0,-0.0366187834392101,0,0,0,0,-0.0466794268232727,0,0.981127692413367,0,0,0,0
X1299.HK.EQUITY,0,0.0443703851562568,0,0,0,0,0,0,0,0.158849897075276,0,0,0,0.177740323300901,0,0,0,0,0,0,0,0,0.324950144156597,0,0,0.0615787949343247,0,0,0,-0.0791597617875875,0.0537737403118385,0,0,0,0,0,0.0575322274240466,0.034315826505006,0,0,0,0,0.170632589985311,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.233552929431954,0,0,0,0,0,-0.139548026288511,0,0.0276366646746809,0,0,0,0,0,0.349598924800714,0,0.0393998016316285,0.00682027616284565,0,0,0,0,-0.023003206755398,0,0,0.259711343395585,0,0,0.100095066696503,0,0,0.111895943482533,0.230804787744595,0.0277578772704257,0,0,0,0.311798580988808,0,0,0
X388.HK.EQUITY,0,0.261359381400537,0,0,0.170891940514904,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.027255107756298,0,0.0583126632820422,0,0.102248070713167,0,0,0,-0.0691847465680514,0,0,0,0,0,0,0,0,0.27521914321831,0.0575421861417843,0,0,-0.046135102845578,0,0,-0.224967038856631,0.21822592224478,0,0,0,-0.0610505119784774,0,0,0.202097539134468
