,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.282538482685617,0.0432658079631006,0.0108587555682576,0,0,0.43138776835106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102316493583899,0,0,0,0.0488191627556873,0,0,0,0.0184652252842974,0,0,0,0,0,0,0.0747099160014847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.201244857420634,0,0,0,0,0,0.203805860606394,0,0,0,0.0480872452915612,0,0.0930102311391289,0,0,0.0656796836025277,0,0.0319824922164441,0,0,0,0,0,0,0,0,0.149790296524376,0,0,0.00819742882058655,0,0,0,0.132689519189638,0,0.0366629306197996,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724635550610946,0
X601939.CH.EQUITY,0.447062594955386,0.172023496342129,0,0,0,0,0,0.23565347503869,0,0,0,0,0,0,0,0,0.0123669496707176,0,0,0,0,-0.115523543772291,0,0,0,0,0,0,0.143528716174677,0,-0.0413299913735515,0,0.139396324050671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112494620052184,0.12693676932516,0,0
X601288.CH.EQUITY,0,0,4.33680868994202e-19,0,0,0,0,0.529670734705691,0,-0.0776459045419934,0,0.0708425820089661,0,0,0,0,0,0,0,0,0,0,0.147712789832446,0.0633994025196758,0,0,0,0,0.121141219015752,0,0,0,0.033188897416796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429428324028704,0,0,0,0,0
X600036.CH.EQUITY,0,0.143191566274484,0,0,0,0.0256517573544533,0,0.00407619294735542,0,0,0,0,0.121058933279213,0,0,0.0292883955209167,0,0,0,0,0,0,0.0944673336256838,0,0,0,0.0767457517941553,0,0,0,0.0252874211292808,0,0,0,0,0,0,0.0585982322667919,0,0,0.0645302201562388,0,0,0,0,0,0,0,0,0.360602997822853,-0.288854559080568,0,0
X1299.HK.EQUITY,0,0,-0.161859343673359,0,0,0,0,0,0,0.167489778008823,0,0,0,0,0,0,0,0,0,0,0,0,0.045120935521225,0.169357190127214,0,0,0,0,0,0,0,0,0.173581638292784,0,0,0.0966582838470464,0,-5.42101086242752e-20,0.089190295710774,0,0,0.0553319034238329,0.311764954580711,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0490516225264163,0,0,0,0,0.00137157694903858,0,0,0,0,0,0,-0.0288456849779931,0,0,-0.114920653068484,0,0,0,0,0,0.0804650704535051,0,0,0,0,-0.115108112182601,0,0,0,0,1.73472347597681e-18,0,-1.73472347597681e-18,0.534114692948619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456236577664755
X601988.CH.EQUITY,0.0400415766312988,0,0.0908335138264383,0.355957569236381,0,0,0,0,0,0,0,0,0.2081359505925,0,0,0,0.150012330145789,0,0.0177770659772668,0,0,0,0.0260762631583032,0.00931834611730957,0,0,0,0,0,0.117189910141711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0
X5.HK.EQUITY,0,0.352519034459191,0,0,0,0,0,0,0,0,0,0,0,-0.20295511303225,-0.0801565126298924,0,0,0,0,0,0,0,0,0.26900878473682,0,0.134357908920309,0,0.0484242502838784,0,0,0,0,0.00256385300475201,0,0,0,0,0,0,0,0.21691187133844,0,0.127546052361232,0,0,0,0,0.136510841135088,0,0,0.0234100671835019,0,-0.0514440951906991
X388.HK.EQUITY,0,0,0,0,-0.0996460961326609,0.265672013466736,0,0,0,0,0,0,0.0277463353292704,0,-0.00292473313617041,0,0,0,0,0,-0.130716019544207,0.432420828264318,0,0,0,0,0,0.0368460010518073,0,0,0,0,0,0,0,0,0,0,0.0599460779845115,0.121059709842204,0,-0.0884395301794486,0,0.168397340841679,0,-0.350596709857991,0,0.0183136594469716,0,0,0.177788853515671,0,-0.0344327605729498
