,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.130592168535522,0,0,0,0,0,0,0,0,0,0,-0.121315678399363,0.58699125458627,0,0.843918472185276,0,0.0550103374682155,-0.113666019082076,0,0,-0.129941641352613,0,0,0.00431740676341703,0,0,-0.0864930109327659,0,0,0,-0.345137155099477,-0.0628283055954165,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.139965389443454,0,0,0,0,0,0,0,0,0.073753340173824,0,0,0,0.279841154771256,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0.118570926761155,0,0,0,0,0,0.260364463624904,0,0,0,0,0,0,0,0,0.0419259207032556,0,0,0,0,-0.0208157123563359,0,0.118971072111499
X601939.CH.EQUITY,0,0,0,0.787640374554274,0.0698109725153842,0,0.0588626588800171,0,0,0,0,0,0,0.0298445229862766,0,0,-8.67361737988404e-19,0,0,0,0,0,0.00385090864843204,0.00692753422304638,0,0,0,1.0842021724855e-19,0,0,0,0.0753541201725118,0,0,0,0,0.00354819918693877,0,0,0,0,0,0,0,0,0,0,0,0.0341047073753743,0,0,0,0
X601288.CH.EQUITY,0.0103229412354565,0,0.897337600268291,0,-0.0656119653545135,0,0,0,0,0,0,0,0,0,0.00413803792315994,0,0.0428480003288832,0.115181791308381,0,0,0,0,0,0,0,-0.0627090063640451,0,0.0506607170474018,0,0,0,0,0,0,0,-0.0967011220445726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460201411461349,-0.00999795932909825,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.780176756585076,0,0,0,0.0537983110028666,0,0,0,0,0,-0.0113102608413552,0.123502068818515,0,0,0,0,0,0,-0.0343815459465742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339038135021173,0,0,0,0,0,0,0.104343027123823,0,0.14670439013351
X601988.CH.EQUITY,0,0,0,0,-0.146678428416082,0,0,0,0,0,0,0,0,1.14372008568182,0,0,0,0,0,-0.109349539379166,-0.0252793773353845,0,0,0.0793345828623335,0,0,0,0,0,0,8.67361737988404e-19,0,-0.209786698075593,0,0,0,0,-0.176923565997074,0,0,0,0.0276391930373504,0,0,0.0809348429848906,0,0,0,0,0,0,0,0.218737400569848
X600036.CH.EQUITY,0,0,0.300551414843342,0.0739312412851572,0,0,0,0,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021362698156081,0.0661070644585642,0,0,0,0.43858460086398,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0.0590282572225404,0,0.0658707991935042,0,0,0,0.0344745047749546,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.361883200277035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202052410552679,0,0,0,0,0.0451386615450352,0.23106889720619,0,0,0,0.114990859383522,0,0,0,0,0.0163887140026334,0,0,0,0,0,0,0,0.485572173233558,0,0.02258345433341,0,0.0837783008446411,-0.047092957854202,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0312507582588084,0,0,0,0,0,0,0.393160148744573,0,0,0,0,0,0,0,0.441727551659465,0,0,0.117093471952722,0.0190593194811017,0,0.291633601648083,0.0176993279223068,0,0,0,0,0,0,-0.357100855293969,0,0,0.139330226605401,0,-0.0600068974080445,0,0,-0.110784784749171,0,0,0,0.168526785481295,0,-0.107482624125991
X388.HK.EQUITY,0,0,0,0,0.474336686700741,0,0,0,0,0,-0.219456893670831,0,0,0,0,0,0,0,-0.242701920785583,0,0,0.0920459298939938,0,0,0,0.258150836826248,0,0,0,0,0,0,0,0,0,0,0,0.239767191824633,0,-0.0729679333706523,0,-0.237730836901137,0,0,-0.0514630417130199,0,0,0,0,0,-0.068814866377841,0,0.0236041663552458
X601658.CH.Equity,0,0,0,0.186189963046721,0,0,0,0,0,0,0,0,0.159616848066155,0,0,0,0,0.162772625387998,0.0421520723508171,0,-0.319581712599774,0,0,0,0,-0.0883895694268875,0,0,0,0.0741885484023984,0,0,0,0,0,0,0,0,0,0,0,0,0.506494642786628,0,0,0,0,0,0,0.0562405605248059,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.131948798721945,0,0,0,0,0,0,0,0,0,0.0602692847002641,0.133192448768218,0,0,0,0,0,0,0,0,-0.0259584788880393,0,0.0141197672335594,0,0.0860154265379127,0,0,0,0,0.544115270841725,0.0380955180845489,0,0,0,0,-0.082280814519878,0,0,0,0.0367769387437219,0,0,-0.00869846941414397,0,0,0.0989477679136076,0,0.0807977200466502,1.73472347597681e-18
X600000.CH.EQUITY,0,0,0,0.0179314678128729,0,0,0.085686307289383,0.0415399762991908,0,0,0,0,0,0.484440047057956,0.170680193236561,0,0,0,0,0,0,0,0,0,0,0.0451924733698758,0,0,0,0,0.0236696872575014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189293188609331,0,0,0,-0.0153605301102576,0,0
X601166.CH.EQUITY,0,0.012271174685448,0,0,0,0.52057938185786,0,0,0,0,0.0560106424871582,0,0.122507553154088,0,0,0,0.0263081997502219,0,0,0,0,0,0.0475789274680878,0.0828839941929975,0,0.0684002858076715,0,0,0,0,0,0,0.0444471832292427,0,0,0,0.0127320995880984,0,0,0,0,0,0,-0.0297949030052777,0,0,0,0,0,0.038933508314857,0,0,0
X601328.CH.EQUITY,0,0,0,0.108680805912948,0,0,0,0,0,0,0,0,0.085945307639645,0,0,0,0,0,0,0,0,0,0.330070783935777,0,0,0,0,0,0,0.0129429774835505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145239885247871,0,0,0,0,0.0489780475362077,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.294191703985957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229752674544387,0,0,0,0,0,0,0.0102111812920607,0,-0.0321662681527407,0,0,0.326496175233758,0.025208139575108,0.0286423373815603,0.0634113085147357,0,0.0423773485767025,0,0,0,0.0515666762515847,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.122753643498443,0,0,0,0,0,0,0,0,0.0185097788441393,0,0,0,0,0,0.193377863414502,0,0,0,0.0301034818292833,0,0,0,0,0,0,0,0.0487149924591482,0.0368742384275158,0.0685075319370343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750638483986214,0,0,0,0.0404921948212502,0.00758725644971638,0,0
