,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600926.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.279567729426756,0.115034955541583,0,0.245577643684518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199718703202982,0,0,0,0,0,0,0.014728414749379,0,2.16840434497101e-19,0.0185879743038828,0.0962277663060323,0,0,0,0.0891550837645361,0,0,0,0,0,0,0,0,-0.000888498264159106,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.113363633701322,0,0,0,0,0.184321283957295,0,0,0,0.0342286198048801,0,0.0532004515028771,0.208606707738657,0,0.138027385021242,0,0,0,0.134013049186365,0,0.0203128279964363,0,0,0,0,0,0,0,0.0873679735764195,0,0,0,0,0.0496788051400433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.117234233911162,0,0,0,0,0,0,0.0873259641683603,0,0,0,0,0,0,0,0,0,0.0493305680283708,0,0,0.0779938845365816,0.337459514397289,0,0,0,0,0,0,0,0,0,0,0,-0.117843712555962,0.111646438496614,0,0,-0.0415317175888844,0,0,0,0,0,0.161248188209536,0.0191593874821749,0,0,0
X601939.CH.EQUITY,0.544804829250575,0.0152406494096771,0,0,0,0,0,0,0.132618209501135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130372654910117,0,0,0,0,0,0,0.0121747154032336,0,0,0.0856018769542887,0,0,0.137638050190162,0,0,0,0,0,0,0,0,0,0.138041520775883,0.193556579184574,0.0449623488196395,0,0
X601288.CH.EQUITY,0,0,0,0.19745711466067,0,0,0.453810281992056,0,0,0,0.0906030511777079,0,0,0,-8.67361737988404e-19,0,0.0691358962495308,0,0,0.0318805028232091,0,0,0.0444754193753678,0,0,0.0432218571934653,0,0,0,0,0,0,0.111636917367429,0,0,-0.0173913732077588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234836580573456,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0971880093398705,0.246448695207342,0,0,0,0.14916380189187,0,0,0,0,0,0,0.18058468877286,-0.231361293041486,0,0,0,0,0,0,-0.00981154200108791,0.130783804021064,0,0,0,0,0,0,0,0,0,0.145214306936707,0,3.46944695195361e-18,0,0,0,0,0.248290405435367,0,0,0.0152155149432602,0,-0.0224518615266545,0
X601988.CH.EQUITY,0.191571510099207,0,0,0,0.349507469538473,0,0,0.0780975991262849,0,0,0,0.0603727314987954,0,0,0,0,0,0,0.1203702341184,0,0,0,0.0943640027449922,0,0,0,0,0,0,0,0,0,-0.203881385166905,0,0,0,0,0,0,0.0535242211007428,0,0,0,0,0,0.0725015484195962,0,0,0,0,0,0,-0.0710937878353279
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184191129859842,0,0,0.277421232639652,0,0,0.0514897606145672,0,0,0.0340824384139679,0,0.00870035765996167,0,0,-0.0831574064367228,0,0.0381656667416716,0,0.102930333515535,0.213498384218075,0,0,0.0156326442052003,0,0,0,0,0,0,0,0.00106609982308908,0,0,0,0,0,0.0547336214216369,-0.0268668957222005
X5.HK.EQUITY,0,0.141288612675881,0,0.10249308477886,0,0,0,0,0,-0.13950065828889,0.0676659415015504,0.0763780381915558,0,0,0,0,0,0,0,0,0,0,0,0,0.204038403200536,0,0,0.166614976239716,0,0,0,0,0,0,0,0,0,0,0.266713905685933,0,0,0,0,0,0.0362962393151446,0,0,0,0,0,0,-0.0413842883076366,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197168922912898,0,0,0,0,0,-0.0857374895578342,0,-0.188590273567761,-0.149345827955944,0.0790633753211084,-0.105601052972047,0,0.0613990504917647,0,0,0,0,0.0523688353281955,0,0.265581788708883,0,0,0.35994489851072,0,0,-0.0640998999327599,-0.420235298447377,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0124417916140426,0,0,0.45028343614741,0,3.46944695195361e-18,0,0,0,0,0,-0.113871521223401,0,0,0,0,0.14050393206411,0,0,-0.0843011062416511,0,0.113166513935088,0.152911846534574,0.00509696386508423,0,0,0.00938179179420703,0,0,0,0,0,0,0,0,0.0542609807344627,0,0,0,0,0.10376681486191,0,0,-0.107824442730621
X601658.CH.Equity,0,0,0,0,0,0,0.378427516612357,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0408037774260632,0,0,0.105705330704038,0,0,0.314018259874228,0,0.128831411613471,0,0,0,2.16840434497101e-19,-0.0348189962445157,0,0,0,0,0,0,0.139334092116941,0.0766313320818529,0,0,-0.119340884230277,0,0,0,0,0,0,0.0384485834820567,-0.266677249190657,0.0683711860436182
X000001.CH.EQUITY,0,0.0572144213161581,0.137567779313029,0,0,0,0,0,0,0,0.499138970243645,0,0,0,0,0.189768291182336,0,0,0,0,0.0400415474836539,0.178437780779815,0,0,0,0,0,0.0293716695481298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189457987416714,-0.126553916044736,0,0,0,0,0,-0.119454143598008,-0.071247175264024,0.141940443704484
X601601.CH.EQUITY,0,0.471868473416135,0,0,0,0.174642145647474,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0250119729971731,0,0,0,0,0,0,0.00769369855253356,0,0,-0.129149504398546,0,0.170790102418726,0,0,0,0,0,0,0.235263355789144,0,0,0.203686872751516,0,0,-0.00750958916192788,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.109387353098703,0,0,0,0,0,0,0,0,0.0194538367895368,0,0,0,0,0,0.0680766353954596,0,0.123435473449342,0,-0.0278668544753682,0.204367225023613,0,0,0,-0.117605381173239,0,-0.0449540214906216,0,0.135047081093722,0.564868423699067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722276584239213,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506507157672276,0,0,0,0.235866027764576,0,0,0,0,0,0,0,0,0,-0.00987628283803086,0,0,0.443995680309773,0,0,0,0,0,0,0,0,0.0964517706152234,0,0.152665206113048,0,0,0,0,0,0,0.0561038387617316
X600000.CH.EQUITY,0.0313170259112784,0,0,0,0,0,0,0,0,-0.00744868189107053,0,0.0298570179373217,0.0520205373456294,0,0,0,0,0,0.148702431589959,0,0,0,0,0,0,0.198421225393333,0.0733512403574283,0,0,0,0,0,0,0,0,0,0.0729283832287297,0,0,0,0,0,0,0,0,0,0,0,0.133123861281753,0,-0.117212196791229,0,0.152905890741666
X300059.CH.EQUITY,0,0.207098758681932,0,0,0,0,0,0,-0.0218152216429319,0.0755840951606795,0,-0.05859975240154,0,0,0,0.288354753858762,0,0,0,0,0,0.167042669033979,0,0.11639774672637,-0.0355976472859748,0,0,0,0.194448328528433,-0.00680002190451743,-0.0184658904708717,0,0,0,0,0,0.0293258244436031,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120509559984009
