,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0567066646596577,0,0.138740644040058,0.176384365213597,0,0.351767550571092,0,0,0,0,0.000604540724613714,0.13182738613553,0,0,0,0,0,0,0,0,0,0.0118756088474463,0,0,0,0,0.104038824655254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.207656778853757,0,0,0,0,0,0,0,0.224197616914051,0,0,0,-3.46944695195361e-18,0,0.0719896410669298,0.144752224530838,0,0,0,0.210530612360493,0,0,0,0,0,0,0,0,0,0.0753590016767718,-0.059894900085817,0,0,0,0,0,0.0658300800793861,0,0,0,0,0,0,0,0,0,0,0.0749612635006317,0,0,0,0,-0.0072478902733775
X601939.CH.EQUITY,0.263706973629692,0,0,0,0,0,0,0,0,0,0,0,0.42569320824293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19183757479719,0,0.106014051644743,0,0.00655218782436177,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.34276397317878,0,0.0423187492133988,0,0,0.467262176960232,0,0,0,0,0,0,0,0,0.0359450819603706,0,0,0,2.77555756156289e-17,-0.0109484691418956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112849108675996,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.198278028337005,0,0.0394676794671481,0,0,0,0.310685758309492,0,0,0,0,0,0,0,0.020143815312272,0.648271892938029,0,0,0,0.0515012284095677,0,0,0,0,0,0,0,0.0921952833237707,0,0,0.0205387708430441,0,0,0,-0.204441605592142,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20
X601988.CH.EQUITY,0.136922938631572,0,0,0.0492376685851082,0,0,0,0,0.200922758903541,0,0,0,0.14371960211827,0,0,0,0,0,0.0210076172746497,0,0.168431975004743,0,0,0,0.0277191425264524,0,0,0,0,0.0495450759781018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186365533220663,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.164141391346072,0,0,0,0,0,0,0,0.325245006373686,0.0252088017939698,0,0,0,0,0.193604269498426,0.291245405072153,0,0,0,0,0,0,0.247982879631263,0,0,0,0,0,0,0,0.0275023539104086,0,0,0,0,0,0,0,0,0,0,0,0.0906762995297866,0,0,0,0.0104833458104191
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.163827734278004,0,0,0,0,0,0,0.194452422825439,-0.0639605983108924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805881504663469,0,-0.212391047259296,0,0,0,0,0,0,0,0.73854388834664,0,0,0,0,0,0.447492821277522,0,-0.182026827739077,0,0,0,0
X601166.CH.EQUITY,0,0,0.174243244120925,0,0,0,0.398119135119186,0.0489806254961131,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.0020423256350697,0,0,0,0,0,0,0,0,0,0,0,0.376111607693808,0,0,0,0,0,0,0,0,0,0,0.0333884466104679,0,0,0,0,0,0.0866096767024727,0,-0.118536693795233,0,0,0,0.0486977478490852
X601328.CH.EQUITY,0,0,0.0921912977407894,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.520546895856185,0,0,0,0,0,0,0,0,0,0.00194393881413365,0.218633593854608,0,0,0,0,0.0250401654308045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116830493217995,0,0,0,0,0,0
X600000.CH.EQUITY,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0821195809366755,0.455391244549151,0,0,0,0.10197920194974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672351920931535,0,0,0,0.0976055595912691,0,0.0989615715205692,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.124698048981764,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316370789106775,0,0,0.56053799000795,0,0,0,0,0,0.0174246213492306,0,0.096226972295318,0,0,0,0,-0.0685650225473828,0,0,0,0,0,0,0.035195475351443,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.062021433462813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24926476127318,0,0,0,0,0.00348087268308816,0,0,0,0,0,0,0.0821097188091121,0,0,0,0,0,0.173282400287111,0.104046218992233,0,0,0,0,0,0,0.0258520296770622,0,0,0,0
