,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.368640728507259,0,0.297498643940447,0.00313742001862643,0,0.172798926377718,0,0.128373063658739,0,0,-2.77555756156289e-17,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.107703942661082,0,0,0,0,0,0,0,0,0,0,0,0.104500640687797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212758998955231,0,0,0,0
X601939.CH.EQUITY,0.369702024715674,0,0,0,0,0,0,0,0,0,0,0.0757571050282614,0.307441414815012,0,0,0,0,0.102145217913819,0.0709087798253998,0,0,0,0,0,0,0,-0.106724728847423,-0.0122642118783733,0,0,0,0,0,0,0,0,0.013091491422568,0,0,0,0,0,0,0,0,0,0.0298785866448009,0,0,0.0326351356434243,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421466518731653,0.0478393119006443,0,0,0.332318884882342,0,0,0,0,0,0.107120130752642,0.0107740093762248,0,0,0,0,0.035325406905347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.264734719646175,0,0,0,0,0,0,0,0,0,0.0198475789769166,0,0,0,0,0.165365813316015,0.17091685508129,0,0,0,0,0,0,0,0,0,0,0.0668635353287135,0,0,0.0240546581722815,0,0,0,0,0,0,0,0,0,0.180967649057979,0,0,0.0979739121760677,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710694379837742,0,0,0.0236136279545672,0,0,0,0,0,0,0,0,0.571618075927194,0.183447436349465,0,0,0,0,0,0,0,0,0,0.00183524876657312,0,0,0,0,0,0,0,0,0,0,0,0,0.403946805784499,0,-0.0634503912296953,-0.0661004093562153
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.135290265227586,0,0,0,0.502857252009464,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.112105477884534,0.11988454449174,0,0,0,0,0,0,0,0,0.10535273206999,0.135163919540469,0,0.149377700404073,0,0.0562261978949133,0,0,0,0,0,0,0,0,-0.0562748449954623,0,0.0454106783913208,0.0341110606835746
X1299.HK.EQUITY,0.0280634912190084,0,0,0,0,0.0399520008721622,0.070762339785768,0,0.0709237437520552,0,0,0,0,0,0,0,0.347540767496845,0,0,0,0.22281378494306,0,0.193680658281066,0,0,0,0,0.0911756187729437,0,0,0.140283952561636,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0
X601628.CH.EQUITY,0.132362513044049,0.0404334054540753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39807920357083,0,0.0522686852503551,0,0,0,0,0,0,0.136813870587358,0,0,0,0,0,0,0,0,0.0272767826469464,0,0,0,0,0,0,0,0,0,0,0.0361240317564068,0,0
X601658.CH.Equity,0,0,0,-0.138792543498268,0,0,-0.240409672563883,0,0,0,0,0,0,0.00171241141226748,0,0,-0.0454362326289773,0,0,0,0,0,0,0,0,0,0,0,0,0.412689864521196,0,0,0,0,0,0,0,0,-0.391342992196222,0.624951065380746,0.033692012262616,-0.163302438577727,0,0,0,0,0.68536453485547,0,0,0,0,0,-0.0791480249020573
X601328.CH.EQUITY,0.158678874417144,0,0,0.251345600777786,0,-0.0324125783855097,0,0,0,-0.015197752163339,0,0,0.266161728555881,0,0,0,0.0377621909991917,0,0,0.0371631682438672,0,0,0,0,0,0,-0.0194497412144603,0,0,0,0,0,0.157995935882411,0,0.0742195361025238,0,0,0,6.93889390390723e-18,0,0,0.0430017990776953,0,0,0,0,0,0,0,0.0941800367372617,0,0.0286534817989634,-0.0221643631086342
X601166.CH.EQUITY,0,0,0,0,0,0,0.141028444807822,0,0,0,0,0,0.0549140291151871,0,-0.0570811685753668,0,0,0,0.117544116105681,0,0.0944239050666513,0,0,0,0,0,0,0,0.308691917088881,0,0,0,0,0,0,0,0,0.0413254605318415,0,0,0,0,0,0,0.133623151627971,0,0.154981472580683,0,0,0,0.00372483936836384,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.235684149774299,0,0,0,0,0.092535065642057,0,0,0,0.237134428625326,0,0,0,0,0,0.0402779887671509,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.008412323639018,0,0.271640579404951,0,0,0,0,0.0252135323945525,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118614510773379,0,0.0427489456596526,0,0,0,0,0.0944912572601945,0,0.535474466806157,0,0,0,0,0,0,0,0,0.244401082344029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124514355241797,0.322424976006035,0,0,0.0081642196675893,0,0,0,0,0.00379345715909428,0,0.249509656353006,0,0,0.111692508301136,0,0.071372749727947,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0536625217976896,0,0,0,0.0906313706420425,-0.0226121156320006,0,0,0,0,0,0,0,0,0,0.0311407686882666,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.0158425456720654,0,0.295670501072771,0.584039818369637,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0145172466676766,0
X388.HK.EQUITY,0,0,0.237055110776215,0,0,0,0,0.438341410629507,0,0,0.00502145402456981,0,0,0,0,0,0,0,0.0389486147372019,0,0,0,0,0,0.0125817495479875,0,0.0613282228282693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158430097616579,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.166015633199613,0,0,0,0,0,0,0,0.0402184002715597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243825410214631,0.286819882235075,0,0.127734055397137,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222431851827378,0.12737172392099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107209529372561,0,0,0,0,0,0.121488630632289,0,0.149627059459139,0.0564569179274262,0,0.0580661989525414,0,1.73472347597681e-18,0,0.108982651507873,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.179755447910611,0,0,0.208968205484512,0,0,0,0,0,0.230273156900645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549885882461309,0,0,0,0,0,0,0,0,0,0,0,0.33412069550956,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.242764685525021,0,0.125501254334279,0,0.175456680656709,0,0,0,0,0,0,0,0,0,0,0,0,-0.104143322733065,0,0,0.741856417569278,0,0,0,0.0915780139247356,0,0,0,0,-0.167971153793553,0,0,0,0,0,0,-0.0502498800558216,0,0,0,0.0560300862079986,-0.196169376377426,0,0,0.155645941691067,0,0.134998304656292,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065049198398346,0,0,-0.10777317515112,0,0,0,0,0,0.448468407490074,0,0,0,0,0,0,0,0.0811554888121429,0,0,0,0,0,0,0,0.29648537718175,0,0.13713686079146,0,0.0531297641320982,0,0.073484151470281,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0436546931817061,0.0336149299177494,0,0,0,0,0.0642193168688358,0,0,0,0,0,0.113300222895428,0,0,0,0,0,0,0,0.204607747566769,0,0,0.431659753286368,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.185789009720087,0,0.224238912584409,0,0.01872183186678,0.0169178910306974,0.0298906791838097,0.0521391158141015,0,0,0,0,0,0,0,0,0,0.00280904365000277,0,0,0,0,0,0,0,0,0,0,0,0.109996496424303,0,0,0,0,0,0,0,0,0,0,0.00601035272878047,0,0,0,0.354341060247389,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.0888259742646449,0,0,0,0,0,0,0.0535912739740862,0,0.230278123116307,0.0455989163678828,0,0,0,0,0.0980463340966116,0.18333033809318,0,0,0.0559825028206127,0.0169037078208958,0.0901532268451948,0,0.000545971921396098,0.0532344757727353,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0868138460562839,0,0,0,0,0,0,0,0.00777955451452651,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.117241190712398,0,0.0676104193660616,0,-0.055617466237699,0,0,0,0,0,0,0.0660752450126389,0,0,0,0.370396095330327,0,0,0,0,0,-0.0159563132777311,0,0,0,0,0,0,0.10022531102702,-0.00474297447572257,0,0,0,0.390193839587057,0,0,0,0,0,0,0,0.0252999872301688,0,0,0,0,0,-0.0262323551378319
