,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.146075354868773,0,0.0862131756599081,0,0,0,-0.0502497489217358,0,0,0,0.41334452539776,0,0,0,-0.0993136992193075,0,0,0,0,0,0,0,0,0,0,0,0,0.124235501408538,0,0,0,0,0,0,0,0,0.169152880668688,0,0,0,0,0.121596427095261,0,0,0,0.0239746337537603,-0.0454016042040699,0,0,0,0,0.0456908109736898
X601318.CH.EQUITY,0,0,0,0,0,0.132559394196043,0,0,0.125691998003682,0,0.0901353916578434,0,0.0570545046007138,-0.110114914403577,0.102213513983089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960964888726192,0,0,0,-0.204880250296071,0.169219545198023,0,0.137481731940965,0.12161564919861,0,0,0,0,0,0.280053200126532,0,0,0
X601939.CH.EQUITY,0.320223907325106,-0.00991296771294983,0,0.205346718768254,0,0.190072563810017,0,0,0,0,0,0,0,0,0.157938798283483,0.0415039532267128,0,0,0,0,0,0,0,0,0.050426623097108,-0.101609470418467,0,0,0,0,0,-0.0376830721355698,0,0,0,0,0,-0.0779661551637246,0,0.322140299987781,0,0,0,0.00733958924706272,0,0,0,0,0,0.0272319158090936,0,0,0
X601288.CH.EQUITY,0.425053670368824,0,0.140982754347834,0,1.73472347597681e-18,0.186215465484754,0,0,0.0410573949641858,0,0,0,0,0,0,-0.0883184959866941,0.0469693537541774,0,0,0,0,0,-0.0320675503302411,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.164796585819452,0,0,0,0,0,0,0,0,0.204637855549493,0,0,0,0
X5.HK.EQUITY,0,-0.128679520485621,0.0399324741367472,0.296586852681315,0,0,0,-0.253738276167922,0,0,0,0,0.164331711823905,0,0,0,3.46944695195361e-18,0,0,0,0.535793735833726,0,0,0,0,0.281598690691662,0,-0.0241891039917369,0,0,0,0,0,0.024594594050782,0,0,0,0,0,0,0,0,0,0,0,0,0.210462520414418,0,-0.0792446129638724,0,0,0,0
X601988.CH.EQUITY,0.215785041135841,0.00781056391905414,0.246807617253627,0.0354666836393386,0,0,0,0,0.0793408655137371,0,0.0726034936858106,0,0,-0.267223406385703,0,0,0,0,0,0,0,0,0.0572517889791729,0,0.190519228903003,0,0,0.157305256373326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131248953811157,0,0,0,0,0,0,0,0,0.0852518667584158
X600036.CH.EQUITY,0,0,0,0,0.111925715016744,-0.0523252836618022,0,0.261126783887161,0,-0.0419700184707957,0.0109499332887092,0,0.345867107773043,0,0.246081096823994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772997678550125,0,0,0,0.0846552649823962,0,0,0.140495156868081,0,0,0.0388480905938397,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0744655292140441,0,0,0,0.233788980472989,0,0,0,-0.162899720489768,0,0,0,0,0,0.443631901889535,0,0.0829677793223776,0,0,0,0,0.239578576104383,0,0.0562103712938902,-0.114255300843615,0,0,0,0,0,0,0,0,0,0,0.0414426287061139,0,0,0,-0.0197848307914982,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.202034809095176,0.317924561860987,0,0,0.0120048527281657,0.0361485492814452,0,0,0,0.0375583234848017,0,0,0,0,0,0,0,0,0.0705559829165561,0,-0.12105958465009,0,0,0,0,0,0,0.0209955472127323,0,0,0,0,0,0,0,0,0,-0.167915481388541,0,0,0,0.0752769581884937,0.151046558601557,0,0,0,0.104632767708278,0,0,-0.107428980363349,0,0,0.104877872843248
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437675752171384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
