,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.244218252759921,0,0.133783533839943,0,0.0384445403535091,0,0,0.250284430080061,0.0714564345369321,0,0.107485788320391,0,0,0,0,0,0,0.0598139546252987,0,0,-0.0873073489540495,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0590437518546017,0,0,0,0,0,0,0,0,0,0.0518172369201576,0.0131513392793071,0,0,0,0,0,0
X601939.CH.EQUITY,0.462065233730084,0,0,0.0176204854535372,0.000413205375601656,0,-0.031110743767874,0,0,0,0.192532717832798,0,0,0.226276697080867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857463416158542,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0,0,0,0
X601288.CH.EQUITY,0.372475650868232,-1.73472347597681e-18,0,0,0.371576011501672,0,0,0,0,0,0.0702735482475919,0,0,0,0.0714199981572363,0,0,0,0.060941535312751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174573457339137,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0525024524448631,0,0.318606322414448,0,0,0,0,0,0,0.181465297237058,0,0.0822013051789891,0,0,0,0,0,0.199328066009049,0,0,0,0,0,0,0.0400595124667082,0,-0.00842049222107407,0,0,0.0784607639983337,0,0,1.38777878078145e-17,0,0,0,0,0,0.0645679685181789,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0197123896844201,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0305354422575948,0,0.178069640111715,0.0698369654199478,0,0,0.0921033479125096,0,0,0,0,0,0,0.130827959516993,0,0,0,0,0.237364265809537,0,0,0,0,0,0,0,0,0,0.0228309918400387,0,0,2.77555756156289e-17,0.208604917811927,0,0,0,0,0
X5.HK.EQUITY,0,-0.190143850476053,0,-0.0923329875637224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22389458972121,0,-0.794753609691665,0,0,0,0.486606479600055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413210977741905,0,0,0,0,0,0,0,0,0,-0.10444512556322,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.109519495559187,0,0,0,0,0,0,0,0,0.229454342362145,0,0.121077035644323,0,0.196902180332468,0,0,0,0.0816858011061058,0,0,0,0,0,0,0.0161813096345681,0,0,0,0,0,0,0,0,0,0,0.0460663309996185,0,0,0,0.0522849209618046,0,0
X601658.CH.Equity,0,0,-0.204300745478613,0.303526656031865,0,0,0,0.116326884724182,0.0410264279957622,0,0,0,0,0,-0.234336751083113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704653862338527,0,0,0,0,0,0,0,0.00479582337941328,0,0,0,0,-0.100644959184578,0,0,0,0.620956620657882,0.0463730035274563,0,0,-0.109169404056589,0,0,0
