,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.12327467879272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165843131454514,0,0,0.445103758933637,0.523208539794166,0,0,-0.227836517101895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727243099472701,0,0,0,0,0,0,0,0,-0.0644396713515543
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0689203130991118,0,0,0.0656894582919049,0,0,0,0.183374956472643,0,0.161327380173771,0.256546552369811,0,0,0,0,0,0,0.00977910064911064,0,0,0,0.127719284040989,0,0,0,0,0.0583653817836724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723751435475241
X601939.CH.EQUITY,0,0.0253071038682062,0,0.763943077661442,0,0,0,0,0,0.00734965127675522,0.106617848777387,0,0,0,0,0,0.0889909772188986,4.33680868994202e-19,0,0,0,0,0.00514617812304707,0,0,0,0,0.0122907276126472,0.0672986736468106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.98606748288079,0,-0.00752008368090419,0,0,-0.0602194087438264,0,0.0229718064479418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501793485144626,0,0,0,0,0,0,0,0,0,0.0174629020211137,0,-0.0411419544225488,0,0,0,0,0.0664850344590305,0,0,0,0,-0.112797839464838,0,-0.0120151460861837
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0709178297986067,0.265501935732238,0,0.209230309774265,0.0619934275091835,0,0,0,0,0,0.295903650445332,0,0,0,0,0,0,0,0,0.0143465671509844,-0.0830878806124268,0,0,0,0,0,0,0,0.265928921673254,0,0,0,0,0,0,0,0,0.134878632171547,0,0,0,0,0,0.069977275362629,0.0424516468829214
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626991308988903,0,0.0132861192595131,0,0,-0.0572202055870764,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730912081352083,0,0,0,0,0,-0.0256552310523589,0,0,0,0,0,0,0,0,0,0,0.000471176595616205,-0.134226522922773,0,0.999769755907166,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0759258410478259,0,0,0,0,0,0,0,0,0,0,0,0.296693413057157,0,0,0,0.0312396516987523,0,0,0,0,0,0,0,0.149614287618857,0,0,0,0.152087677525693,0,0,0,0,0.0963084695354732,0,0,0,0,0,0,0.108907191114918,0,-0.0586998106521927,0.0253541826026224
X5.HK.EQUITY,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0489631317664534,0,0.0353321644708065,0,0,0,0.166761191810511,0.331255083462386,-0.0767414877106766,0,0,0,0,0,0,0,0,0,0,0,0.0191696432058768,0,0,0,0,0.213573150883335,0,0,0,0,0,-0.299857262386691,0.258665115170979,0.0398474518749769,-0.0343293457686167
X388.HK.EQUITY,0,0,0,0,0.214143132723304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121949960394045,0.253771037815117,0,0,0,0,0,0.128084886821538,-0.0141930074859041,0,0,0,0,0.126728877051057,0,0,0,0,0,0,-0.00428115485219115,0,0,0,0,0,0,-0.183517125008966,0,0,0,0,0.288887229661789
X601658.CH.Equity,0,0.0320272516348473,0.329287977709262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183047413479675,0.028778737589955,0.159508367310798,0,0,0,0,0,0,0,0.0941161733315769,0,0.00463836366961565,0,0,0,0,0,0.0138367518684092,0,0.0333032269615687,0.0346919201798994,-0.0880236085637434,0,0,0.0875032601162959,0,0,0.0584911203659823,0.0392410576992223,0,0.0544892351248179,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.00786012569812897,0,0,0,-0.0303625833425096,0.0866060603814039,0,0,0.324581417976441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0711232153320294,0,0,0,0,0,0,0.227904986655742,0,0.0495966556444202,-0.0362551373227649,0.0804636430910404,0,0,0,0,0,0.23938787156613,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.023432721378189,0,0.60233568032986,0,0,0.0460124013318079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.13280972336049,0,0,0,0.0154095523143226,0,0,0,0,0,0,0,-0.0193105286935109,0
X601166.CH.EQUITY,0,0,0.0203874083568499,0,0,0,0.332969823463248,0,0,0,0,0,0,0,0,0,0.14444614191214,0.0183593891837468,0.0827890503413641,0,0,0,0.0618888300182834,0.111108885492408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692225657538341,0,0.210030943979407,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.184861630525796,-0.190031404485261,0,3.46944695195361e-18,0,0.247427383734255,0.0126717086566975,0,0,0.338794021001987,0.146359779340181,0,0,0,0,0,0,-3.46944695195361e-18,2.36779727357252e-05,0,0,-0.17200297894621,0,0,0,0,0,0,0,0.0203166768249469,0,0,0.0483760485264267,0,0,0,0,0,0,0,0,0,0.0373454200731434,0,0,0,0,0,0,0.0532058623852872
X601328.CH.EQUITY,0,0,0,0.255265509624883,0,0,0,0,0,0,0,0.0484111056398039,0,0,0,0,0,0.0666453979072911,0,0,0,0,0.350008914339599,1.0842021724855e-19,0,-0.00270338788604779,0,-0.0602999465881778,0,0,0,0,0,0,0,0,0,0,0,0.115660142461964,0,0,0,0,0.111982843373112,0,0,0,0.0057370319513814,0,0,0,0
