,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.531995958902315,0.0542663076531795,0.0478714255848024,0.0366689883624639,0.0781950305494183,0,0,0,0,0,0,0.0372101994190405,0,0,0,0.000974648644161254,0.0719321471928077,0,0,0,0,0,0.0648860639339705,0,0,0,0,0,0,0,0,0,0,0,0,0.00168435646992912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.0836612871915759,0,0,0.0600035450242928,0,0,0,0,0,0,0,0.229952850821648,0,0,0,0,0,0,0.0930813286257414,0,0.030632861821287,0,0,0,0,0,0,0,0,0,0.156517322861871,0,0,0.281909577842062,0,0,0,0.0125716770105174,0,0.0149652630242335,0,0,0,0,0,0
X601939.CH.EQUITY,0.467781961445545,0,0,0.183803510042822,0,0.110189124901799,0,0,0,0.0170215339102384,0.133471135059534,0,0,0,0,0,0,0,0,0,0,0,0.000804127304367365,0,0,0,0.00119554166251389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442007276327252,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.430415915205784,0,0.0774006346796188,0,0,0.0133109132084262,0,-0.0209858366177741,0,0.0778842640947225,0,0,0,0,0,0,0,0.201497770569142,0,0,0.151340248734748,0,0,0,0,0.0324074566501652,0,0,0.0896238860043808,0.0678312223970287,0,0,0,0,0,0,0,0,-0.0876708782921345,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.256656102243266,0,0,0,0,0,0,0,0,0,0,0.538873392926093,-0.114538124763377,0,0,0,0,0.205010997679329,-0.124195935166364,0,0.324441471768215,0,0,0,0.0533133108437403,0,0,0,0,0,0,0.0239489841190387,0,0,0,0,0,0,0,0,-0.615903749380387,0,-0.0128716411087269,0,0,-0.184693306424672,0
X601988.CH.EQUITY,0.0935185450145848,0,0.167450213404728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581238304832617,0,0,0,0.343197169929695,0,0.0785602932124005,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0147780183234697,0,0,0,0,0,0.219450128190041,0,0,0,0,0,0,0,0.0510681783524099,0,0
X600036.CH.EQUITY,0.0288115713072523,0.118132670471373,0,0,0,0,0,0,0.0518508498059535,0,0.117076291728956,0,0.213216398027175,0,0,0,-0.0516916433295886,0,0.0683592290870333,0,0,0,0,0,0.334207566168366,0,0,0,0,0.114881433072187,0,0,0,0,-0.0459920456479238,0,0,0,0,0,0,0,0,0.0133015082103815,0,0,0,0,-0.0439004122430591,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0353996507462443,0,0,-0.0547463836086674,0,0,0,0.12912557221458,0,0,0,0,-0.0322926017784008,0,0,0,0.256354658987382,0,0,0.0851055753886731,0,0,0,0,0,0,0.00923065247433036,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0298422596397068,0,0,0,0.284414714113171,0,0,0,0.126895743049778
X601628.CH.EQUITY,0,0.0306293950831595,0,0,0,0,0,0,0,0,0.0545423033117295,0,0.0875455671940799,0,0,0.0115711494806827,0,0,0,0,0,0,0,0,0.0454705182550137,0,0.106872814328143,0,0,0,0,0.237588972735565,0,0,0,0,0,0,0,0,0.0801996333940202,0.195093249668405,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0679081775355291,0,0,0,0,0.0898752048411925,0.00892528720814068,0,0,0,0,0.092872592652622,0,0,0.0124079111691342,0,0,0,0,0.167113115410252,0.0251913098880257,0,0,0,0,0,0,0,0,0.0688512293911994,0,0,0,0,0,0.000478295687722958,0,0,0.190276986110569,0.238196881128013,0,0,0,0,0,0,0,0,0,0,0
