,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.145885207030316,0,0.0819437674387044,0,0,0,0,0,0,0.359919734278473,0.0939631190186598,0,0,1.73472347597681e-18,-0.131290538970658,0,0,0,0,0,0,0,0,0,0,0,0.078907308868631,0,0,0,0.21329637561993,0,0,0,0,0,0,0,0,0,0,0.0829735670310711,0,0,0.0571366586753232,0,0,0,0,0,0.0448299825242388
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.156262020095209,0.0975772096504323,0,0.0247804218301554,-0.168113928022933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176478012629079,0,0,0,0,0,-0.17911555635484,0,0.36311503305235,0.15946798426394,0.0518940510226626,0,0,0,0,0.172233729028211,0,0,0,0
X601939.CH.EQUITY,0.480879421269031,0,0,0,0,0.177275861106153,0,0,0,0,0,0,0,0.0587699673057343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372926622020872,-0.118424013371007,0,0.049124676595007,0,0,0,-0.0461005399071429,0,0,0,0,0,0
X601288.CH.EQUITY,0.547392905800607,0.0312172363334284,0.156338547623253,0,0.0649500441611249,0.149646459869167,0,0,0.0270736080849049,0,0,0,0,-0.156184442976354,0,0,0,0,0,0,0,-0.0436934190876079,0,0,0,0,0.00626089936038665,0,0,0,0,0,0,0.133664802543163,0,0,0,0,0.0269962277157396,0,0,0,0,0,0,0,0,0,0.25778230051683,0,0,-4.33680868994202e-19
X5.HK.EQUITY,0,-0.0721260241516672,0.132403234274303,0.0583505243450156,0,0.10501118023251,0,-0.149495618757763,0,0,0,0.285768528918204,0,0,0,0,0,0,0.681582032706747,0,0,0,0,0.0413799505774397,0,0,-0.14646445583483,0,0,0,0,0,0,0,0.00481396143926521,0,0,0,0,0.034288966247325,0,0,0,0,0,0.0885390258316296,0,0,0,0,0,0
X601988.CH.EQUITY,0.196432871852521,-3.46944695195361e-18,0.0854077464524987,0.0214674510874934,0,0,0,0,0.0312463249705099,0.0771470288729625,0,0,-0.328867390421783,0,0,0,0,0,0,0,0.510516255851312,0.0688177745153493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115987374524895,0,0,0,0,0,0,0,0,0,0.0301277482786659
X600036.CH.EQUITY,0,0.00707309275454127,0,0,0,0,0,0.111980981439177,0,2.16840434497101e-19,0,0,0,0.273353076231392,0,0.174122244673058,0,0,0.0869918003584633,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.123239273402552,-0.00200187834535142,0,0,0,0,0,0,0,0,0.0983880294630518,0,0,0,0.128117088184988,0,0,0.0196202969181157,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0162451972679782,0.0159289742812461,0,0,0.20719338209707,0,0,0,-0.150417421347495,0,0,0.312518676507388,0,0.259211576291019,0,0,0.0507517784494624,0,0,0,0,0.1188926384507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316434265170754,0,0.126218294451788,0,0,-0.0236776302918417,0,0,0
X601628.CH.EQUITY,0.310880648543561,0.288214801651253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603009781794667,0,0,0,1.73472347597681e-18,0,0,0,0,0.0462681584730067,-6.7762635780344e-21,0,0,0,-0.0827580952117111,0,0.11308207702113,0,0,0,0,0,0,0,0,0,0,0,0.0681361218636269,0,-0.205699346788111,0,0.00107957178475152,0,0.215899012887894
X601166.CH.EQUITY,0.000757352724260087,0,0,0,0,0,0.543937181733594,0,0,0,0,0,0,0,0,0.10181669792918,0,0,0,0.11802055265318,0,0,0.0404123726093434,0,0,0,0,0.0364756518414564,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.163514446034268,0,0,0,0,0,0,0,0
