,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.197553375142118,0,0.0211288422225631,0,0,0,0,0,0,0.344049670305013,0.166345805323032,0,0,2.16840434497101e-19,-0.129250550602942,0,0,0,0,0,0,0,0,0,0,0,0.00940438902551066,0.0274630487644648,0,0,0,0.221506496453846,0,0,0,0,0,0.0466185919292881,0,0,0.0834424240155119,0,0,0,0.0237900403706715,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0929878048352413,0,0,0.271267782779253,0,0,0.321186259974579,0,0,0,0.106174689547831,0,0,-0.0326887930229078,0,-0.0631071679961763,0,0.0482388512273397,0,0,0,0,0,0,0,0,0,0,0.110173185191321,0,0,0,0,-0.276574730727242,0,0.138213812297011,0.00940577490848778,0.127032493972942,0,0,0,0,0.0328523980084982,0,0,0,0
X601939.CH.EQUITY,0.485919307617889,0,0,0,0,0.180745223853618,0,0,0,0,0,0,0,0.0693231230894672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368025414625752,-0.110980605099541,0,0,0.0439862560859334,0,0,-0.0473961202517666,0,0,0,0,0,0
X601288.CH.EQUITY,0.534470946340491,0.0847459927858128,0.184507402196762,0,0.119345297484015,0.00451402401809556,0,0,0,0,0,0,0,0,0,-0.0591157311391592,0,0,0,0,0,0,-0.0823689856137075,0,0,0,0.0414499743547939,0,0,0,0,0.0800231211803481,0,0,0,0.0143080418724832,0,0.0855253027534893,0.176099184528496,0,0,0,0,0,0,0,0,0,0,-0.0195125971048774,0,-0.0284391806202144
X5.HK.EQUITY,0.0542486656650417,-0.0328916628534822,0.0443158878959874,0,0,0.132750699988803,0,0,0,0,0.167985502933935,0,0,0,0,0,0,0.534328229499027,0,0,0,0,0,0,0,0,-0.253319022034063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155887478653539,0,0,0,0,0,0
X601988.CH.EQUITY,0.129602116635145,0,0.185355466329232,0.0813478137932044,0,0,0,0,0.0954791664788496,0.0912591481008203,0.138573382485431,0,-0.281179282462353,0,0,0,0,0,-0.0306942381160954,0,0,0.224174651926031,0,0,0,0,0.168114576744976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.273182837055047,0,0,0,0,0,0,0,0,0,0.0873570354404138,0,0.174245624340209,0,0.103592773134579,0,0,0.0056441280019499,0,0,0,0,0.0816831798859355,0,0,0,0,0,0,0,0,0,0.161227303571681,0,0,0,0,0,0.0903944483867983,0.0010016230103314,0,0,0,0,0,0.0663973230741196,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0294989912314636,0.125585693771645,0,0,-3.46944695195361e-18,0,-0.00879065278232621,0,-0.0131895699112728,1.38777878078145e-17,0,0.139133157449951,0.234363310451187,0,0,0,0,0.177161815228468,6.93889390390723e-18,0,0,0.222971013978563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165980949359421,0,0,0
X601628.CH.EQUITY,0.237381692695802,0.289628369543644,0,0.0140292451593782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421498768448692,0,0,0,0,0,0,0,0.0608878774802487,0,0,0,0,0.0892224941602484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390309550532305,0,-0.177265056763073,0,0,0,0.214323699552833
X601166.CH.EQUITY,0.200706490933999,0,0,0,0,0.0257022278158418,0.345218519834296,0,0,0,0,0,0,0.023785439709093,0,0.510097988635009,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0335936915149792,0.0524036635453761,0,0,0,0.00933357603583469,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
