,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.315463243469147,0,0,0.0835783500973206,0,0,0,0,0,0,0,0,0.0291222796780062,0,0,0,0,-0.0824076353318337,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0238061403426378,0,0,0,0.16300766454625,0,0,0,0.00342897486358002,0,0,0,0,0,0,0,0,0,0.259435815823676,0,-0.0568447699490014,0,0
X601318.CH.EQUITY,0,0,0,0,0.0166097060408146,0,0,0,0.150790907456245,0,0.0571673364697654,0,0.0831726833941055,0,0,0,0,0,0.223412322951159,0.180487916173651,0,0,0,0,0,0,0,0,0,0,0,0.0896087989828222,0,0,0.0344514017452107,0,0,0.0495399525480625,0,0,0,0,0,0,0.00883358626559772,0,0,0,0,0,0,0,0.0728645332615611
X601939.CH.EQUITY,0,0,0,0.286877256945712,0,-0.0573425276211917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333314552238883,0.748400403894701,0.0152907519070446,-0.258830050201998,-0.137286020714466,0,1.38777878078145e-17,0,0,0,0,0.0629534935311376,0,0,0,-2.77555756156289e-17,0,0,0,0,-0.126701025116034,0,0,0,0,0,0,0,0,0,0,-0.0887524540495577,0
X601288.CH.EQUITY,0.221903832372778,0,0.032568143755876,0,0.0550876270390982,0,0.322490017912829,-0.100418063211184,0,0,0.0585293080378518,0,0,0,0,0.0688537001051378,0,0.0025673398152726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156279115406318,0,0,0,0,0,0,-0.11267570175412,0
X601628.CH.EQUITY,0,0,0,0.0698636708854593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2286975028676,0,0,0,0,0,0.0981371485602504,-0.150938379006533,0,0,0,0.109488846507768,0,0,0,0.512952403240148,0,0.135768017742101,0,0,0,-0.00209188258113961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522670289074897
X600036.CH.EQUITY,0,0.201917005207757,0,0,0.0922198465261425,0,0.0801200848921814,0,0,0,0,0,0.213637698936706,0,0,0,0,0,0,0,0,0,0,0,0,0.317580041153622,0,0,0,0,0.13899045592549,0,0,0,0,0,0,0,0.0474484941865504,0,0,0,0,0,0,0,0.0307730169229143,-0.0636932837349248,0,0,0,0,0.0111000315838084
X601988.CH.EQUITY,0,0.0331820426524106,0,0,0,0.329594704422302,0,0,0,0,0,0,0,0,0,0.470346504198979,0,0,0,0,0.0373059705102512,0,0,0,0,0,0,0,0,0,0.0117050376653309,0.14062486931319,-0.0766695527844378,0,0,0,0,0,0,0,0,-0.0184800830593916,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.354291936847267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403014394252704,0,0,0,0,0,0,0,0,0,0.0937875320488821,0,0,0.156370461988695,0,0.0916684559831316,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358939178009824,0,0,0,0,0,0,0,0,0,0.57486788149829,0,0.076124699109473,0,0.0853202543790216,0,0.0855248226724117,0,0,0,0,0,0,0,0,0,0.230090289312705,0.0692726415110753,-0.0811212082452472,0,0,0,0.178118825316236,0.180327216304936,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.165319241967685,0,0,0,0,0,0,0,0,-0.0118084034854378,0,0,0,0,0,0,0.155386015485026,0,-0.0835010028080234,0,0,0,0,0.13098139868161,0,0.132709614681672,0,0,0,0,0.220470795315332,0,0,0,0,0,-0.305991482952593,-0.0367232516505526,0,0.0915168468600049,0.0719765208430291,0,0.548578520586317,0.181657101690047,0,0
X601658.CH.Equity,0.0233141633306592,0.22517421769815,0,0,0,0,0.128447166195405,0.0666715569839301,0,-0.0266010969118592,0,0,0.223563301391567,0,0,0.129884784004626,0,0,0,0,0,0.0407499774904341,0,0,0,0,0,0.0325281302925805,0,0,0,0,0,0,0,0,0,0,0.0429112824324586,0,0,-0.103591532524408,0,0.0668649199447229,0,0,0,0.0552625546087007,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0217384120545283,0,0,0,0,0,0,0,0,0,0.0281514986253115,0,0.00656335134736523,0,0,0.0561289484169388,0,0,0,0,0,0.0726064245024111,0,0,0,0.0585316271527934,0,0.324545880194956,0,0,0.0141897326155028,0,0,0,0,0,0,0,0,0,0,0.256775779955746,0,0.16933388634229,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.0358215844534844,0,0,0.528778182203564,0,0,0,0.00017110321173109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850051046238013,0.272429102009766,0.0568008383587636,0.0125212318910581,0,0,0,-0.258446313425111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142987010923411
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546963104503431,0,0,0.177190878639027,-0.11421980375575,0,0,0.123284311138254,0,0,0,0,0,0,0,0,0,0,0,0.0711907159021185,0.0699141882892504,-0.0257995739109252,0.0457537331118871,0,0,0,-0.0222775708713197,0,0.00438354031451432,0,0,0,0,0.0499502799792905,0,0,0
X000002.CH.EQUITY,0,0,0,0,-0.250805045529779,0,0,0,0.341686454984768,0,0,0.127640828652287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512842012604946,0,0,0,0,-0.0418213174716912,0,0,0,0.29994617886936,-0.0870665903658522,0,0,0,0,0,0,0,0,0,0,0.101461378562607
X601328.CH.EQUITY,0,0.0737734118066139,0,-4.33680868994202e-19,0,0,0.0759798976308264,0,0,0,0,0,0,0,0,0,0,0.021113184612098,0.33725745987448,0,0,0,0.057424976850174,0,0,0,0,0,0.204030600651908,0,0,0,0,0,0,0,0.0333248727458559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0227253918386797,0,0,0.0242255044078338,0,0,0,0,0,0.0125637308630863,0,0.640742549233548,0.0826730758943834,-0.0244790909314926,0,0,0,-0.148114088790542,0,0,0,0,0,0,0,0.0335463848514202,0,0,0,0,0,0.0441446677477623,0,0,0,0,0.150929920536228,0,0,0,0,0,0,0,0,-0.0363480548214375,0,0,0,0,4.33680868994202e-19
X601601.CH.EQUITY,0,0.320890652108563,0,0.123626027135579,0.185282263056816,0,0,-0.00978819521528156,0,-0.0750435153483418,0,0.134873381668187,0.0780084236482094,0,0.0953441500150373,0,0,0,0,0.287508144369868,0,0,0,0,0,0.00896745518181261,0,0,0,6.93889390390723e-18,0,-0.130996709551546,0,0,0,0,0,0,0,0,-0.0102153271292612,0,0,0,0.0139768668262321,0,0,0,0,0,-0.00811207111754682,0,0.0841715032402563
X600000.CH.EQUITY,0,0.126670511716077,0,0,0,0.0261375443499675,0,0,0,0,0,0.0161234894281979,0,0,0,0.395989260155105,0,0,0,0,0,0,0,0,0,0,0,0,0.0195727228472601,0.0566638312653835,0,0,0,0,0,0,0,0.0154053017839185,0,0,0,0,0.0317172720360538,0.033870761260416,0,0.0471642952487727,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.281866668885645,0,0,0.0129463645572183,0,0.00896003042332751,0,0,0,0,0,0,0,0,0,-0.0180744276639277,0.223228746683723,0.161604525583427,-0.0355326123848957,-0.0121479711715538,0,0,0.226203397750692,0,0,0,0,0,0,0,-0.0530448480722281,0,0,0,0,-0.0435467633561432,0,0,0,0,-0.0425424998653211
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.181223907948048,0,-0.0554529635777498,-0.0680482355906957,0,0,0,0,0,0,0,0,0,0,0,0.0743269437397036,0,0,0,0,0,-0.117484098417131,0,0.309048046042326,0,0,0,0,0,0,0,-0.0316774046890935,0,0,0.169687194077672,0,0,0.052958848959546,0,0.177451171124533,0,0,0,0.302629625217235,-0.0177336958976692,0
X601998.CH.EQUITY,0,0,0.206031091173482,0,0,0,0,0,0,0,0.229919035363363,0,0,0,0,0.344009172570486,0.159167705667309,0,0.19492332635754,0,0,0,0,-0.0330336152466462,0,0,0,0,0,0,0,0.0302235545919096,0,0,0,0,0,0,0,0,-0.107931373697516,0.129084982109298,0,0,0,0,0,0,0,0,-0.00922769530916749,0,0.0658936506500384
X600016.CH.EQUITY,0,0,0,0,0.0864055082477554,0,0,0,0,0,0,0,0,0,0,0.171639984713125,0,0,0,0,0.137085860706665,0.0445442937016765,0,0,-0.117532617615528,0,0,0.0703998486074238,0.196747522097866,0.0616230367833605,0,0.023948750794672,0,0.604549633648536,0,0,0,0,0,0,0,0,0,0,0.093713802280359,0,0,0,0,-0.35941561839838,0,-0.110934238629101,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0330406669735123,0,0,0,0,0,-0.020079614152827,0,0,0,0,0,0,0,0,-0.0409901939286632,0,0,0,-0.0429570656586554,0,0,0,0.0255603319916282,0.443735934042366,0,1.73472347597681e-18,0,0,0.0353705654908934,0,-0.0282639136554274,0,-0.10487199980921,0,0,0.23579909648854,0,0,0,0.125533836674353,0.0568966431165659,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.542560944947108,0,0,0,0.141676111947714,0,0,0,0,0,0,-0.12443536097474,0,0,0,0,0,0,0.26789254982197,0.0828129826647009,0,0,0.0149278761873086,0,0,0,-0.115262637591122,0,0,0,0,0,0,0,0.0107543794138185,0,0,0.169484579363439,0,0.00426334725957458,0,0,0,0,0
