,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0475450673885461,6.93889390390723e-18,0.127207881377956,0,0,0,0,0,0,0,0.379704872435958,0,0,0,0,0,0,0,0,-0.0592912904573092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14104511949274,0,0,0.14363828551007,0,0,0,0,0,0,0,0,0,0.18669136593573,0.0708881653993781,0,0,0,0.103210257354233
X601318.CH.EQUITY,0,0,-0.110355481761412,0,0,0.0718550246848606,0,0,0.167326077334253,0,0,0,0.112222861569686,-0.0257019963088924,0,0.282695147738135,0,0,0,0,0,0,0.0389622728792622,-0.00591790658440467,0,0,0,0,0,0,-0.189532056397644,0,0,0,0.312177609307096,0,0,0.031874164490874,0,0.233372835062229,-0.187409610516719,0,0.183243964797065,0.133462480866334,0,0,0,0,-0.0810720463541166,0,0,0,0
X601939.CH.EQUITY,0.617446735191624,0,0,0.0278793511268713,0.0341613964028001,0,0,-0.0754615670640636,0,0,0.173228712174502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370771549163206,0,0,0,0,0,0,0,0.274288572262122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.317002285813684,0,0.0721840258719227,0,0,0.343573540325412,0,0,0,0,0.0337690300794861,0,0,0,0,0,0,0.0482566193919437,0,-0.0536896513398966,0.066277031368955,0.0646287997258126,0,0,0,-0.0177095259561097,0,-0.0968057468378856,0,0,0,0,0,0,-0.102550444231006,0,0,0,0,0,0.200177159912326,0,0,0,0,0,0,0.159467771229272,0,0,0,0,-0.0298392610564497
X5.HK.EQUITY,0,-0.0506727109304578,0,0.0419941315187363,0,0.212698412147949,0,-0.16466880958714,0,0,0,0,0.224019338162898,0,0,0,0,0,0,0,0,0.534485299948887,0,0,0,0,0,0,0,0,0.235965531708379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101542701258654,0,0,0,-0.0223788237906792,0
X601988.CH.EQUITY,0.152809026373945,0.0866277770568313,0.362319072184525,0,0,0,0,0,0.163777931086455,0,0,0.0527123956413747,0,-0.13213443486943,0,0,0,0,0,0,0,0.112821546094918,0,0,0,0.002076485219519,0,0,0,0,0,0,0,0,0,0,0,0.0987642920075772,0,0,0,0,0,0.0892494279736658,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0471525487848765,-0.0738190872924992,0,0.291220731803787,0,-0.0541684144836494,0.0373702585043763,0,0.303271296150748,0,0.20080733600862,0,0,0,0,0,0.0519437306675576,0,0,0,0,0,0,0,0,0.0257430917691362,0,0.0088788991334652,0.0261726978483116,0,0.109008350530998,0,0,0,0.0543191417003999,0,0,0.0302828798394152,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0147216614991684,0,0,0,0,0.010707292151771,0,0,0,0.137326690446123,0,0,-0.167548900391169,0,0.0681225397490576,0,0.210270919604371,0,0,0,0.00822416913544746,0,0,0.245287342918341,0.100662347437767,0.0541896890528511,0,0,0,0,0,0.0780406628947201,0.0773539220663492,0,0.0081086668273732,0,0,0,0,0,0,0.0177662041287912,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.145933219257902,0.175147936238119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104525586186979,0,0,0,0,0.258968724072932,0,0.0319346493124208,0,-0.120651910329458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762080731008212,0,0,0,0,0.0305731669873684
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0573166217005135,-0.339846701938447,0,0.216646728351459,0,0,-0.490042223846132,0,0,0,0,0,0.290933422009209,0,0,0,0.337195050433862,0,0,0,0,0.0848275397106735,0,0,0.104875022174339,0.180484220143825,-0.30995288226172,0,0,-0.532873741965165,0,0,0,0,0,0.763296729534103,0.145435906354514,0,0,-0.122371922239857,0,0,0.340778600569213
