,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.679705952815279,0,0,0,0,0,0,0.0457329929483209,0,0,0.104419612933524,0,0,0,0,0.007245630087126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027037550012222,0,0,0,0,0.071030246432338,0,0,0,0,0,0,0,0,0,-0.00406210997109956,0.0167189580318393
X601318.CH.EQUITY,0,0,0.0649219728628454,0.179104681656589,0,0,0,0,0.0714779138309605,0,0,0,0,0,0,0.0488396085348232,0,0.161460088812198,0,0.0139504399413091,0,0,0,0,0,0,0,0,0.0994322237256789,0,0,0,0.0288860463419941,0,0,0,0,0,0,0,0.164300750323451,0,0,0,0.0249059567368857,0.0588633921773584,0.0612819778815801,0,-1.73472347597681e-18,0,0,0
X601939.CH.EQUITY,0.16587507471577,0,0,0.375404085756513,0,0.143184011881349,0,0,0,0,0,0,0,0,0,0,0,0,0.0235569245462811,0,0.0176767633944019,0,0,0,0,0,0.0126668169502235,0,0.146025022924721,0,0,0,0.0675907657197051,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0805236455220985
X601288.CH.EQUITY,0.164835646431644,0,0.0902905274997844,0,0,0,0,0,0,0.155249635340021,0,0,0,0,0,0,0,0.128151993395044,0,0,0,0.0277422424376293,0,0,0.0118196811353167,0.291776445808571,0,0.0427495350476562,0,0.0569962565273072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.202575663857357,0,0,0,0.0413411860224553,0,0.366498310244895,0,0,0,0,0,0,0,0,0.24590430589587,0,0.115678560382585,-0.134657508253057,0,0,0,0,0.36246099564144,0,0,0,0,0.0571371379185649,0,-0.0114272306877709,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.637745479537619,-0.223410987481782,0,0,0,-0.183618841222656,0
X601988.CH.EQUITY,0,0,0.0601239001581995,-1.73472347597681e-18,0.0721327443783568,0,0,0,0.0239975080045645,0,0,0,0.0270446018145203,0,0,0,0,0,0,0,0,0,0.623984691466994,0,0,0,0,0,0,0.0866708211497835,0,0,0,0,0,0,0,0,0,0,0.0460399735177875,0,0,0,0,0,0,0,0.0663082642854834,0.104016924391078,0,0
X600036.CH.EQUITY,0,0.0098157283475608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784532559157282,0,0,0.00547506730612234,0.0704150644207145,0,0,0,0,0,0,0,0,0,0,0,0,0.0148276019797293,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431447389713935,0,0,0,0.26106253482879,0,0,0,0.172322959487305,0,0,0,0.074424787969259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.130730351506467,0,0.0921748890107955,0,0,0,0,0,0,0,0,0,0,0,0.0396371405274852,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.360316827927459,0,0,0.0456160253969148,0,0,0.0801793063501725,0,0.105936613628038,0,0,0,0.0339937780701398,0,0,0
X601328.CH.EQUITY,1.73472347597681e-18,0,0.00356162609992784,0,0,0,0.180011222776064,0,0,0,0.0299437058448133,0,0,0.145965272829632,0,0,0,0,0,0,0,0.26805633154923,0,0,0,0,0,0,0.0329434410479277,0,0,0,0.034909861665894,-0.00706620056920497,0,0,0,0,0,0.0709586345070169,0.251656877424602,0.0430939659628185,0,0,0,0,0,0,0,0,-0.0039766301783432,0
X601166.CH.EQUITY,0.0477384985994419,0,0.187279844828857,0,0,0,0.158920767819201,0,0,0.0794576220844062,0,0,0,0.236726410400809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060006663773078,0,0,0,0,0,0,0,0,0,0,0,0.0938306682970484,0,0,0,0,0,-0.0401290805235097,0
