,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0.255625968516982,0,0,0,0,0.181044650875427,0,0,0,-0.0735107855828196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359415259151751,0,0,0,0.0791842196991244,0,0,0,0,0.0520346348803411,0,-0.0504567603911899,0,0,-0.0815095179513506,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.153063466818797,0,0.0782897285812519,0,0.28238256535503,0,0,-0.0296239378872363,0,0,0,0,0,0,0,0,0,0,0,0,0.0818023791282591,0,0,0,0,0,0,-0.260102343505211,0.323216486616627,0,0,0.184428377867135,0,0,0,0,0,-0.0395717545127714,0,-0.0240657420925322,0
X601939.CH.EQUITY,0.249713898260421,0,0,0,0.102778644767698,0,0,0,0,0,0,0,0,0.13726808717158,0,0,0,0,0,0.0168875096922952,0.140605106355287,0,0,0,0,0,0.128232372544222,0,0,0,0,0,0,0,0,0,0,0,0.167648185526168,0,0,0,0,0.11750618210319,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.306048998099629,0.0295088174428628,0.0546436849956509,0,0.0539509376039739,0,0,0,0.0630001473018453,0,0,0,0,0,0,0,0,0,0,0,0.0618090207655689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937851109579416,0,0,0.171040659657268,0.131409427389337,0,0,0.163604096380268,0,0,0,0,0.162806236728025,0,0,0,0
X5.HK.EQUITY,0,-0.181655588119334,0,0.427790587044683,0,0,0,-0.166111104880066,0,0,0,0,0,0,0,0,0.0141051708941734,0,0,0.113062842333004,0,-0.153395850566528,0.520618894344935,0,0,-0.00178877714045409,0,-0.0478367583223969,0,0,0,0,0,0,0,-0.0717363808401681,0,0,0,0,0,0.137762626835778,0,0,0,0,0,-0.173635140278886,0,0,-0.0947428732073076,0
X601988.CH.EQUITY,0,0,0.14718468399905,0.169876619799493,0,0,0,0,0.0833385721258693,0.140256656701174,0.2951595362785,0,0,0,0,0,0,0,0,0,0,0,0,0.010746752849092,0,0,0,0,0,0,0,0,0,0.0643428410894354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133787534665422,0,0.151295959806563
X600036.CH.EQUITY,-0.0622093925055489,0.173549972798684,0,0,0,0,0,0,-0.00283038708330248,0,0,0.138799642362945,0,0.254416822586235,0,0,0,0,0.170393435120644,0,0,0,0.00859933858922975,0,0,-0.0424184031051563,0,0,0,-0.02484895896481,0,0.161956419088982,0,-0.0318277558334857,0,0,0.0980195067493762,0,0,0.0747825994563407,0.210933112277057,0,0,0,0,0,0.0725244362354783,0,0,0.1012049220581,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0641877033334563,0,0,0,0,0,0,-0.0643615640266128,0,0,0,0.0737604438969565,0.144086330019947,0,0.156789681283479,0.114111216992562,0.078558111405485,0,0,0,0,0,0.180788081468,0,0,0,0.0358699243555016,0,0,0,0,0,0,0,0,0,0,0,0,0.0772297533190052,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0457081327287436,0,0,0,0,0.0486036990108502,0,0,0,0,0,0.140397331962545,0,0,0,0,0,0,0,0,0,0,0,0.0363520013715108,0,0,0,-0.117950797778106,0,0,0,-0.0176988736156477,0,0,0,0.417175709702759,0,0,0,0,0,0,0,0,0.0434393836750955,0.0880926302343281,0,0.00450577375918727
X601166.CH.EQUITY,0,0,0.0214922524131737,0.102805608400761,0,0.151485552622829,0,0,0.0164405090763467,0,0,0,0,0,0,0.196155780830994,0,0,0,0,0,0,0,0,0,0.105259397449792,0,0,0,0,0,0.333447577414746,0,0.13234531740972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169335112957067
X601328.CH.EQUITY,0,0,0.0165374290216314,0,0.0566463253615687,0.294141591663112,0,0,0,0,0,0.16750951884185,0,0,0,0.0101418021819727,0,0,0.0212685102774997,0.176242364070781,0,0,4.33680868994202e-19,0.162839102724546,0.119774307074448,0,0,0.0268681060804749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885272927165893,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.172145893896906,0,0,0,0.0243407080847701,0.24837635283953,0,-0.0429079583919461,0,0.213786691715047,0,0,0.0351146581365345,0,0,-0.0187652610230989,0,-0.0235697306316602,0,0,0,0,0.188387256957652,0,0,0,0,0,0,0,0.054825442851354,0,0,0,0.12694760665291,0,0,0,0,0,0,0.00761033943122653,0,0,0,0,-0.110631024886816,0,0,0,0.0595206254907421
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0768159482555791,0.0741053152938315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165100228027486,0.00452693651920667,0,0,0.00892583813173475,0,0,0.0350000847408779,0,0,0,0,0.230206763155595,0,0.0812481708284609,0,0,0,0,0,0,0.0430357826229668,0,0,0.169985806490212,0,0,0,0
X000001.CH.EQUITY,-0.0801385094678174,0,0,0,0,0,0,0,0,0,0,0,0.13045554326044,0,0,0,0,0,0,0,0.0106952572915919,0,0,0,0,-0.144172845496577,0,0,0,-0.0303271437343712,0,0.21477497828704,0,0,0,0.236589208696061,0,0,0.284395897080313,0,0,0,0,0,0,0,0,0,0,0,0,-0.172311152991389
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00226169959227373,0,0,0,0,0,0,0,0,0.125883275757002,0,0,0.00491846859770416,0,0,0.427457945770163,0,0,0,0,0,0,0,0,0,0.0712571825895504,0,0.299395654126878,0.0520943754625187,0,0,0,0.0477428909642641,0,0,0,0,0.205032044601349,0.120345717042728
X601601.CH.EQUITY,0,0.326962169117622,0.288594279417682,0,0,0,0,0,0,0.00618846637965586,0,0,0,0.188590264936899,0,0,0,0,0.00988617249648797,0,0,0,0,0,0,0,0,0,0,0.0989863791236176,0,0,0,0,0,0,0,0,0.0608185999910996,0,0,0,0,0,0,-0.235469391976447,0,0,0,0,0,0
