,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.182328197857037,0.102839543766756,0,0,0.340563549012557,0,0,0.0134188413707946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22835193197936,0,0,0,0.0925010730087427,0,0,0,0.110065496163589,0.0518181032422132,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392641890206958,0.00420338572305233,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0581701764257941,0,0,0.243161441686455,0,0,0.304360748639257,0,0.0357984613259088,0,0.0427938577774341,0.0125690734051452,0,0,0.188318677465977,0,0,0,0,0,0,0,0,0,0,0,0.0632375729658819,0,0,0,0.238701484559495,0,0.00239446949985858,0,0,0,-0.0540426685266033,0,0,0,0,0,0,0,0.010201180048371,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.131937514619622,0,0,0,0,0,0.228172469737736,0,0,0.0912394194744191,0,0,0,0,0,0,0,0,0,0.0479400509010891,0.119207309197602,0,0.0557149993766315,0,0,0,0,0.0768264011594956,0,0,0,0,-0.126177349976881,0,0,0,0,-0.0815787961324824,0,0,0,0,0,0,0.244028774659597,-0.144409280754974,3.46944695195361e-18,0
X601939.CH.EQUITY,0.565841578717853,0.071603218442447,0,0,0,0,0,0,0.171227491187746,0,0,0,0,0,0,0,0,0,0.0884714529153794,0,0,0,0,0,0,0,0,0.12538672436934,0,0,0,0,0,0,0,0,0.115140063888267,0.0512288522705916,0,0,0,0,0,0,0,0,0,0,0,0.117451612364034,0.0459949303607172,0,0
X601288.CH.EQUITY,0,0,0,0.132402800897754,0,0,0,0.416575662141838,0,0,0.00717457767756507,0,0,0,0,0,0,0.0678361732455295,0,0,0,0,0,0,0.0469944547950284,0,0,0.0506831597249731,0,0,0,0,0.0989590919258198,0,0,0,0,0,0,0,0,0.0922103102298812,0,0,0,0,0,0,0,0,0,0,-0.068027572886694
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.128069471440137,0.21453510259362,0,0,0,0,0,0.139858484683387,0,0,0,-0.231211599028715,0.14743301561269,0,0,0,0,0,0.0255874555532405,0,0,0.126805478602447,0,0,0.00152028231004775,1.0842021724855e-19,0,0,0,0.0472867542819124,0,0.141641705146898,0,0,0,0,0,0,0,0.312761084420676,0,0,0,-0.0460736623818696,-0.00700196729102878
X601628.CH.EQUITY,0,0,-0.143083802019359,0,0,0,0,0,0,0.0970819908467027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496810416748268,0.098958882305756,0,0,0,-0.042465638386232,0,-0.0832249001044677,0,0,0.370440155579889,0,0,-0.000517341731346821,0.369276461624675,0,0,0.0497878312969652,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.194509934293922,0,0,0,0.342948683122164,0,0.0764528503100288,0,0,0,0,-0.00382885183347138,0.0560701993915088,0,0,0,0,0,0.120778697830272,0,0,0,0,0,0.123729622049974,0,0,0,0,0,0,0,-0.231755388065237,0,0,0,0,0,0,0.036539892777916,0,0,0,0,0,0.0423168673187395,0,0,0.0348607959437534,0,0,0,-0.0644513577264212
X5.HK.EQUITY,0,0.250140257309569,0,0.0832093854867455,0,0,0,0,0,-0.130237827097172,0.0270711592837742,0,0.0553630253349443,0,0,0,0,0,0,0,0,0,0,0.252795396869904,0,0,0.101684731738376,0,0,0,0,0,0,0,0,0,0,0.239488758600656,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00285762260919769,-0.0139335779380656
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0925219259975245,0.263319651915009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110910872302011,-0.0427648337058558,0,0,-0.15928615637749,0,0.0779978160434221,0,0,0,0,0,0.164564230113348,0,0.104555278261449,0,0,0,0,-0.479256603862603,0
X601166.CH.EQUITY,0,0,0,0.142128573275092,0,0,0,0,0,-0.180463807155431,0,0.598724500840221,0,0,0,0,0,0,0,0,-0.0557728948020235,0,0,0,0,0,0,0.0445774977774288,-0.00325559068643686,0,0.0859704703299796,0.0867720239920279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774199814900821,0,0,0,-0.0364558902330405,0,0
X000001.CH.EQUITY,0,0.159277151975986,0.212290393335425,0,0,0,0,0,-0.0484107811568684,0,0.241761241564409,0,0,0,0,0,0,0,0,0.081919181636575,0,0.0732019475764094,0,0,0,0,0,0,0,0,-0.130467311864904,0,0,-0.106705621716666,0,0,0,0,0,0,0,0.0843005474545362,0,0,0,0,0,0,0,0,-0.051362636119431,0,0.156307830014034
X601658.CH.Equity,0,0,0,0,0,0,0.0556602644174485,0.524225723594116,0.0141073681961132,0,0,0.0186568827032177,0,0,0,0.282118172524742,0,0,0,-0.102870065639143,0,0,0,0,0,0,0,0.030448752597234,-0.231853107950307,0,0,0,0,0,0,0,0,0,0,0.189506567172568,0,0,0,0,0,0,0,0,0,0,0.216455921321403,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00562644385643828,0,0,0,0,0,0,0,0.200612457561783,0,0,0,0,0,0,0,0,0.0130474643271605,0,0,0,0,0,0.437040573230159,0.227469294703343,0,0,-3.46944695195361e-18,0,0,0,0,0.0386406460762903,0,0,0,0,0.098991339829198,0,0,0,0
X000002.CH.EQUITY,-0.012402220244378,0,0.116308127081905,0,0,0,0,0,0,0,0,0,0.0111898111492673,0,0,0,0,0,0,0,0,0.166990002498157,0,0,0.178901683044677,-0.123276011180248,0,0,0,0,0.159805570416633,0.580217332733403,0,0,0,0,0,0.00723918219488053,0,0,0,0,0,0,0,0,0,0,0,0,0.082917457050515,0,0
X601601.CH.EQUITY,0,0.403720607196601,0,0,0,0.118940596474186,0,0,0,0,0,0,0,0,0,0,0,0,0.0211824117560439,0,0,0,0,0.101160228903214,0,0,0,0.0442824271336055,0,0,0.21974312493811,0,0,0,0,0,0,0,0.186946827298278,0,0,0.165166808826038,0,-0.0393741520368635,0,0,0,0,0,0,-0.0727893595853437,0,0
X300059.CH.EQUITY,0,0.102572551305984,0,-0.111730124968302,0,0,0,0,0,0,0,0,0,0.335493606995165,0,0,0,0,0,0.131345667994781,0,0,0.0773528563854363,-0.0946486892728515,0,0,0,0,0.197299354879098,0,-0.00834609935025813,0,0,0,0,0.292762994597619,0,0,0,0,0,0,0.0454084922086772,0,0,0,0,-0.0153087484880202,0.0121359609156643,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.237566441935161,0,0,0,0,0,0,0,0.0983055643556003,0,0,0.189343419346728,0,0,0,0,0.0271600613475067,0,0.0114401017008959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156430730403562,0,0,0,0,0,0,0,0.029103107495824,0.160353369659117,-0.00382343458148074,0,0.0647156191186058
X601328.CH.EQUITY,0.349090651621284,0,0,0.025789068321517,0,0,0.00586024370203971,0.202236125065805,0,0,0,0,0,0,0,0.0330128381861377,0,0.0358399169421742,0,0,0,0,0,0.0175907271803794,0,0.170723643995129,0,0,0,0,0,0,0,0,0,0.0695488832714586,0,0,0,0,0,0.141123883628491,0,0,0,0,0,0.0445168941386926,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112103773331949,0,0.0305592483752732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0998218943983514,-0.0832485662912905,-1.73472347597681e-18,0,0.123659662016743,0,0,0,0,0,0,0,0,0.00851212494591504,0.22816588844718,0,0,0.105044372367599,0,0,0,0
X16.HK.EQUITY,0,0,0.0566596913068317,0,0,0.0221852065234605,0,0,0,0.0292606627733842,0,0,0.0174335484663674,0,0,0,0,0,0,0,0,0,0,0.0660737301693317,0,0,0.0278631491709574,0,0,0.0444981388911881,0,0,0,0,0,0,-0.0732178540364374,0.251722185855206,0,0,0.518926885406759,0,0,0,-0.468255025200601,0,-0.0488318583157583,0.117052456820716,-0.0394143461277784,0,0,0,-0.0468484329755408
X002142.CH.EQUITY,0,0,0.0536641010720414,0,0,0,0,0,0,0,0.118331580801423,0.606843352770423,0,0,0.0110343433974643,0,0,0,0,0,-0.0958735466869172,0,0,0,0,0,0,0,0,-0.0524712191816141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000817381793811097,0,0,0,-0.0111052136661493,0
X601319.CH.EQUITY,0,0.10071322094164,0,0.0587126182556891,0.0868773329810678,0,0,0.0441865405628076,0,0,0,0,0.0315390969210976,0,0,0,0,0,0,0,0,0,0,-0.0623637530915368,0.0852011354642052,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.0999341273196058,0,0,0,0,0,0,0,0,0.0838451481432724,-0.0114082311290006,0,0.133490739060374,0.106686986444095,0,0,0
X11.HK.EQUITY,0,0,-0.0368983651979442,-0.000592862081562524,0,0,0.138823315898982,0,0.467866690979932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128046252161983,0,-0.128364545605762,0,0,0,0.12487599083008,0.228880162048504,0,0,0,0,0,0.026930975541388,0,0,0,0,0,0,0,0,0,0,0,0.0609985447567162,0
X601998.CH.EQUITY,0.305452494230055,0,0.0103335478820263,0,0.322408933568369,0.0442869873771422,0,0.132011855088612,0,0,0,0,0,0,0.026611963084838,0,0,0.00696546042815089,0,0,0,0,0.0265662302538473,0,0,0.0188513287672753,0,0.115784774888241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.00704216768659051,0,0,0,0,0,0,0,0.182882040011899,0,0,0,0,0,0,0.0143630536654112,0.24797236334459,0,0,0,0,0,0,0,0.111573857413162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438468466606025,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0645425810991144,0,0,0,0.00219661742765721,0,0,0,0,0,0,-0.0466205095609161,0.0692108880811405,0,0,0.476695281590228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265584289284199,0,0,0.0107409995864867,0.0822454591241969,0.0246304361515763,0,0,0,0,0,-0.153674820194029,0.150647806512503,0,0,0
X601818.CH.EQUITY,0,0.0190782064419193,0,0,0,0,0,0,0,0,0.0530354119977845,0,0.127736628533416,0,0,0.0735896888977381,0,-4.33680868994202e-19,0,0,0,0.411461293681156,0,0,0.173699561593148,0,0,0,0,0,0.0429016831317774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137029122304832,0,0,0,0,-0.0414025816218478
