,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0342703915659857,0,0,0.126100246610965,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268861821338431,0,0.675136857495357,-0.093722966349308,0,0.142683258401779,0,0,0,0,0,0,0.0691601567970928,0,-0.226580384169162,0,0,0,0,0,0,0,0,0,0,-0.368649704549637,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0545177334867914,0.182875047948687,0.0773336701667549,0,0,0,0.0574676009113884,0,0,0,0,0,0,0,0,0.284748850823536,0,0,0,0,0,0,0,0,0,0.155070173686642,0,0,0,0,0,0,0,0,0,0,0.189632774864582,0,0,0,0,0.0147128867849264,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.84903419002405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773378362646256,0,0,0,0,0,0.0172839871306938,0,0,0,0,0,0.122499789207862,-0.0929782656611839,0,0,0,0,0,0,-0.00672972772429479,0,0,0,0.0151363724437122,0,-0.0676102625624993,0,0.00422860480172846,0,0,0.0328569331593845,0,0,0,0
X601288.CH.EQUITY,0,0,0.845967471804815,0,0.0952674881618533,-0.0738699458383386,0,0,0,0,0,0,0,0.0134690907348679,0,0,0.0575272167657706,0.11504923826838,0,0,-0.00568862255334936,0,0,0,0,0,-0.0903685027908701,0.00967751533683085,0,0,0,0,0,0,0,-0.0210095818951732,0,0,-0.116640467916815,0,0,0,0,0,0,0,0,0,0,0,-0.00481083896148542,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0721244701082247,0,0,0.303735025277313,0,0,0,0,0,0,0,0,0,0,0.244852715443521,0,0,0,0.0433510614752941,0,0,0,0,0,0,0,0,0,0,-0.126413188851966,0,0,0,0,0,0.117662466596306,0,0,0,0,0,-0.0161029686351108,0,0.231778786967704
X601628.CH.EQUITY,0,0,0,0,0,0,0.285568989627353,0,0,0,-0.0193853598947309,0,0,0,0,0,0,0,0,0,0,0,0.0363922351409413,0,0,0.0484597410384238,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.202983733831077,0.121119982606795,0,0,0,0,0.0799646820133694,0.0757558717324036,0.0805530375994675,0,0.0496439410870528,0,0
X600036.CH.EQUITY,0,0,0.159978981147689,0.228515942369534,0,0,0,0.0390783541692365,0.0138263592387553,0,0,0,0,0,0,0.117407296289669,0,0,0,0.0329152706457798,0,0,0,0,-0.0298564394290024,0,0,0.169197108860144,0,0,0,0,0,0.243631470690958,0,0,0,0,0,0,0,-0.0395740367730164,0,0,0,0,0,0.0305914124535714,0,0,0.109423182699978,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0120102552086152,0,0,0,0,0,0,0,0,0,0,0,0.167204350725543,0.0502866375729845,0,-0.0598321389118739,0,0,0,0,0,0,0.231466853584716,0,0,0,0,0,0.0665257770588067,0.0877666121620842,0,0,0,0.129754631272949,0,0,0,0,0,0.448054981455765,0,0,0.142633129243516,0,0.0706309788998764
X5.HK.EQUITY,0,0,0,0,0,-0.162970569696825,0,0,0,0,0.0784087322555039,0,0,0,0,0,0.363255205895931,0,0,0,0,0.137071039739275,0,0,0,0.304828576528196,0.0484525567465519,0.0395734060072929,-6.93889390390723e-18,0.0949545730801279,0.0832973818435797,0.0466905910379954,0,0,0,0,-0.192839474297503,0,0,0,0,0,0,0.211388306050275,1.73472347597681e-18,0,0,0,0,0,0.211107367190644,0.0545242299985415,0
X601658.CH.Equity,0,0,0,0.225237946564968,0,0,0,0,0,0,0,0,0.0345228853622108,0,0,0,0,0.168045222883675,0.138380895852648,0,-0.222763069157421,0,0,0,0,0,-0.141709864415015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467192247886365,0,0,0,0.0491347453166395,-4.33680868994202e-19,8.67361737988404e-19,0,0,0,0
