Date,FXI US EQUITY,VXFXI INDEX,CN10YR,CN2YR,CN210SLOPE
2019-01-02,38.76,26.51,3.276,2.715,0.561
2019-01-03,38.09,27.41,3.227,2.699,0.528
2019-01-04,39.38,25.03,3.234,2.69,0.544
2019-01-07,39.47,24.83,3.241,2.683,0.558
2019-01-08,39.65,24.42,3.223,2.613,0.61
2019-01-09,40.33,23.48,3.218,2.628,0.59
2019-01-10,40.57,22.44,3.215,2.642,0.573
2019-01-11,40.39,21.31,3.209,2.639,0.57
2019-01-14,39.91,22.08,3.225,2.648,0.577
2019-01-15,40.3,21.25,3.24,2.649,0.591
2019-01-16,40.84,21.75,3.203,2.612,0.591
2019-01-17,40.97,21.74,3.18,2.599,0.581
2019-01-18,41.37,21.02,3.196,2.61,0.586
2019-01-21,37.92,32.845,3.212,2.622,0.59
2019-01-22,40.52,22.96,3.211,2.632,0.579
2019-01-23,40.98,21.67,3.211,2.628,0.583
2019-01-24,41.41,20.96,3.214,2.63,0.584
2019-01-25,42.19,21.37,3.23,2.634,0.596
2019-01-28,41.84,22.21,3.23,2.628,0.602
2019-01-29,41.84,22.22,3.222,2.63,0.592
2019-01-30,42.58,21.92,3.21,2.614,0.596
2019-02-11,42.54,20.69,3.181,2.58,0.601
2019-02-12,42.62,20.14,3.175,2.568,0.607
2019-02-13,43.02,20.14,3.175,2.554,0.621
2019-02-14,42.86,20.32,3.182,2.544,0.638
2019-02-15,42.63,20.44,3.188,2.538,0.65
2019-02-18,37.92,32.845,3.214,2.567,0.647
2019-02-19,43.25,21.2,3.218,2.562,0.656
2019-02-20,43.5,21.23,3.214,2.557,0.657
2019-02-21,43.4,20.92,3.229,2.569,0.66
2019-02-22,44.14,20.8,3.234,2.579,0.655
2019-02-25,45.02,21.91,3.27,2.593,0.677
2019-02-26,44.65,22.4,3.294,2.621,0.673
2019-02-27,43.93,22.59,3.287,2.615,0.672
2019-03-04,44.42,22.14,3.305,2.647,0.658
2019-03-05,44.97,21.6,3.308,2.661,0.647
2019-03-06,44.52,21.94,3.315,2.671,0.644
2019-03-07,43.53,23.08,3.284,2.646,0.638
2019-03-08,42.75,23.24,3.267,2.624,0.643
2019-03-11,43.6,22.12,3.261,2.637,0.624
2019-03-12,44.11,21.94,3.268,2.649,0.619
2019-03-13,43.99,21.58,3.268,2.653,0.615
2019-03-14,43.85,20.43,3.269,2.665,0.604
2019-03-15,44.46,20.01,3.267,2.652,0.615
2019-03-18,44.99,19.62,3.26,2.676,0.584
2019-03-19,45.17,20.14,3.256,2.671,0.585
2019-03-20,44.9,21.1,3.256,2.67,0.586
2019-03-21,44.89,20.77,3.255,2.653,0.602
2019-03-22,43.59,22.15,3.245,2.645,0.6
2019-03-25,43.5,22.37,3.215,2.628,0.587
2019-03-26,43.57,20.79,3.202,2.654,0.548
2019-03-27,43.49,20.81,3.196,2.657,0.539
2019-03-28,43.83,19.77,3.199,2.644,0.555
2019-03-29,44.27,20.16,3.207,2.642,0.565
2019-04-01,44.98,20.39,3.242,2.654,0.588
2019-04-02,44.74,19.86,3.281,2.658,0.623
2019-04-03,45.06,20.57,3.308,2.691,0.617
2019-04-08,45.71,19.02,3.344,2.689,0.655
2019-04-09,45.61,18.72,3.363,2.732,0.631
2019-04-10,45.52,18.63,3.396,2.768,0.628
2019-04-11,44.89,18.93,3.377,2.766,0.611
2019-04-12,45.44,18.56,3.387,2.778,0.609
2019-04-15,44.93,18.63,3.44,2.866,0.574
2019-04-16,45.6,18.34,3.489,2.908,0.581
2019-04-17,45.66,18.5,3.485,2.905,0.58
2019-04-18,45.73,17.57,3.472,2.882,0.59
2019-04-19,37.92,32.845,3.454,2.837,0.617
2019-04-22,45.31,19.06,3.479,2.873,0.606
2019-04-23,45.3,18.86,3.505,2.908,0.597
2019-04-24,44.62,19.11,3.526,2.928,0.598
2019-04-25,44.34,18.9,3.513,2.891,0.622
2019-04-26,44.6,18.65,3.507,2.87,0.637
2019-04-29,44.76,18.93,3.507,2.89,0.617
2019-04-30,44.49,18.77,3.494,2.853,0.641
2019-05-06,43.74,22.51,3.457,2.81,0.647
2019-05-07,42.56,25.94,3.449,2.794,0.655
2019-05-08,42.42,25.77,3.441,2.806,0.635
2019-05-09,41.7,27.72,3.435,2.808,0.627
2019-05-10,41.97,24.11,3.433,2.807,0.626
2019-05-13,40.62,30.41,3.397,2.793,0.604
2019-05-14,41.27,26.05,3.411,2.826,0.585
2019-05-15,41.47,23.35,3.406,2.827,0.579
2019-05-16,41.66,22.08,3.4,2.827,0.573
2019-05-17,40.97,23.03,3.379,2.818,0.561
2019-05-20,40.41,23.54,3.381,2.836,0.545
2019-05-21,40.85,21.64,3.413,2.841,0.572
2019-05-22,40.62,21.61,3.427,2.859,0.568
2019-05-23,40.12,23.5,3.399,2.847,0.552
2019-05-24,39.93,22.73,3.393,2.837,0.556
2019-05-27,37.92,32.845,3.421,2.878,0.543
2019-05-28,40.13,23.01,3.424,2.888,0.536
2019-05-29,40.48,22.94,3.376,2.866,0.51
2019-05-30,40.49,22.94,3.378,2.844,0.534
2019-05-31,40.37,23.29,3.372,2.845,0.527
2019-06-03,40.54,23.99,3.349,2.798,0.551
2019-06-04,40.39,22.98,3.322,2.784,0.538
2019-06-05,40.13,22.8,3.303,2.787,0.516
2019-06-06,40.15,21.83,3.303,2.769,0.534
2019-06-10,40.95,21.27,3.31,2.78,0.53
2019-06-11,41.41,21.43,3.344,2.804,0.54
2019-06-12,40.66,21.88,3.354,2.81,0.544
2019-06-13,40.88,21.41,3.336,2.804,0.532
2019-06-14,40.49,21.77,3.329,2.799,0.53
2019-06-17,40.42,20.75,3.32,2.788,0.532
2019-06-18,41.6,22.56,3.334,2.789,0.545
2019-06-19,41.92,21.57,3.335,2.77,0.565
2019-06-20,42.71,21.04,3.313,2.749,0.564
2019-06-21,42.5,20.61,3.318,2.759,0.559
2019-06-24,42.53,21.08,3.334,2.766,0.568
2019-06-25,41.82,21.85,3.339,2.759,0.58
2019-06-26,42.32,22.07,3.34,2.752,0.588
2019-06-27,42.79,21.96,3.348,2.761,0.587
2019-06-28,42.77,22.56,3.348,2.743,0.605
2019-07-01,43.4,18.68,3.338,2.739,0.599
2019-07-02,43.29,17.88,3.305,2.732,0.573
2019-07-03,43.13,17.47,3.274,2.697,0.577
2019-07-04,37.92,32.845,3.267,2.684,0.583
2019-07-05,42.63,17.78,3.277,2.693,0.584
2019-07-08,42.31,18.56,3.294,2.727,0.567
2019-07-09,42.06,18.93,3.282,2.711,0.571
2019-07-10,42.18,17.77,3.276,2.703,0.573
2019-07-11,41.97,17.49,3.275,2.69,0.585
2019-07-12,42.13,16.93,3.284,2.693,0.591
2019-07-15,42.25,16.89,3.305,2.713,0.592
2019-07-16,42.18,16.6,3.315,2.709,0.606
2019-07-17,42.13,16.91,3.307,2.715,0.592
2019-07-18,42.24,17.61,3.283,2.709,0.574
2019-07-19,42.47,18.04,3.268,2.717,0.551
2019-07-22,42.08,18.97,3.271,2.702,0.569
2019-07-23,42.32,18.74,3.267,2.702,0.565
2019-07-24,42.46,18.3,3.276,2.715,0.561
2019-07-25,42.17,19.11,3.281,2.71,0.571
2019-07-26,42.23,19.54,3.281,2.715,0.566
2019-07-29,41.92,19.49,3.3,2.734,0.566
2019-07-30,41.66,19.76,3.299,2.728,0.571
2019-07-31,41.1,18.75,3.275,2.713,0.562
2019-08-01,40.17,22.32,3.271,2.714,0.557
2019-08-02,39.86,21.59,3.227,2.694,0.533
2019-08-05,38.3,28.51,3.181,2.664,0.517
2019-08-06,38.66,25.78,3.167,2.667,0.5
2019-08-07,38.85,24.69,3.17,2.665,0.505
2019-08-08,39.18,22.29,3.165,2.652,0.513
2019-08-12,38.26,24.65,3.154,2.661,0.493
2019-08-13,38.87,22.97,3.134,2.664,0.47
2019-08-14,37.67,26.9,3.12,2.666,0.454
2019-08-15,38.19,25.19,3.121,2.666,0.455
2019-08-16,38.6,23.7,3.131,2.678,0.453
2019-08-19,39.15,21.95,3.117,2.671,0.446
2019-08-20,39.01,21.28,3.119,2.665,0.454
2019-08-21,39.35,19.98,3.137,2.687,0.45
2019-08-22,39.05,20.68,3.159,2.681,0.478
2019-08-23,38.34,25.63,3.165,2.677,0.488
2019-08-26,38.89,23.58,3.143,2.669,0.474
2019-08-27,38.9,23.79,3.148,2.68,0.468
2019-08-28,38.85,23,3.15,2.681,0.469
2019-08-29,39.13,22.05,3.138,2.684,0.454
2019-08-30,39.12,22.22,3.156,2.691,0.465
2019-09-02,37.92,32.845,3.17,2.698,0.472
2019-09-03,39.13,22.05,3.184,2.702,0.482
2019-09-04,40.05,20.41,3.175,2.696,0.479
2019-09-05,40.53,19.79,3.133,2.661,0.472
2019-09-06,40.61,19.59,3.123,2.653,0.47
2019-09-09,40.69,18.73,3.122,2.659,0.463
2019-09-10,40.71,18.7,3.145,2.673,0.472
2019-09-11,41.33,18.09,3.149,2.667,0.482
2019-09-12,41.48,17.79,3.175,2.68,0.495
2019-09-16,41.46,19.76,3.203,2.68,0.523
2019-09-17,41.26,19.43,3.198,2.663,0.535
2019-09-18,40.98,18.91,3.226,2.675,0.551
2019-09-19,40.69,18.5,3.232,2.662,0.57
2019-09-20,40.54,18.44,3.225,2.662,0.563
2019-09-23,40.53,18.42,3.221,2.648,0.573
2019-09-24,40.04,19.96,3.222,2.656,0.566
2019-09-25,40.18,20.08,3.233,2.656,0.577
2019-09-26,39.91,20.08,3.24,2.657,0.583
2019-09-27,39.45,21.98,3.25,2.653,0.597
2019-10-08,39.69,22.59,3.243,2.655,0.588
