Name	BANKS	INSURANCE	FICIAL SVS	REAL ESTATE	CON & MAT	INDS GDS & SVS	AUTO & PARTS	FOOD & BEV	PERS & H/H GDS	RETAIL	MEDIA	TRAVEL & LEIS	CHEMICALS	BASIC RESOURCE	OIL & GAS	TELECOM	HEALTH CARE	TECHNOLOGY	UTILITIES
1/31/2001	107.33	95.08	104.06	NaN	104.45	101.96	108.18	91.77	100.91	100.57	104.63	100.65	96.83	104.42	102.63	108.78	93.61	98.82	95.57
2/28/2001	99.58	89.22	95.6	NaN	104.7	94.45	112.96	95.04	97.25	101.24	94.61	99.43	97.81	108.78	101.7	86.1	95.71	70.66	94.61
3/30/2001	98.09	81.29	91.42	NaN	101.2	85.72	105.26	94.31	88.87	98.42	87.6	94.51	91.81	105.27	103.12	84.02	94.46	64.41	93.76
4/30/2001	103.76	83.93	96.16	NaN	107.47	91.15	116.41	95.91	97.26	100.53	98.45	101.95	95.45	116.68	110.72	92.8	94.1	78.34	95.26
5/31/2001	104.09	83.32	97.98	NaN	109.88	93	116.23	101.23	97.23	104.43	94.24	104.55	97.22	123.19	116.29	82.62	100.01	73.36	100.74
6/29/2001	102.25	85.92	94.46	NaN	106.06	84.15	114.22	105.74	95.47	103.44	85.71	105.6	96.18	114.76	110.78	75.13	101.5	61.46	102.07
7/31/2001	96.26	83.85	91.42	NaN	103.73	78.58	115.84	100.89	96.13	100.25	83.72	100.13	94.85	106.27	108.53	72.49	98.87	55.8	101.97
8/31/2001	96.33	79.35	89.04	NaN	102.7	71.91	103.54	97.15	91.72	96.83	75.97	96.03	87.41	109.08	106.24	60.86	92.28	44.87	99.37
9/28/2001	83.58	65.54	75.88	NaN	91.69	59.05	76.21	93.62	76.64	88.41	59.88	77.6	77.58	93.54	98.26	59.7	93.74	37.09	93.09
10/31/2001	86.84	68.5	77.64	NaN	95.17	64.03	85.92	90.97	81.41	90.72	66.43	82.21	79.34	101.59	99.58	64.33	92.12	46.57	93.14
11/30/2001	92.05	70.66	81.44	NaN	99.51	70.02	98.11	94.64	86.84	96.31	71.7	87.33	86.74	114.63	93.13	70.06	89.65	55.01	90.71
12/31/2001	94.99	71.08	84.69	NaN	102.65	72.28	102.73	98.9	92.58	99.18	74.11	92.4	86.95	118.41	99.62	70.95	91.63	57.98	92.34
1/31/2002	95.14	66.72	82.74	NaN	101.5	71.11	105.09	101.07	93.77	96.94	67.59	94.42	89.77	124.24	101.31	62.97	89.6	54.91	93.45
2/28/2002	92.57	63.42	78.72	NaN	103.95	71.84	106.37	103.38	96.07	95.49	66.63	93.07	91.12	129.01	105.78	58.6	93.18	52.07	92.07
3/29/2002	98.91	68.21	84.59	NaN	109.48	76.72	116.31	105.36	105.09	100.39	71.91	96.78	96.51	130.85	112.15	59.5	93	54.73	93.53
4/30/2002	101.73	66.29	80.39	NaN	109.46	74.5	112.67	110.54	105.4	97.67	64.31	93.06	94.83	122.79	106.33	51.75	90.36	43.44	94.06
5/31/2002	99.81	61.64	78.85	NaN	108.49	72.69	115.88	107.52	104.76	94.33	62.17	87.89	95.54	128.3	106.12	48.12	83.65	37.94	91.49
6/28/2002	89.83	54.84	68.63	NaN	101.67	66.46	106.83	100.95	95.69	88.57	50.48	82.28	90.88	116.96	100.85	41	79.08	33.09	87.52
7/31/2002	81.85	43.25	59.63	NaN	85.81	58.13	98.9	93.35	87.35	77.59	44.46	71.34	78.31	100.38	91.33	43.42	71.96	27.63	76.52
8/30/2002	82.66	42.66	59.63	NaN	86.17	56.98	98.62	94.82	87.57	77.48	42.37	71.74	79.12	99.97	91.38	44.66	69.29	27.32	80.57
9/30/2002	66.77	30.51	50.85	NaN	73.76	46.86	79.4	93.44	78.69	70.76	38.02	60.67	67.59	90.31	81.03	35.89	66.86	20.73	71.41
10/31/2002	75.89	38.64	55.66	NaN	73.53	48.03	83.81	93.4	83.14	75.96	41.67	65.94	70.47	96.76	82.33	44.12	69.88	28.86	72.48
11/29/2002	81	42.71	59.21	NaN	81.97	51.66	88.06	87.66	84.65	76.16	46.82	69.27	74.18	106.42	83.02	49.42	68.71	32.47	72.48
12/31/2002	71.74	35.62	55.03	NaN	72.96	45.14	73.96	86.45	79.51	69.69	40.46	61.67	68.72	96.97	82.18	44.34	63.59	25.2	69.89
1/31/2003	66.03	31.85	50.55	NaN	70.09	42.11	73.29	79.74	73.42	64.64	37.75	59	62.38	86.56	75.33	44.3	60.85	24.41	70.18
2/28/2003	66.42	30.08	48.4	NaN	68.45	39.14	71.1	76.39	72.38	59.29	33.88	56.92	55.69	89.97	73.69	42.68	57.85	23.02	65.57
3/31/2003	64.67	25.93	46.73	NaN	67.1	39.28	62.69	77.56	69.86	58.35	32.71	55.82	54.98	84.28	72.56	41.77	58.08	22.91	63.81
4/30/2003	74.14	33.33	52.09	NaN	75.5	44.12	74.11	81.38	75.36	65.07	37.49	59.71	63.83	89.24	72.74	46.31	63.52	27.66	69.56
5/30/2003	75.25	33.21	55.36	NaN	74.4	44.72	71.16	77.37	77.12	67.78	39.37	63.52	62.31	87.72	76.59	47.87	62.79	28.02	71.61
6/30/2003	79.28	33.87	57.95	NaN	77.73	47.11	81.3	77.27	78.2	73.56	40.54	67.88	64.31	90.95	79.62	47.72	64.78	28.08	73.57
7/31/2003	83.75	39.08	60.55	NaN	84.81	51.15	84.05	78.47	80.4	74.54	42.75	71.48	71.07	103.99	79.29	47.83	64.96	30.37	73.59
8/29/2003	82.31	38.41	60.56	NaN	87.38	54.34	91.56	83.63	86.45	77.33	43.81	74.39	71.41	113.13	82.27	47.33	64.6	33.28	73.99
9/30/2003	80.22	35.98	59.42	NaN	82.13	52.09	82.4	82.77	82.93	76.78	41.08	70.45	66.2	104.3	77.44	46.87	65.54	30.47	71.23
10/31/2003	88.02	39.94	63.16	NaN	87.74	57.86	88.88	83.27	90.05	80.03	45.24	76.56	69.64	119.01	79.28	49.88	68.37	34.91	72.94
11/28/2003	88.76	39.24	63.07	NaN	90.49	56.6	88.96	84.73	91.13	79.42	46.57	77.05	72.3	117.53	78.77	51.74	69.81	35.17	75.47
12/31/2003	90.82	40.58	64.37	NaN	93.81	56.08	94.9	85.93	92.18	79.04	46.14	79.61	75.93	120.24	86.26	53.48	70.91	34.3	80.49
1/30/2004	92.89	42.85	68.51	NaN	97.02	58.8	94.86	89.78	95.12	79	50.95	81.58	77.23	122.5	82.58	56.12	71.93	39.02	81.71
2/27/2004	94.52	43.55	72.12	NaN	99.69	60.17	93.85	94.42	99.34	85.36	53.01	84.58	76.36	130.34	86.31	56.6	72.3	41.24	87.53
3/31/2004	92.16	40.85	72.06	NaN	99.11	58.86	90.4	92.14	99.71	83	50.62	82.83	73.58	127.48	88.14	54.52	71.2	39.89	87.65
