,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.235773557273928,0,0,0.0873037808858922,0,0.241268840048345,0,0,0,0,0,0.12801243077034,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0383289147730534,0,0,0,0,0.0942278133079241,0,0,0,0,0,0.0226142369037432,0,0,0,0,0,0,0.107203809759233,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.143101584604425,0,0,0,0,0,0,0,0.176315010203305,0,0,0,0,0,0,0,0.347440720587851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124943349553711,0,0,0,0.0338356137680797,-8.67361737988404e-19,0,0,0,0,0,0.107726882193636,0,0,0,0,0,0.0698498658123623,0,0,0,0
X601939.CH.EQUITY,0.0607675584433263,0,0,0.26866229915341,0,0.0503329494720308,0,0,0,0,0,0,0,0.422957065204031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437596590931571,0,0.0660290220034365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.299793690380959,0,0.102307431091186,0,0,0.352304527898259,0,0,0,0,0,3.46944695195361e-18,0,0,0.0250442113479585,0,0,0,0,0,0,0.00569881897722115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462020218494903,0,0,0,0.0596999105274203,0,0,0,0.106425138553959,0.00772133661633172,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0453266297631844,0,0,0,0,0,0,0,0,0,0.0775685520747039,0.0443523581099495,0,0,0.686296190371238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.223716724126173,0,0.0103464971026093,0,0,0,0,0,0,0,0,0.19572329647438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168232609051997,0,0,0,0,0,0.0548773721282042,0,0,0,0,0,0,0,0,0.286663402714446,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.409744093959335,0,0,0,0,0.195852022605911,0,0,0,0,0,0,0,0,0,0,0,0.00232238899481239,0.0153258113010975,0,0.106723170762228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113980253401182,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378702626394889,0,0,0.170818328276617,0.0133288067294553,0.0714918641072228,0,0,0,0,0,0,0,0,0.272653016977252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0624074554711118,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0260098364694651,0,0,0,0.133755362692448,0,0,0,0,0.22964246922419,0.0886051403245477,0,0,0,0,0,0,0,0.112432857092074,0,0,0,0,0,0,0,0,0,0,0.17868611072162,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.117321537087933,0,0,0,0,0,0.357831984183587,0,0,-0.17036999804135,0,0,0,0,0,0,0,0,0,0,0,-0.11650745212674,0,0,0.0528132070156271,0,0,0,0,0,0,0,0,0,0.278788423749733,-0.722440674869404,0,0,-0.301550381070385,0.948310859324584,0.389573076589873,0,-0.234727336201061,-0.0499671044049863,0,0,-0.437310044932798
