,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0918871580495917,0,0.327819086865979,0.0929945430191996,0.0727368898481927,0,0,0,0,0,0,0,0,0,0,0,0.296887216966143,0,0,0,0,0,0,0,0,0.000839015697388197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754906784993717,0,0,0.0613367095036626,0,0.0327476156108101,0,0,0.102455051273876,-0.0736261667400996,0.00942834134689431,0
X601318.CH.EQUITY,0,0,0,0.0649710638535578,0,0,0,0.00438863174622475,0.128718876185468,0,0,0.0797505602615276,0.109981010040849,0,0,0,6.93889390390723e-18,0,0.118536398104056,0,0.215836478258121,0.0651689692313292,0,0,0,0,0,0,0,0.0478792268481593,0.101173200892261,0,0,0,0,0,0.015700232617468,0,0,0,0,0,0,0,0,0.0850409874678577,0,0,0,0,0,0.112292438506254,0
X601939.CH.EQUITY,0,0,0,0,0.36955008294603,0,0,0,0,0,0,0.221094442567919,0,0,0.000325058398725857,0,0,0.12575855617124,0,0.075786744860761,0,-0.09452327699579,0,0,0.24458763310087,0.236687170497216,-0.0667391624663285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494809492786087,0.0126708422915373
X600036.CH.EQUITY,0,0.115150861103735,0,0,0,0.0114166169254685,0,0.166723973437198,0,0,0,0,0.149540040642306,0,0,0,0,0,0,0,0,0,0.25001030894075,0.00783563646869775,0,0,0,0.0111048333820078,0,0.0554820528958892,0,0,0,0,0,0,0.00822153947767755,0,0,0,0.0850904574929063,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.133934190239185,0,0.0490723632063909,0,0,0.0559698023253848,0,0.418801096206961,0,0,0,0,0,0,-0.0156975894498837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15207335739003,0,0,0,0,0,0,0,0,0,0,0,0,0.0536256112100364,0,0,0,0.127705208534334,0,0,0,0,0.071892330481321,-0.0861303991423104,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0561696781333387,0,0,0,0,0,0.190761514449914,0,0,0,0,0.147051954588852,-0.0570199422627561,0,0,0,0,0,0,0.0205807686695668,0,0.131424739872356,0,0,0,0.627149368269252,0,0,0,0,-0.032512686887874,0.157352401711109,0,0,0,0,0,0,0,0,0,0.117298885163626,-0.0672083223161587
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.146021047115714,0,0,0,0,0,0,0,0,0.0299409399396589,0,0,0,0,0,0,0.110783440340923,0,-0.190476399203758,0,0,0,0.0104156650997479,0,0,0,0,0,0.0784021699041716,0,0.238982923382558,0.122450710007935,0.056291665714333,0.0457859245241474,0.104592229104902,0,0,0,0,0,0,0,0.0346084046651834
X601988.CH.EQUITY,0,0,0.0928036277030701,0.106121406029254,0.166149301875087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23050209498279,0,0,0,0.211011114084732,0,0.0440883338008723,0,0.331393119709634,-0.0298307919425194,0,0,0.142520501789021,-0.0742536120256966,0,0,0,0,0,0,0,0.09021041793546,0,0,0,0,-1.73472347597681e-18,0.0286965646546978,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.111619547124134,0,0,0,0,0,0.213851366535988,0,-0.048746845438171,0.0630299704315792,0,0,0,0,0,0,0,0,0,0.0881770845176376,0,0,0.126020083355053,0,0,0.204358371965448,0,0,0.037631795439513,0,0,0,0,0,0,0,0,0.180134470799771,-0.116678650388458,0,0.144794289243216,0,0,0.105188794304083,0,0,0.0695038440101205,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0336045495328398,0.10119932898156,0,0,0,0,0,0,0,0.0325846791150309,0.0871295841436586,0,0.0510091618397848,0,0,0,0,0,0,0,0.165957185417904,0,0,0,0,0,0.362185783935251,0,0,0,0,-1.0842021724855e-19,0,0.0254687583780902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
