,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.508835261007864,0,0.15699645605951,0.096754832584053,0,0,0,0,0,0,0,0,0,0,0,0.0568679396324965,0,0,0.0137766785635562,0,0,0,0,0,0,0,0,0,0,0,0,0.0492420042640768,0.114396737544965,0,0,0,0,0,0.0105746443079993,0,-3.46944695195361e-18,0,2.16840434497101e-19,0.136451415472561,0,0,0,-0.156087699424614,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.149295992311888,0,0.0704420192409886,0,0,0.0364743086564035,0,0,0,0.0117621701995628,0.101728922831077,0,0.19796017749732,0,0,0,0,-4.33680868994202e-19,0,0.0584003852136326,0,0,0.0643858213616404,0,0,0,0,0.118947059144626,0,0,0,0,0,0,0,0,0,0.0145085264668605,0,0,0,0,0,0.0705483830922946,0
X601939.CH.EQUITY,0.117582634825244,0,0,0.37083283826698,0,0,0,0,0,0,0.152460086216811,0,0,0,0.0228418575374662,0,0,0,0,0.12751783249848,0,0,0,0,0.148719808474028,0.257853613271732,-0.0521135398476581,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0844232459614976,0,0,0,0,0,0,0,0,0,0.0606510051803368,0.0568771986587609
X601288.CH.EQUITY,0.161397584274582,0,0.109467905960703,0,0,0.0431569583665612,-0.040134331979907,0.290119910902938,0.0198992836633678,0,0,0,0,0,-0.0280190894641139,0.135734405868047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495467234942846,0,0,0,0,0,0,0,0,0.205087788461603,0,0,0,0,0.0897929257840529,0,0
X600036.CH.EQUITY,0,0.143850774442324,0,0,0,0.0709957002119185,0,0.127876168104177,0,0,0,0,0,0.184726508729383,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.317587771752187,0.0520793917067218,0,0.0226334688270495,0,0,0,1.73472347597681e-18,0,0,0,0,0.0794364499328856,0,0,0,0,0,0,0,0,0,0,0.0191791720720907,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0530089120694415,0,0,0,0,0,0,-0.0225080656783062,0.149757933117503,0,0,0,0,0,0.141321633881653,0,0,0,0,-0.0539194493022691,0,0,0.00265872657830208,0.175680914738824,0,0,0,0,0.553879155126433,0,0,-0.0268322834118189,0.129248691240866,0,0,0,0,0,0,0,0,0,0.0884653006696282,-0.0403758384302611
X1299.HK.EQUITY,0,0,-0.149837676029982,0,0,0,0,0,0,0.162879183027948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671577604148523,0,0,0,0,0,0,0,0.0472843701586181,0,0,0,0.135261863113459,0,0.216612034510717,0.142147598153464,0.123483955778879,0.114399357090908,0.0137250598107509,0.00526317874160909,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.140110832597699,0.0377480518653346,0.0293344099526077,0.124976607046929,0.359756363875083,0,0,0,0,0,0,0,0,0,0,0.171914957980975,-0.0187577687329475,0,-1.38777878078145e-17,0,0,-0.0123715721445942,0,0,0,0,0,0.0790577453199373,0,0,0,0,-0.138751267637762,0,0,0.258582931445101,0,0,-0.0570699644739209,0,0,-0.0259374324388946,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.000657104287061946,0.00362215843352098,0,0,0,0,0,0,0,0,0,0,0.0931379834258587,0.0277104690825199,0,0,0,0,0,0,0,0.0999049912991247,0.0074386486161115,0,0,0.0422541503156087,0,0,0,0,0,0,0,0,0,0,0,0.447703642550448,0,0,0.241915565744076,0,0.165161742883896,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.167548171477312,0,0,0,0.171672935132234,0,0,0,0,-0.00892762959752168,0,0,0,0,0,0,0,0,0,0,0,0.342452082340813,0,0,0.0377865469572264,0,0,0,0,0,0.0467496171784525,0,0,0,0,0,0,0.246008365764292,0,0.0485413161987745,0,0,0.177596631954984,0,0,0,0,0,0.0863352730973318,0,0
