,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.379181757904918,0,0.0217943720946248,0,0,0,0.0279698509272598,0,0,0,0,0,0.095306364534947,0.149108731377673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0781867571025468,0,0,0,0,0,0,0.0355933970415807,0,0.0050501583423907,-0.000576375743376593,0,0.0389871792842579,0,-0.0882524351487489,0,0
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0,-0.0111088400557352,0,0,0,0,0.171692576128344,0,0,0,3.46944695195361e-18,0.328468277172216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20152502351876,0,0.0505651544375774,0,0,0,0,0,0.00331080715501133,0,0,0,0,0,-4.33680868994202e-19,0,0.144205040984453,0
X601939.CH.EQUITY,0,0,0,0,0.681194073131654,0,0,0,0,0.0136566024832179,0.242741744919815,0,0,0,0,0.0755727681061386,0,0,0,0.00130157104967552,0,0,0,0.0196004357766151,0,0,0.0228861276471872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461859415154385,0,0,0,0,0,0,0,0,0,0,0,0.0285328197248468
X601628.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.160333716057287,0,0.0669372241095604,0,0,0,0,0,0,0.335275844267697,0,0,0.196744967114477,0,0.0888626418345242,0,0,-0.00443348418740184,0,0,0,0,0,0.160792786387722,0.0343862819065455,0.0767435546430878,0,0,0,0,0,0,0,0,0,0,0,0.150681103210552,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.962252481996634,0,0,0,0,-0.070767753031973,0,0,0.0716098919290751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196115511741536,-0.0474651684833901,0,0,0,0,0,0,0,-0.0170337526248289,0,0
X600036.CH.EQUITY,0,0.228066857431973,0.0740172246268275,0,0.159018818728378,0,0,0.0961261488668679,0,0,0,0,0,0,0.255796726690446,0,0,0.0865655355157485,0,0,0,0,0,0,0,0.203707078807708,0,0,0.0558058014978936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.144525155920955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603481222809492,0,0.0245955877261321,0,0,0,0,0,0,0,0,0,0,-0.0514091222426892,-0.0255301975473926,0,0,0,0,0,0,0,0,-0.0853582741483706,0,0,0,-0.0905337795347713,0.907998763694695,0,-0.0554995404646559,0,0
X1299.HK.EQUITY,0,0,-0.0821646035247458,0,0,0,0,0,0,0.193176407441754,0,0,0,0,0,0,0,0,0,0,0,0,0.214193076512026,0,0,0.109515813506117,0.121013793570386,0,0,-0.0445331956017439,0,0,0,0,0,0,0.0133164711877938,0,0,0,0.0213153157656523,0.0818295871593637,0,0.159786928935001,-0.027291783804628,0,0,0.143100216255791,0,0,0,-0.0624515546612056,-0.186334894819977
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.22530542394265,0,0,0,0,0,-0.047438460640413,0,0,0,0,0,0,0,0.0826408995206163,0.345563515032432,0,0.126029931990572,0,0,0,0,-0.05455371220992,0,0,0.0917935485019331,0,0,-0.0486678495591432,0.147218675750175,0,0.313559198512511,0.0339106167247826,0,0,0,0,0.0682637037058241,0,0,0
X388.HK.EQUITY,0,0.0977994560206563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161268571451027,0,0,0,0.103701604755024,0,0.0553295565135975,0,0,0,0,0,0,0.11088723876392,0,0,0.0965875631213161,0,0,0,0.178380847188759,0.117164781010266,0.210274050943752,0,0,0,-0.260665260118785,0,0,0,0.30202826371271,1.38777878078145e-17,0,0,0,0.0321721768237506,0
X601658.CH.Equity,0.12872020966068,0,0.259660028329966,0,0.0623978626074776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154383865016445,0,0.233391744158717,0,0,0,0,0,0,0,0,0.0417071528302528,0,-0.0498329306364578,0,0,0,0.0723653818420451,0,0,0,0.0750774405346124,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440128858296876,0,0,0.0046798366902571,0,0,0.128263886109746,-0.00938694560273708,0,0,0,0,0,0,0,0,0,0,0,0.225560985901818,0.02372877280445,0,0,0,0,0.208286826651075,0,-0.0100114429867698,0,0,0,0,0,-0.0580382234221423,0.113061495800879,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0459805978881066,0,0.0734948650005283,0,0,0,0,0,0,0,0,0.00942909243647126,0,0,0,0,0,0,0.0203148474832749,0.0595592292247657,0.453826444766153,0,0,0,0,0,0.0338645726600048,0,0,0,0,0,0,0,0,0,0,0.00414186437138355,0,0,0.0219650400891305,0,0,0,0.234830321557472,0,0.0379395817686103,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.000771683915468799,0,0.658905467012677,0,0,0,0.0358192648388609,0,0,0,-0.0355686152279812,0,0,0.0310888294368054,0,0,0,0,0,-0.0624024037610052,0,0,0,0,0,0,0,0,0,0.176232498188659,0,0,0,0,0,0,0,0.00314488161715248,0,0,0,0,0,0
