,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.126292385347836,0,0,0,0,0,-0.0744946691748813,0,0,0,0,0,0,0,0,0,0,-0.0590865076835882,0,0.00410071856077177,0.233577393384236,0.503715619504237,-0.110254570904407,0,0,0,0.205975761210756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510886564173224,0
X601318.CH.EQUITY,0,0,0,0.00470266419637649,0,0,0,0,0,-0.0260640557376407,0,0,0.0271502875807491,0,0.0555482392654132,0,0.0160529333055313,0,0.498080314907203,0.0193270911039083,0,0,0,0,0,0,0,0,0.118181992972968,0,0,0,0,0,0,0.0652381735292902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.107510429554475,0,0.755445967471311,0,0,0,0,0,0.0246906787959246,0.0874641918196099,0,0,0,0.0270224623190335,0,0.0181649711535128,0,0,0,0,0,0,0,0,0,0,0.0580046361911719,0,0.00743747815306646,0,0,0,0,0,0,0.0159180981745488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.975075707787051,0,-0.0231750873437002,0.0293836634627587,-0.0643993567483328,0,0,0.0197444189365046,0,0,0,0,0,0.00224469573146126,0,0,0,0,0,0,0,0,0,0,0,0.0386745401597262,0,0,0,0,0,0,0,0,0,0,0.0227185299426162,0,-0.0494157274207391,0,0,0,0,0.0600784618434848,0,0,0,0,-0.114209670773647,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.027559209746788,0.301708131479555,0,0.268563944959841,0,0,0,0,0,0,0.437181291532872,0,0,0,0,0,0,0,0,-0.0751052243301664,0,0,0,0,0,0,0,0,0.0358070540077014,0,0,0,0,0,0,0,0,0.129207109486633,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.333933809883509,0,0,0,0,0.0775057553631868,0,0,0,0,0,0.0209518389591173,0,0.0309647336049982,0.13808325466661,0,0,0,0,0,0,0,0,0,0,0.1167601122776,0.159357256764483,0.0399704806426824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345814331546578,0,0,0.0551784862757992,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0380006417338891,0.313274186377253,0,0,0,0,0,0,0,0,0,0,0,0,0.284771936776269,-0.0339748325165709,0,0,0.0908004178094273,0,0,0,0.0419692170836568,0,0,0.0995179628446939,0,0,0,0,0.0453879460781847,0,0,0.0409392027581181,0,0.0766423658954724,0,-0.0118661725657667,0,-6.93889390390723e-18,0,0.204816648048822,0,0,-0.0250088097109671
X601988.CH.EQUITY,0,0,0,0.0644268904777889,0,0.00937976907455333,0,0,-0.0552799474016554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728313759361289,0,0,0,0,0,0,-0.0240926641162242,0,0,0,0,0,0,0,0,0,0,0.000219864443683138,-0.134341599659771,0,0.999514287713668,0,0,0.000804777152716953,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0315403203480432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172597231901691,0,0.380317932610492,0,-0.116813992076068,0,0,0,0,0,0,0,0,0,0.0251457206033349,0,0,0,0,0.229666128506192,0,0,0,0.0272665426265722,0,-0.314046638264081,0.226149731887368,-1.73472347597681e-18,0.0614471355281112
X388.HK.EQUITY,0,0,0,0,0.222961423103267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127158251259206,0,0.256016437448625,0,0,0.115472056655976,-0.00878239978613914,0,0,0,0,0,0,0.111320990495625,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177408869916774,0,0,0,0.281801098156796,0
