,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0594057896744501,0,0.131891577567513,0.170366723141047,0,0.348057099129571,0,0,0,0.00235219334657278,0,0.133308524107028,0,0,0,0,0,0,0,0,0,0.0110362807952852,0,0.00473251121269112,0,0,0.112231668615344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.168833274003739,0,0,0,0,0,0,0,0.295345846189369,0,0,0,0,0,0,0.328782318344486,0,0,0,0.0252135459124464,0.0741106683095835,0,0,0,0,0.0767293795040344,0.0176216698217996,0,0,0,-0.0944308784032318,0,0,0,0,0,0.0661305399589311,0,0,0.0280446377691398,0,0,0,0,0,0.0330801045693707,0,0,0,0,0,-0.0131563047058555,0
X601939.CH.EQUITY,0.267988387842425,0,0,0,0,0,0,0,0,0,0,0,0,0.414926037704701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194536199856739,0,0.108785384679249,0,0,0.00680212396042804,0,0,0,0,0,0,0.00387881822586603,0,0,0,0
X601288.CH.EQUITY,0.343789506372248,0,0.0423661274410826,0,0,0.468839570442247,0,0,0,0,0,0,0,0,0.0357116739528685,0,0,0,0,-0.0109577375479375,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112848294748572,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.244565755645762,0,0,0,0,0.260674251083338,0,0,0,-2.77555756156289e-17,0,0,0,0,0.015524609770492,0.628793557301327,6.93889390390723e-18,0,0,0.0981342198680794,0,0,0,0,0,0,0.124995092350002,0,0,0,0,0,-0.0663178757706159,-0.20662450845691,0,0,0,0,0,0,0,0,0,0,0,-0.0285032535149158
X601988.CH.EQUITY,0.134493036405173,0.0556921703768395,0,0,0,0,0,0,0.113655075347435,0,0.0704823153206451,0,0,0.115528403279728,0,0,0,0,0.0684116969439412,0,0.158378724552772,0,0,0.115069923950449,0,0,0,0,0,0.0230955757522433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111024404444159,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.197053032225869,0,0,0.229187169618895,1.38777878078145e-17,0,0,0,0.17708507180078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149006549287833,0,0.00530075179158916,0.152876065621842,0,0,0.0961322658963247,0,0,0,0,-3.46944695195361e-18,0,0,0.0374014412283254,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.146693202700315,0,0,0,0,0,0,0,0.358921166195537,0.0238553863597755,0,0,-1.73472347597681e-18,0,0.180205095278205,0.266887463540331,0,0,0,0,0,0,0.268725436645017,0,0,0,0,0,0,0,0.00966524729556095,0,0,0,0,0,0,0,0,0,0,0,0.0744850197121685,0,0,0,0
X601628.CH.EQUITY,0.306115250744378,0,0,0,0,0,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,-0.0171384961375717,0,0,0,0,0.0823781517715766,0,0,0,0.0730168954014885,0,0.267095191930024,0,0,0,0,0.177793416373598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200961188177436,0,-0.0309490673944717,0,0.261070834750641,0,0,3.46944695195361e-18,0,-0.706284924424017,0,0.666067920682351,0.243712348806331,0,0,0,0,0.307828499654017,-0.518958781004591,0,0,0,-0.419108501203924
