,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.133823647552958,0,0.110770204873756,0,0.069885823048902,0,0,0.333911686979899,0.0505196872154651,0,0,0,0,0,0,0,0,0.123657724600618,0,0,-0.0722483890630646,0,0,0,0,0,0,0,0,0.196132064823909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.396608828351261,0,0,0.00763676211802512,-1.38777878078145e-17,0,0,0,0,0,0,0,0.562562651098116,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357338150113021,-0.0101593420014754,-0.050462514475001,0,0,-3.46944695195361e-18,0.0216921302987434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130942559186058,-0.0702512790251227,0,-0.0925463272170875
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0421753457074601,0,0.0228730781609813,0.303971564326777,-2.16840434497101e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978477074194681,0,0,0.112967162482402,0,0,0.0819791146277936,0.207968159977971,0,0,0,0,0,0
X601288.CH.EQUITY,0.385379160121184,0.00418085038302816,0,0,0.345556495210846,0,0,0,0,0,0.100052678164984,0,0,0,0,0.0613733236196246,0,0,0.0616410988230798,0,0,0,0,0,0,0,0,0,0,0,0.0135311381973543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375768424700962
X601988.CH.EQUITY,0,0,0,0.367981519244613,0,0,0,0.00894347054549413,0,0,0.237010208866995,0.105922714561809,0,0.0916302319329431,0,0,0,0,0.157763628726853,0,0,0,0,0,0,0,-0.0197730103690818,0.044409267843487,0,0,0,0,0,0,0,-0.0221217906615441,0,0,0,0,0.049901938265334,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.000305546652233799,0.0112727047980229,0
X600036.CH.EQUITY,0,0,0.0208627643024733,0,0,0,0,0,0,0,0,0.41351204566421,0,0,0,0,0,0,0,0,0,0.0528916386922198,0,0,0,0,0,0.131903969517757,0,0,0,0,0,0,0,0,0.0824452417401594,0,0,0,0.0590567091599964,0,0,0,0,0,0,0,0,0.259886581107176,0,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0130570241042148,0,0,0,0,0,0,0,0,0.00869353084496133,0.324590962623161,0,0.0702161170378506,0,0,0,0.0641067354766729,0,0,0,0.196642464598979,0,0,0,0,0,0,0,0,0.168133051597061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320643907773636,0,0,0
X5.HK.EQUITY,0,0,0,-0.216290970963817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.412257444499578,0,0,1.12916377866353,0,-0.754244611230383,0,0,0.470365729454794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252359401462494,0,0,0,0,0.463119843573881,2.77555756156289e-17,0.118106944067638,0,-0.0297883726612591
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0726549355964222,0,0,0,0,0,0,0.0921417700006649,6.93889390390723e-18,0,0,0.19650266044,0,0.373525038100086,0,0,0,0.0699100429817325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0411275406387244,0,0
X601658.CH.Equity,0,0,0,0.231713311628638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757004537996403,0,0.322771981651367,0.533396935801736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.255110087569396,0,-0.578939071050109,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.319988441416705,0,0,0,0,0,-0.0436583624548764,0,0,0.366127005156902,0.0502988876340284,0,0,0,0,0,0.161323595033647,0,0,0,0,0,0,0,0,0,0,0.0292068620783161,0,0,0,0,0.0205822998750551,0,0.0734239648835248,0,0,0,0,0,0.0525197391787683,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.00531028275385663,0,0.0652870292152003,0,0.159872570284357,0,0,0,0,0,0,0.0708176776246408,0,0,0,-0.0150733493979663,0,0.00243475128471626,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.318705598273568,0,0,0,0,0,0,0,0.0744732382055795,0,0,0,0,0,0,0.244549018218628,0,0,0,0.0947343151640005,0,0,0
X600000.CH.EQUITY,0,0,0,0.0185729542897866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495402918927171,0,0,0,0,0.209417678843293,0,0,0,0,0,0,0,0.040228612800477,0,0,0,0,0,0,0.00380047213711404,0,0,0,0,0.0584139544503714,0.0543333641002154,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825409150484892,0,0,0,0.523362364563668,0,0.131129394384817,0,0,0.126318584219538,0,0.026170068824001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0439382924075141,0,0.0460213856041706,0,0,0,0.20598904687618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158300551547003,0,0,0.197625766624741,0,0,0,0.193737876083664,0,0,0,0,0.129600966211273,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.219283099480197,0,0,-4.33680868994202e-19,0.451859971751749,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0338562267154029,0,0,0,0,0,0,0,0,0.0396290112582855,0,0,0,0,0.00659764335500815,0,0,0,0,0,0,0,0.00463460076531399,0,0,0.00408375050781425,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267425837642476,0.180268326802057,0,0,0,0.0303983014465546,0,0,0.00495231845410895,0.00461316294179211,0,0,0.243645979455522,0,0,0.15902452958269,0.0338554024801225,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.00885150514987369,0.0683253223558337,0.0770690729993575,0,0,0,0,0.0240591940655205,0,0,0,0,0,0,0,0,0,0,0.332977646202772,0,0,0.317034256077738,0,0,0,0,0,0,0.0579817629044865,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
