,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.284013217275517,0.00359340700311656,0.0802862240374983,0,0.0814451068182882,0,0,0,0,0,0,0,0,0,0,0.220542914418423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120517123550268,0,0.0567605593148133,0,0,0.0182179410909177,0,0.197839199537551,0,-0.096789937788255,0,0
X601318.CH.EQUITY,0,0,0,0,0.0339058682729484,0,0.0501187458867124,0,0.125291894762222,0,0.0387076489356921,0,0,0.0331848871182561,0,0,0,0,0.222611541361678,0,0.260022574077435,0,0,0.0305043771701651,0,0,0.0197047536615633,0.0932876659686384,0,0,0,0,0,0,0.0571122508139072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438951997048655,-0.0958934596528671
X601939.CH.EQUITY,0,0,0,0.251598863903834,0,0,0.0833864814514288,0,0,0,0,0,0,0,0,0,0,0,0,0.0794652720508061,0,0,0,-0.10526842799786,0.704348453485784,0.110601496454391,-0.129590401996413,0.0181153420851168,0,0,0,0,0,0,0,-0.070714537762549,0,0,0,-0.0691067099399848,0,-0.110020927393895,0,0,0,0,-0.0410730012057738,0,0,0,0,0.0710732145299118,0.105781319064442
X601288.CH.EQUITY,0.210077010381591,0,0.113630882525442,0,0,0.0186215101212946,0.193196609767021,-0.0258486362934966,0.101835941637903,0,0.0608098535673687,-0.0648102435355461,0,0,-0.0491143765097148,0.168406112060643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226875861975667,0,0,0,0,0.0679735144128759,0,0
X600036.CH.EQUITY,0,0.201625093842117,0,0,0,0.0185246283246333,0.0971322568480388,0.116480326665629,0,0,0,0,0,0.182058648617324,0,0,0,0,0,0,0,0.0945866462644483,0,0,0,0,0,0,0.335580579357536,0,0.00677680712395834,0.0594581802961537,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289095293165815,0
X601628.CH.EQUITY,0.0389611383648847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153188172912031,0,0,0,0,0,0,0.19552202522396,0,0,0,0,-0.0643174929897591,0,0,0.0104937657959901,0.119806363581157,0,0,0,0.597413976224669,0,0,0,-0.0255406761856099,0.0964769729742592,0,0,0,0,0,0,0,0,0,0.0267458685020635,-0.0385765346762282
X601988.CH.EQUITY,0.0706087905811897,0.105520723771962,0.0586320873166735,0.0966908137278419,0.327346002295693,0,0,0,0,0,0,0,0,0,0,0.163510592956681,0,0,-6.93889390390723e-18,0,0,-0.0198850014437354,0,0,0,0,0,0.0716579306089739,0,0,0.0739138720024802,0,-0.127688158003925,0,0.241039096995315,0,0,0,-0.0711845482238118,0,0,0,0,0,0,0,0,0,0,0,-0.0506281987676818,0,-6.93889390390723e-18
X1299.HK.EQUITY,0,0,-0.206572778063791,0,0,0,0,0,0,0.166767781200205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048944243883223,0,0.0705381456498734,0,0.0332543019773033,0,0,0,0.0684191667294421,0,0,0,0.0657502941599505,0,0.204448066367784,0.224711668968726,0.0479841372133761,0.104014709785667,0.103102341401869,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0278031444936802,0,0,0,0,0,0,0,0,0,0,0,0.054150867355494,0.00889081106596201,0,0,0,0,0,0,0,0.132067487872929,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.42341901375899,0,0,0.264211675780812,0,0.181025927271423,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.19716647155546,0,0,0,0,0.0919526378527888,0,0,0,0,0,0,0.0170011390933823,0,0,0,0,1.73472347597681e-18,0,0,0,0.337922269827383,0,0,0.190858107948003,0,0,0,-0.0110636581887778,0,0.0324271867517211,0,0,0,0,0,0,0.27166534872828,0,0,0,0,0.190130831460982,0,-0.0318493818439889,0,0,0,0.0879429621704096,0,-0.021966201384521
