,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.209360285112247,0,0.413220845033282,0,0,0,-0.0116065616193184,0.158793234480125,0,-3.46944695195361e-18,0.073439119714202,0,0,0,0,0,0,0,0,0,0,-0.0799516992474422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616545510848825,0.0061469274855985,0,0.121213914146703,0,0
X601939.CH.EQUITY,0.354074882473833,0,0,0.28612926071674,0,0,-0.095228142777984,0,0,0,0.00278451964746074,0,0.140313765118974,-0.0648186166258368,0,0,0,0,0,0,0,0,0,0,0,0.0316906648032263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.201857482270738,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0,0
X601288.CH.EQUITY,0.45001558827246,-8.67361737988404e-19,0,0,0.209333285755703,0,0,0,0,0,0,0,0.0159736869250516,0,0,0,0,0,0,0,6.93889390390723e-18,0.170199831820024,0,0,0,0,0,0,0.0199369945997575,0,0,0,0.0264075367809456,0,0,0,0,0,0,0,0,0,0.0643456021035512,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0982015549879291,0,0.381071236467284,0,0,0,0,0,0.282314282972214,0,0,0,0,0,0,0.196567078984031,0,0,0,0,0,0,0,0,0,0,0,0,0.015662415908093,0,0,0,0,0,0,0,0,0,0,0.0478429010794269,0,0,0,0,0,0,0,0,0,0,0.0283239175266216,-0.0719231257810261
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882464844015006,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.142081498268467,0,0,0,0,0,0,0,0,0,0,0,0.0135815394879736,0.176945192123349,0,0,0.0313452320419095,0,0,0,0.188423219466393,0,0,0,0,0,0,0,0.0234704047929437,0,0.225271075092615,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.133702149994365,0,-0.167887503659053,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0140356665807211,0,0,0,0,0,0,0,0,1.17607872177848,0,-0.784665991246999,0,0.492352688096333,0,0,0,0,0,0,0,0,0,0,0,0,0.461326839621757,0,0,0,0,0,0,0,0,0,0,0.101778499805181,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0,0
X601658.CH.Equity,0,0,0,0.165438903503791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138370298334809,0,0,0,0.141139509924179,0,0,0,0.294854489244422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0845812184658708,0,0,0.323597334612281,0,0,0,0,0,0,0,0,0.193544124293549,0,0,0,0,0,0,0,0.0201019689078216,0,0,0,0,0,0,0,0,0.0495349671186459,0,0,0,0,0.0411328006839117,0.0630473915091508,0.0514127376367616,0,0.140565807274084,0,0,0,0.0972655486084476,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0,0
