,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.152704016109611,0,0,0.00385505537766082,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994312261746832,0.358695221087138,0.0892305736839878,0,0,0,0,-0.111933639449269,0,0,0,0.190902784599014,-0.20599595613442,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170003016561884,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0789637464058978,0.0168105016170553,0.0606594659176853,0,0,0,0,0,0,0,0,0,0,0,0,0.299743396995598,0,0,0,0,0,0,0,0,0,0,0.150521051936486,0,0,0,0,0,0,0,0,0.317517062115042,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.876351620652298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604595962212533,0,0,0,0.0307456754717832,0,0,0,0,-0.103088689427448,0,0.0885512831604964,0,0,0,0,0,0,-0.013104306937966,0,0,0,0.0550637055690362,0,-0.0635532186733729,0,0,0.0405502815825064,0,0,0,0.0698156715075798,0.0010390029640413,-0.00865233793541436
X601288.CH.EQUITY,0.0242964197524362,0,0.756827178280236,0,0,0,0,0,0,0,0,-0.0454086146325288,0,0.259616711686159,0,0,0.00752406283421487,0.122769832853795,-0.01054542370414,0,0,0,0,0,-0.103688929376715,0,0.0382163190968097,0,0,0,0,0,0,0,-0.0623241587850864,0,-0.104325484403549,0,0,0,0,-0.0417716868629793,0,0,0,0,0,0,0,0,-0.0244192534501513,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.539670487307843,0,0.28492453350343,0,0,0.115419438482333,0,0,0,0,0,0,0,0.0468272821791081,0,0,0.0267338509714075,0,0,0,0,0,0,0,0,0,-0.0914902869748199,0,0,0,0,0,0,0,0.0906480465635233,0,0,0,0,0,0,0.0999995870252423,0
X601628.CH.EQUITY,0,0.0419006394712184,1.73472347597681e-18,0,0,0,0.294224673855224,-3.46944695195361e-18,0,-0.0541148186760892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196966926262327,0,0.127968160706694,0.0589548176986293,0,0,0,0,0.0639681853795007,0.102332430975722,0.0811864741252724,-6.93889390390723e-18,0,0
X600036.CH.EQUITY,0,0,0.37380920649854,0.0571921627696404,0,0,0,0.0923968484028119,0.0717445238779808,-0.0505175730407687,0,0,0,0,0.120309314903304,0,0,0,0,0.0247350041884626,0,0,0,0,0,0,0.0652619591525561,0,0,-0.023921975669248,0,0,0,0.243924456335242,0,0,0,0,0,0,0,-0.0621851442825423,0,0,0,0,0,0.0507230569274856,0,0,0.0880656970048582,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0857350990062248,0,0,0,0,0,0,0,0,0,0,0.034872306814291,0,0,0,0,0.183291755804964,0,-0.0613334769473741,0,0,0,0,0.165335180704209,0,0,0,0,0,0,0,0,0.0383025669289802,0.0229942931270842,0,0,0.175749447570588,0.116695507330782,0,0,0,0,0.44376405852843,0,0,0.0840046964951952,0,0
X5.HK.EQUITY,0,0,0,0,0,-0.146841656249873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415866932517103,0,0,0,0,0,0.936203730365693,-0.452522990441886,0,0,0,0.676571943253512,0,0,0,0,0,0.137563125605876,-0.229676730230063,0,0,0,0,0,0.0548052591145339,0.104076685696242,0,0,0,0.121092662075991,0,0.219077326719756,0,0.103903525965166
X388.HK.EQUITY,0,0.236703428872497,0,0,0.0472752391263023,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.00322869607461844,0,0,0,-0.278505297327876,0,0,0.232836704701628,0.502093813214918,0,0,0,0.0166701018179738,-0.0776676361902363,0,0,0,0,0,0.149245095486527,0,0,0.0605061615313147,0.268106284249264,0,0,0,0,-0.347404865349762,-0.0494762856250263,-0.0414274165635886,0,0,-1.38777878078145e-17,0,0,0,0,0
X601658.CH.Equity,0,0,0.0599854623471021,0.185318835517308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162394422599485,0.203480220552018,0,0,-0.156907005894498,-0.0624801414552329,0,-0.134404059905311,0,0,0,0,0,0,0,0,0,0,0,0.0378938209471359,0,0,6.93889390390723e-18,0,0,0.421004241184537,0,0,0,0,0,0.0455480974684304,1.73472347597681e-18,0.0291262472082106,0,0
X600030.CH.EQUITY,0,0,0.00204671482237259,0,0,0,0,0,0,0,0,0,0,0,0,0.265809743754788,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.00854941183652002,0,0,0,0.0397078735458762,0,0,0.323846171157114,0,0,0.0886133202104581,0,0,0,0.107319853124792,0,0,0,0,0,0,0.0530157078378894,0,0,0.0160170376132963,0.0107381399999989,0,0
X601166.CH.EQUITY,0,0.125042405133261,0,0.0668149043728126,0.0504776100067062,0,0,0,0,0,0.00981988474102885,0,0,0,0.467512563886381,0,0.0111272204618222,0,0.111029576400285,0,0,0,0,0.0386122447764148,0,0,0,0.0117197149603196,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114419540001992,0,0,0,0,0,0,0,0,-0.00279803949255473,0,0
X601328.CH.EQUITY,0.264598303049139,0,0,0.181773699167413,0,0,0,0,0,-0.00324104580769791,0,0.066380721913088,0,0,0.0364469491789346,0,0,0,0,0,0.33070387445514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987495329137717,0,0,0,0,0,0,0,0,0,0.0356435080997713,0,0,0,-0.0156920282525688,0.0462106902231284,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0516984692073043,0.00737868387914929,0.0423259140102008,0.00711307310146353,0,0,0.610439807862113,0,0,0,0,0,0,0,0.0802244752000879,0,0,0,0,0,0,0.0109043073238795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
