,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.196078081534064,0,0,0,0,0,0,0,0,0,0,-0.0552007398252331,0,0,0,0,0,0,0,0,0.0815619995676226,0,-0.202788010246066,0,0,0,0,0.530699641428747,-0.166326199144963,0,0.00489942851301871,0,0,-0.0165384244549887,0,0,0,0,0,0.180498750986252
X601318.CH.EQUITY,0,0,0,0,0,0,0.126250581987658,0,0.0412519603471143,0.0309247447368646,0,0,0,0,0,0.0476454800090517,0,0,0,0,0,0,0,0,0.161155507270934,0,0,0,0,0.0517146724518456,0,0,0,0,0,0,0,4.33680868994202e-19,0.456974496189485,0,-0.0495412923452149,0.0468801904555216,0,0,0,0,0,0,0,0,0,-0.0176106887035246
X601939.CH.EQUITY,0.306323570327869,0,0,0,0,0,0,0,0,0.0431549956345201,0,0,0,0,0,0,0,0,0,0,0,0,0.101454016400703,0.0498899158338658,0,0,0,0,0.198760979932106,0,0.0878716682032928,0,-0.00858423137222267,0,-0.117541620109399,0,0,0.420196989707724,0,0,0,0,0,0,0,0,0,0,0,0,0.161611958624193,0
X601288.CH.EQUITY,0,0,0,0,0.00687964710130038,0.353342122050052,0,0,0.180463504864236,0.0255181980837953,0,0,0,0,0,0,0,0,0,0,0.0478960439478843,0,0,0,0,0,0,0.270419357651015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087202783826749,0,0,0,0,0,0.0346585937276808,0,-0.0317011683398677,0,0.0964487233937095
X5.HK.EQUITY,-0.0930253022686525,-0.0474473066633041,0,0,0,0,0,0.118082857581464,0,0,0.0783512435150649,0,0,0,0,0.218267202244408,0,0,0,0,0.286771909647781,0,0,0.402421458655294,0.00173795871646749,-0.0337164492793852,0,0,0,-0.305540189188793,0,0,0,0,0,0,0,0,0,0,-0.0751779041164976,0.239378071535201,0,0,0,-0.138667289428262,0,-0.233493917748167,0,0,0,0.107785624165327
X601988.CH.EQUITY,0.175342849688595,0,0,0.516967763874521,0,0,0,0,0.0284886177644343,0,0.140708358716723,0,0,0,0,-0.0286525574927953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108926715418006,0,0.0362261107233038,0,0,0,0,0,0.104478425269002,0,0,0,0,0.0878776487248484,0
X600036.CH.EQUITY,0.0542316649845686,0.373722356256996,-0.115907064155402,0,0,0,0,0,0,0.474462373800452,0,0,0,0,0,0,0,0.0208199310109136,0.0612076839664113,0,0,0,0,0,0,0.0831179485258944,0,0,0,0.373542111312877,0,0,0,0,-0.36492225031648,0,0,0,0.00923533068579571,0,0,0.0348448125117443,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.190991143586202
X1299.HK.EQUITY,0,0,0.0190953544155627,0,0.182058659725131,0,0,0,0,0,0,-0.0485555190213707,0,0,0,0,0.172464480619766,0,0.0125735096288961,0,0,0,0.0373233044652001,0,0,0.259464038370019,0,0,0,0,0.187400135080199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347554469252192,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0113510954210571,0.00238854846697203,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0146702954724026,0.209167572808542,0,0,0,0,0,0,0,0,0.108423731747991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393244102811948,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0501249633659118,0
X601328.CH.EQUITY,0,-6.93889390390723e-18,0.0654933002716416,0.306058032763172,0,0,0.281781631526359,0,0,0,0,0.0368762738292616,0,0,0,0,0,0.242725495083226,1.73472347597681e-18,0,0,0,0,0,0,0,0.0592599037012424,0,0,0,0,0,0,-0.160629105078258,0,0,0,0,0,0,0,0,0,0.0369087226051398,0,0,0,0,0,0,-0.433911965298769,0
