,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.248164069901958,0,0.397472445381073,0,0,0,0,0.084867207154597,0,0,0.13975225623508,0,0,0,0,0,0,0,0.0198077662415921,0,0,-0.0552658139826228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119149704809464,0,0.126577058629913,0,0
X601939.CH.EQUITY,0.353796010046001,0,0,0.286601617222989,0,0,-0.0959470496012369,0,0,0,0.0027865416829749,0,0.140037523223243,0,-0.0647224274935493,0,0,0,0,0,0,0,0,0,0,0.031603462089462,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201200679878752,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.154235141139728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1209519447532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175456713707066,0,0,0,0,0,0,0,0.129971622426798,0.0854774469300525,0,0,0.142894709777243,0,0,0,0,0,0
X601288.CH.EQUITY,0.471865945469428,0,0,0,0.258426111265351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872387283000231,0,0,0,0,0,0,0,0,0,0,0.0273537871098715,0,0.0349026648021541,0,0,0,0,0,0,0,0.0708950461767587,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.118123725099152,0,0.416184752082016,0,0,0,0,0,0.273876208128622,0,0,0,0,0,0.122843096449013,0,0,0,0,0,0,0,0,0,0,0,0.0252568112217445,0,0,0,0,0,0,0,0,0,0,0,0.0873009478267076,0,0,0,0,0,0,0,0,0,0,0,0.0757779802660312,-0.0556820762393936
X600036.CH.EQUITY,0,0,0.0498514058650689,0,0,0,0,0,0,0,0,0.358418490806009,0,0.0319784297278122,0,0,0,0,0,0,0,0,0.0288249806876291,0,0.127351876603329,0,0,0,0,1.73472347597681e-18,0,0,0,0.0697248425823521,0,0,0,0,0,0.0523209313252151,0,0.0123949002494009,0,0,0,0,0,0,0.277578074777303,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0848827879562533,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557390667135849,0.244770784178929,0,0,0.130177735788497,0,0,0,0.134189079483417,0,0,0,0,0,0,0,0,0,0,0,0.1466945589329,0.0443612321635145,0,0,0,0
X5.HK.EQUITY,0,-0.143926609925005,0,-0.18224832034213,0,0,0,0,0,0,0,0,0,0,-0.0403756654341236,0,0,0,0,0,0,0,1.23186802786526,-0.788294753451552,0,0,0.455471230640973,-0.0868634129313275,0,0,0,0,0,0.0804395245571429,0,0,0,0,0,0,0.459844333996413,0,0,0,0,0,0,0,0,0,0.124851966701633,-0.0750117594076834,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.103905389765008,0,0,0,0,0,0.0816684856556016,0,0.208174357272321,0,0.125006066884124,0,0,0,0.216887003079442,0,0,0.0424335842379007,0,0,0,0,0,0,0,0.0178152526625761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637658365478654,0,-0.00490345745806544
X601658.CH.Equity,0,0,0,0.0982105432846306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323482601550912,0,0,0,0,0,0,0.362657354355275,0,0,0,0.131777689070678,0.059131049358271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
