,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.714971561369578,0,0,0.00426102221174968,0,0,0,0,0.0392354268614975,0,0.0708785108751226,0,0,0,0,0,0,0.0159249671160222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0672053494944579,0,0,0,-0.0171558684652372,0,0,0,0,0,0,0.00884520478718301,0
X601939.CH.EQUITY,0.107917660498845,0,0.01418086350914,0.296168444230559,0,0.320747332106895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577657786648732,0,0,0,0,0,0,0,0.0359021451200994,0,0,0,0,0.0899157028799532,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0215545375380039,0
X601318.CH.EQUITY,0,0.0176351121475321,0,0.0926358103197262,0,0,0,0,0,0,0,0,0,0,0,0.00893182722133872,0,0.00847570417354843,0.192183354974361,0,0,0,0,0,0.0104227941614493,0.0465734282588994,0,0,0,0,0,6.93889390390723e-18,0,0.214466413046173,0.0168096441435061,0.0445386994357191,0,0,0,0.236985293146126,0,0,0,0.0860560956463443,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0542076037264783,0.33924312645341,0,0,0,6.93889390390723e-18,0,0,0,0.0514717081169066,0,0,0,0,0,0,0,0,0.00529753467301164,0,0,0,0,0,0.0462711031715781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101384217182815,0,0,0,0.201962193954037,0,0,0,0,0,0,0,-0.069447454741378
X5.HK.EQUITY,0,0,0,0,0,0,0.440851797816819,0,0,0,0,0,0.0504246825732608,0,0.261484484849895,0,0,-0.048680575736506,0,0.117312819953324,0,0,0,0,0.422399792595008,0,0,0,0,0,0,0,0.0198377778205163,0,0,0,0,0,0,0,0,0,0,0,0,-0.768844107143933,0.0162099902500115,0,-0.184445276825198,0.156607364981248,0,0
X601988.CH.EQUITY,0,0.17480736864634,0,0,0.0451434122463114,0,0,0,0.0734702962913848,0,0,0.0840982836855319,0.126228447687391,0,0,0,0,0,0.0587452241202222,0,0,0,0.519514335482532,0,0,0,0,0,0,0.0305103295759238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324616909530141,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0403466392343866,0,0,0,0,0,0,0.201246938646584,0,0,0,0,0,0.288188843360263,0,0,0,0.0422268766080369,0,0,0,0,0,0,0,0,0,0,0,0,0.0939376044142029,0,0,0,0,0,0,0,0,0,0,0.0107503324639612,0,0.0886969202255037,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249431413857155,0.000775799788559481,0,0,0,0,0,0,0.775957729755987,0,0,0,0.104931104959817,0.00414417668338141,0,0.000702287350072556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.140887429069098,0.0723346772325539,0,0,0,0,0,0,0,0,0,0,0,0.03060997432453,0,0,0,0,0,0,0,0,0,0.0626729229098986,0,0,0,0,0,0,0,0,0,0.325122496889471,0,0,0,0,0,0,0.207972663417488,0.0712531046401596,0,-0.0261875865335709,0,0,0,0,0,0
X601328.CH.EQUITY,0.00161895012515108,0,0,0,0,0,0,0.17162238303865,0,0,0.0383791733791933,0,0.149562408674044,0,0,0,0,0,0,0,0,0.2523975367615,0,0,0,0,0,0,0.0314308636807191,0,0,0,-0.00883508181141893,0.0403143617100533,0,0.000781053032448529,0,0,0.0689005815276227,0.256254948717696,0,0.0395402065124487,0,0,0,0,0,0,0,0,0,0
