,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,-0.12786065917209,0,0,0,0,0,0,0,0.153418689827175,-0.0786311396695422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074515090341892,0.155369217687938,0,0,0,-0.213860281138396,0,0,0,0,0.56992325620365,-0.0623721004657867,0.0766294655158678,0,0,0,0,0,0,-0.0329148551275843,0,0,0.104166282474924
X601318.CH.EQUITY,0,0,0,0,0,0,0.0525100592862195,0,0.0705285406541396,0,0,0,0,0.07459983968554,0,0,0,0,0,0,0,0,0,0.194045498606095,0,0,0,0,0,0,0,0,0.0287171703487786,0,0,0,0,0.310947521091166,0,0,-0.0125627193618949,0,0.198639365268219,0,0,0,0,0,0,0,-0.0537802884432574,0
X601939.CH.EQUITY,0.323668899411759,0,0,0,0,0,0,0,0,0.015194831596664,0,0,0,0,0,0,0,0.131732148586811,0,0,0,0,0.0246675143061042,0,0.0224264529131356,0,0,0,0.13865954016957,0.0996796116635993,0,0,0,0,-0.174245114179884,-0.0172546697149781,0,0,0.444478104947012,0,0,0,0,0,0,0,0,0,0,0,0.108941099224978,0
X601288.CH.EQUITY,0,0,0,0,0,0.0372427074592792,0,-0.120847850943857,0.147771199534389,0,0.548168072137081,0,0,0,0.0658658476671955,0,-0.180210354077661,0,0,0,-0.0618497779502808,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.797498358185572,0,0,0,0,0,0,0,0,0,0,0.359665601963013,0,0,0,0,0.203967592711038,0,0,0,0,0
X5.HK.EQUITY,-0.215830310201334,-0.154316154263426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287026061055987,0,0,0,0.237525198280335,0.0749289247716418,0,0,0,0.435670876359567,0,0.0062719860398734,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109417894536745,0,0.232720615552315,0,0,0,-0.0300911859845151,0,-0.0274533668194135,0,0,0.0533626094120574
X601988.CH.EQUITY,0.137191360709745,0,0.0150896849497212,0.399187275713319,0,0,0.0352541918595688,0,0,0,0.177709547160282,0,0,0,0,0,0.196947646055528,0.148930025303546,0,0,0,0.0352967124845275,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892425981287486,0,0,0,0.123100634872725,0,0,0,0,0.0907581424709765,0.16257750589981,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0447934745799938,0,0,0,0.592282647961905,0,0,0,0,0.104990190921557,0,0,0.243766284672599,0,-0.106343652337861,0,0,0,0,0.055510314993458,0,0,0.0144879928403152,0,0.337711195772463,0,-0.183442973508808,0,0,0,0,0,0,0,0.0121622773828342,0,0,0,0,0,0,0,0,-0.216758610831305
X1299.HK.EQUITY,0,0.0923844653363245,0.0139425967245851,0,0,0,0,0,0.0248026006156759,0,0,0,0,0.144022971103017,0.222453282269525,0,0,0,0,0,0,0,0,0,0,0.0237247353594588,-0.00253116282795971,0,0,0.0207275120766335,0,0.304978758137928,0,0,0,0,0,0,0,-0.104683607293813,0,0,0,0,0,0,0.0778018741291312,0,0,0,0,0
X601628.CH.EQUITY,0,0.0374049101362147,0,0.0535017575674601,0,0,0,0,0,0,0,0,0,0.318771332414184,0,0,0,0,0,0,0,0,0.0861892853054904,0.0277681461802364,0,0,0,0,0,0,0,0,-0.0540575946487421,0,0,0,0.0451232307265991,0.230612296996126,0.00746349645256935,0,0,0,0,0,0,0.140929878175019,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.299866471062515,0,0,0,0,0,0.191355771866589,0,-1.73472347597681e-18,0,0,0,0,0,0.254993526015455,0,0.0542195602588443,0,0,0.0881844941647751,0,0,0,0,0,0,0,-0.172542694692482,0,0,0,0,0,0,0,0,0,0.0875332612074063,8.67361737988404e-19,0,0,0,0,0,-0.230114147859307,0
