,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,-2.77555756156289e-17,0,0.42679207453565,0,0,0,0,0,0.00332027077894887,0,0,0,0,0.365232416283069,0,0,0,0,-0.0458187593594397,0,0,0,0,0,0,0,0,0,0.0758096901515821,0,0,0,0,0,0,0.000825458034255023,0,0,0,0,0,0,0,0,0.00468472216997265,0,0.111273129623716,0,0,0,0,0
X601939.CH.EQUITY,0.143660757667817,0,0,0,0,0,0,0,0,0,0,0.0262550243043196,0,0.263119428577532,0.297053546879058,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116489306878384,0,0,0,0,0,0,0,0,0,0,0,0.132296425070438,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0852644646054619,0,0.0884246193312928,0,0,0,0,0,0,0,0,0,0,0.239884551192559,0.0598377556819693,0.0274971888241719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100208632429558,0,0.0360338286561363,0,0,0,0,0.236609432155239,0,0,0.0701228235533663,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377892828456638,0.0839541159151633,0,0,0.313275209481436,0,0,0,0,0,0.11145505392004,0,0,0,0,0.0478520342918348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153778419443906,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.184615762109456,0,0,0,0,0,0,0.186086261881139,0,0,0.0606093499899502,0,0,0,0,0,0,0,0.0322913222570285,0,0,0,0.136935019533021,0,0,0.016688724510153,0,0,0,0,0,0,0.0651802374580649,0,0,0,0.120356904295131,0,0,0,0,0,0.119235218612595,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.19182186223332,0,0,0.221668127467802,0,0,0.0606359630936105,0.714997562966461,0.019189112305287,0,0,0,0,0.447293568499172,-0.710408634163405,0,0,0.206499371151951,0,0.147854958153609,0,0,0,0,-0.124144744285458,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.184642600352593,-0.00916723701655345,0
X600036.CH.EQUITY,0.120643167232439,0,0,0.0407680047472239,0,0,0,0.00317506656391537,0,0,0,0.0713624513221965,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0931302961218201,0,0,0,0,0,0,0,0,0,0.08820693737326,0.0908868475417657,0,0.21164836014808,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0766688693455447,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0643949897315808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174501019880259,0,0,0.1006557203963,0,0,0.0778051481297864,0.0785166927335989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364334697151203,0,0,0
X601628.CH.EQUITY,0,0.416319992506277,0,0.0410992735356901,0.179353007695219,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.113932271357279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489436110818247,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.216209795131937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482809313785604,0,0,0,-0.0798281739709511,0.236340461053073,0.140853991711198,0,0,0,0.415896127229383,0,0,-0.112470420637317,0,0,0,1.04348542601099,0,0,-0.630537383609306,0,0,-0.101843354368159
X601328.CH.EQUITY,0,0,0,0.144610367624053,0,0,0,0,0,0,0,0,0,0.390052894650239,0,0,0,0,0,0,-4.33680868994202e-19,0.275699991777518,0,0,0,0,0,0,0.0270195926364223,0,0,0,0,0,0,0.154065632688776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,4.33680868994202e-19,0.0668155729937257,0,0.040975353545268,0,0,0.0504291419812047,0,0,0,0,0,0,0.231318065273986,0,0,0,-0.0872209197748904,0,0,0,0,0,0,0,0,0,0,0,0,0.368468455558866,0,0.0451465097207403,0,0,0,0,0,0,0,0.0948828288313349,0,0,0,0,0.163795600588437,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140372802742037,0,0.116078067434291,0.59998406999457,0.0620802842207875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.128082861019612,0,0,0,0,0,0,0,0,0,0,0.390980952242056,0,0,0,0.0739471371971135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321000026214021,0,0,1.73472347597681e-18,0,0,0
X000001.CH.EQUITY,0.0259036807612678,0.251031637296248,0,0,0,0,0,0,0.0328725716245741,0,0.0120388959874488,0,0,0.169047906315659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389393626108962,0,0,0,0,0.00347274945651807,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.104871604666054,0.0701674801440519,0,0,-4.33680868994202e-19,0,0,0,0,0,0.147196925662485,0,0,0,0.0394023439949902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267069546174983,0,0,0,0,0,0,0,0.122944767815008,0,-0.0086230216399983,0
X16.HK.EQUITY,0,0,0,0.0113101403038224,0,0,0,0,0,-0.0130303322726714,0,0,0,0,0,0,0,0,0,0,0.105042836514873,0,0,0,0,0,0,0,0,0,0,0,0.0595834412203343,0.492843032011985,0,0,0,0.236221529407933,0,0,0,0,0,0.059884880848342,0,0,0,0,0,0,0,0,0.078146485802835
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123536223790116,0,0,0,0,0,0,0,0,0.047795716436287,0,0,0,0,0.015341730077867,0,0,0,0,0.0150697203171273,0,0.334755042681935,0,0,0,0,0,0,0,0,0.299529836962198,0,0,0.0526133409471959,0.0994126239204613,0,0,0,0
X601319.CH.EQUITY,0.0185016626119664,0,0,0,0,0,0,0,0,0,0.0441671421638519,0,0,0,0.154048281106496,0,0,0,0,0,0,0,0,0,0.115024872223947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498389800801393,0,0.0933224422306276,0,0,0.0498487477898323,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0542901875835651,0.160177687636289,0,0,0,0.0837220040194666,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.53131388651875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159114452879638,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.0857484469124308,0,0.311427586369415,0,0,0,0.130100003678182,0,0,0,0.0253390674750671,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.000640872256606605,0,0.0125755781557681,0,0,0,0,0,0,0,0,0,0,0,0,0.0341772432481399,0.303001976959502,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.14116951054748,0.0528765780011431,0,0.178351058518658,0,0,0,0,0,0.165007826975114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609785710749527,0,0,0,0,0,0,0.103299371469342,0,0,0,0,0,0,0,0,0,0.286592428330651,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.139618399962163,0,0.0902029770995411,0,0,-0.153178776009745,0,0,-0.0718598461780714,0,0,0,0,0.157115358206019,0,0,0,0,0.937195665484877,0,0,0,0.203792498560012,0,0,0,0,0,0,-0.237090846003309,0,0,0,0,-0.222861787718449,0,0,0,0,0,0,0,-0.0660329431706959,0,0.0411723702322744,0.0996431533476697
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0.10794383593811,0,0.318844279948967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205915813356039,0.233269056267308,0,0,0,0.167992467538024,0,0,0,0,0,0,0,0.0300722101259324,0,0,0.0669339387108109,0.0979878771317175,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0.0776303552258242,0,0,0,0.0266202495517193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812907596758168,0,0,0,0,0,0,0,0,0,0,0.059682355071467,0.312978932011573,0,0.169875646165457,0.0634904256728308,0,0,0,0,0,0.253213934030649,0.183778969121803,0,-0.179618609298162,0,0.0938716661834953
X2388.HK.EQUITY,0,0.139047990921862,0,0,0,0.0176810604542964,0,0,0,0,0.00340587306118842,0,0,0,0,0.0117923314217132,0,0,0,0,0,0,0.476592958019044,0,0,0,0,0.0658174826746281,0,0,0,0,0,0.253642378430855,0,0,0,0,0,0,0,0,0,0,0.047082209207615,0,0,0,0,0,0,0,0
