,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.428441488499514,0,0,0,0,0,0.00289534633178029,0,0,0,0,0.361305942918284,0,0,0,0,-0.0451890309065083,0,0,0,0,0,0,0,0,0.0745387124606955,0,0,0,0,0,0,0,0.00135305813678225,0,0,0,0,0,0,0,0,0.0053658928975005,0,0.114163132277585,0,0,0,0
X601939.CH.EQUITY,0.319976887356131,0,0,0,0,0,0,0,0,0,0,0,0,0.504596880251841,0.0502284552401844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733125224642259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202613272080246,0.0631117013630804,0,0,0,0,0,0,0.0292572198437394,0,0,0,0.00452298071987942,0.00860177736763848,0,0,0,0,0,0.0242130967761248,0,0,0,0,0,0,0,0.499215330276858,0,0,0,0,0,0,0,0,0.0432353289832013,0,0
X601288.CH.EQUITY,0.359095940218818,0,0,0,0.397267622147834,0,0,0,0,0,0.0538894802826855,0.00817797112403638,0,0,0.0360805990291511,0.077283467977035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173262260758475,0,0,0,0,0,0,0,0,0,0,0,0.0164264899307624,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177772510528529,0,0,0,0,0,0,0.240429773760902,0,0,0.0938311077268354,0,0,0,0,0,0,0,0.0235736125477537,0,0,0,0.102405019426136,0,0,0,0.0747210843981557,0,0,0,0,0.102856668771099,0,0,0,0,0,8.67361737988404e-19,0.0654333975844861,0,0,0,0.0494478318326373,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.410796435756581,0,0,0.0903983483254343,0,0,0,0.43565674125658,0,0,0,0,0.102575499233771,0.707273533595494,0,-0.568306145625993,0,0,0,0,0,0,0,0,-0.0785822383028071,0,0,0,0,0,0.114918033341498,0,0,0,0,0,0,0,0,-0.189243326339462
X600036.CH.EQUITY,0,0,0,0.00375370901851381,0,0,0,0,0,0,0,0.221229977481683,0,0,0.0546663184258599,0,0,0,0,0,0.164939747317619,0,0,0,0,0,0,0,0,0,0,0.0859273759380062,0,0,0,0.0889539940201546,0,0,0,0,0,0,0,0,0,0,0.0669792103142358,0,0,0.135342340959754,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0122407802625212,0,0,0,0,0,0,0,0,0.176388437513159,0,0,0,0.205640721799694,0,0,0.117239110873741,0,0,0,0,0,0,0.247226269647542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342109100853621,0,0
X601628.CH.EQUITY,0.160257962772423,0.154921782647509,0,0,0,0,0,0.0384759003011724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228538412936936,0,0,0,0,0,0,0,0,0.0151875423366209,0,0,0,0,0,0,0,0,0,0,0.0258484701427008,0,0.216316381391716,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.19712156327198,0,0,0,-0.180426957050633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106356347489547,0,-0.194961401336373,0,0,0,0,0.383665542139845,-0.143444308536424,0,0,0,0,1.12549489206421,0,0,-0.253822409287411,0,0
