,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-0.21260626786031,0,0,-0.0060399967490187,0,0,0,0,0.565265104162289,0,0,0,0,0,0,0,0,0,0,0,-0.126153997981152,0,0,0,0,0,0,0,0,0,0,-0.286303488818158,0,0,0,1.73472347597681e-18,0.683684817259961,0,-0.139784334935436,0,1.38777878078145e-17,0,0,-0.0538387825438758,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.00207467859912149,0,0,0.19269328569672,0,0.0201765446286088,0.0333987373124993,0,0,0,0,0,-8.67361737988404e-19,0.0114652203966034,0,0.111376995643442,0,0,0,0,0,0.045262536043192,0,0,0,0,0.0750285407896061,0,0,0,0,0,0,0,0.0548876655090293,0.536553036400874,0,0,-0.0930862421823339,1.73472347597681e-18,0,0,0,0,-0.0230095081189841,0,0,0
X601939.CH.EQUITY,0.315273097519524,0,0,0,0,0,0,0,0.00925659313736672,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.048712461878438,0,0,0.132676715791085,0,0,0,0,0.109069178518354,0,0,0.0237880663629157,0,0,-0.0822220950664651,0,0,0.291474589138576,0,0,0,0,0.0821268224004091,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.265896368047347,-3.46944695195361e-18,0,0.17410179543317,0.0414185160869661,0,0,0,0,0,0,0,0.0468142857308732,0,0,0,0,0,0,-0.0405075952967078,0,0,0.113515068834752,0,0,0,0,0,0,-0.066772658617084,0,0,0,0.191857265162533,0,0,0,0.0984267764127575,0,0.0846807977645616,0,0,0.0820902800400787,0,0,0
X5.HK.EQUITY,-0.096369245739074,0,0,0,0,0,0,0,0,0,0.0820153270908601,0,0,0,0,0,0.27475580933413,0,0.000797463966648565,8.67361737988404e-19,0.351909710774446,0,0,0.346300857099096,0,0,0,0,0,-0.26347992510974,0,0,0,0,0,0,-0.125694162825198,0,0,0,0.250910059582147,-0.0946687962883633,0,0,0,0,-0.114407350835345,-0.119726463606849,0,0,0
X601988.CH.EQUITY,0.25475017974721,0,0,0.571818506250647,0,0,0,0,0,0,0.101480717693982,0.0999970850374323,0,0,0,0,-0.0473558806758389,0,0,0,0,0,0.00624089875631737,0.058499066192545,0,0,0.0411631704326377,0,0,0,0,0,0,0,0,0,0,0.0266081409716371,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.6303715905426,0,0.148654053395963,0,0,0,0,-0.176552783333538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342219469008219,0,0,0,0,0.0704309738339996,0.0644093132062996,0,0.0754096382236353,0,0,0,0,0,0,0.137710947874138,0,0,0,0,0.03755929125759,0,0,0,0,0
X1299.HK.EQUITY,0,0.0363539271514237,0,0,0,0,0,0,0,0,0,0,0,0,0.368926082231258,0,0,0.0529706861796406,-0.109402673275671,0.104897285458459,0.0458051300500595,0,0,0,0.159127340848482,0.187143018125193,-0.179918403540674,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684932350142054,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0463396291933732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317671573192732,0,0.0731123648751036,0.126467001689562,0,0,0,0,0,0.0357123207809666,0,0,0,0,-0.0695087795186374,0,0,0,0,0,0,0.0461425632088058,0,0.224409799468626,0,0,0,0,0,0,0,0,0,0.116443844814983,0,0
X601328.CH.EQUITY,0,0,0.0351334998442341,0.33189172454479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170757052662609,0,0,0.162084597976101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
