,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-0.155191908663104,0,0,0,0,0,0,0,1.73472347597681e-18,0.521111111532809,0,0,0.0191686950555589,0,0.0191381609877306,0,0,0,0,0,-0.189535919680031,0,0,0,0,0,0,0,0,0,0,-0.308129901327448,0,0,0,0,0.700498957314814,0,-0.15489430250661,0.0589540189278145,0,0,0,-0.0527203832408868,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.189908417097204,0,0.025821171165003,0.0299465781485741,0,0,0,0,0,0,0.0276655521069854,0.124961719801644,0,0,0,0,0,0,0.0493371761009614,0,0,0,0,0.0991884336765052,0,0,0,0,0,0,0,0.038187949899891,0.530595557085185,0,0,-0.111002240791635,0,0,0,-0.0331843177473033,0,0,0,0,0
X601939.CH.EQUITY,0.330619349468663,0,0,0,0,0,0,0,0.0285146609583796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181767236404923,0,0,0,0,0.160795920314681,0,0.0594383160226897,0,0,0,-0.181599558200213,0,0,0.36049182414915,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0414423963139253,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.230449074212929,0,0,0,0.0124557671362321,0,0,0.0527435576909851,0,0,0,0,0,0.0589676037452566,0,0,0,0,0,0,0,0.129397057483228,0,0,0,0,0,0,0,0,0,0,0,0.311910505666828,0,0,0,0,0.167070705674899,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0576395225083765,-0.136257988178045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350237366607797,0,0,0.205892384704114,0,0.175162550177492,0,0.309207361634145,0,0,0,0,0,-0.108735957511863,0,0,0,0,0,0,0,0,0,0,0.197295863993523,-0.0768241178906449,0,0,0,0,-0.0859862665202566,0,0,0,0
X601988.CH.EQUITY,0.250209471559061,0,0,0.573092792846239,0,0,0,0,0,0,0.101985100643626,0,0.103070291519183,0,0,0,-0.0540209763161928,0,0,0,0,0,0.00635467230423996,0.0605335774522947,0,0,0,0.0465530542463304,0,0.00377905661899734,0,0,0,0,0,0,0,0.0217604536690851,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.581308293963084,0,0,0,0,0,0,-0.00487718334157161,0,0,0,-0.0882588239340373,-0.141445408261712,0,0,0,0,0,0,0,0,0,0,0,0.255165582120972,0,-0.125897974649013,0,0,0.020194597935642,0,0,0,0,0,0,0,0,0,0.172371864039067,0,0,0,0,0.132206093138174,0,0,0,0,0
X1299.HK.EQUITY,0,0.180361149419114,0,0,0,0,0,0,0,0,-0.0922102400523382,0,0,0,0,0.26082225642418,0,-0.154049345419209,0.0711498456284555,0,0,0.0608706838490414,-0.0253299939827419,0,0.548924236743337,0,0,-0.0957877427896157,0,0,0,0,0,0,0,0,0,0,0,-0.0873443657755589,0,0,0,-0.011960677424328,-0.134067305678528,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.110985038358333,0,0.0421686647548719,0,0,0,0,0,0,0.0284239777735808,0,0.0164056977072731,0.227067088793322,0,0,0,0,0,0,0,0,0,0,0.14694932954029,0,0,0,0,-0.0179142437012417,0,0,0,0,0,0,0.118948503813072,0,0.171461118187909,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0
X601328.CH.EQUITY,0,0.224936589365056,0.167816827910754,0.312144826154269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236778693257838,0,0,0.111590488777041,0,0,0.258140335116104,0,-0.0340184604291172,-0.0745259838691114,0,0,0,0,0,0,0,0,0,0,0,0,0.0736356024185812,0,0,-0.0296763177976255,0,-0.286276835068225,0,0
