,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.221925317626316,0,0.404743714489414,0,0,0,-0.0104869865150071,0.146852819659632,0,0,0.0936931526471907,0,0,0,0,0,0,0,0,0,0,-0.0751306582935547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444362807356351,0.00698658325169096,0,0.122818814589519,0
X601939.CH.EQUITY,0.354076818792904,0,0,0.286125548718921,0,0,-0.0952257775827622,0,0,0,0.00279720855278723,0,0.140306340792026,-0.064818699107606,0,0,0,0,0,0,0,0,0,0,0,0.0316896934872792,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.201853332744903,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0
X601288.CH.EQUITY,0.450006832030032,0,0,0,0.209368114657903,0,0,0,0,0,0,0,0.0159360381816557,0,0,0,0,0,0,0,6.93889390390723e-18,0.170177079367231,0,0,0,0,0,0,0.0199417994836082,0,0,0,0.0264281924817635,0,0,0,0,0,0,0,0,0,0.0643604579188813,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.147589468438184,0,0.280663475426298,0,0,0,0,0,0.27120062921699,0,0,0,0,0,0,0.132896452788669,0,0,0,0,0,0,0,0,0,0,0,0,0.0983415086666267,0,0,0,0,0,0,0,0,0,0,0.109119847630268,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882467741642891,0,0,0,0,0,0,0,0,0,0.142080898475252,0,0,0,0,0,0,0,0,0,0,0,0.0135817848930906,0.176944366286439,0,0,0.0313445078391897,0,0,0,0.188424313210632,0,0,0,0,0,0,0,0.0234707080132892,0,0.225270948421277,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.187281376237342,0,-0.088635965919542,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.1970424767337,0,-0.776200924884219,0,0.492399454443411,0,0,0,0,0,0,0,0,0,0,0,0,0.4334779233776,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833581008442382
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0
X601658.CH.Equity,0,0,0,0.165442845544715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138379091610127,0,0,0,0.14112500157364,0,0,0,0.294861445510084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
