,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.413317489637563,0.0764067416465835,0,0,0,0,0,0,0,0,0,0,0.051987067758357,0,0,0.0763653117969242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052152732684844,0,0,0,0,0,0,0,0,0,0.078667169086788,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0766553121279124,0.246944481854512,0,0,0,0,0,0,0,0,0.327847643364969,0,0.0906285861742868,0.0574180456608737,0,0,0,0,0.0921474161629186,0,0,0,-0.0128884608374193,0,0,0,0,0,0.0267390461274847,0,0.00909264805168823,0,0.0425975026468861,0,0,0,0,0,0,0,0,0.0119313020779856,0,0
X601939.CH.EQUITY,0,0,0,0.682876339497391,0.0210916268404695,0.051491662333338,0,0,0,0.20697809102144,0.0590361432658133,0,0,0,0,0,0,0,0,0,0.0754465778657071,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158986757064523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.274150710881438,0,0,0.772099115032479,0,0,0.0138043922816424,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147195694480579,0,0,0,0.109988199173001,0.0142789244511074,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.154174697588986,0,0.306773102865811,0,0,0,0,0.0445017631630553,0,0,0,0,0,0,0.0211660646519386,0,0,0,0,0,0.0149517558230368,0,-0.144298607797386,0,0,0,0,0,0,0,0,0.112304561557119,0,0,0.291274739750862,0,0,0,0,0,0,-0.0588660418078153,0,0.0602287158369254,0,0
X601988.CH.EQUITY,0,0,0,0,0.309394169714619,0,0,0,0.253880393550926,0,0,0,0,0,0,0,0.0163768291141057,0,0,0,0,0,0,0,0.0499269492104771,0.0328219425988756,0,0,0,-0.152906881953284,0,0,0.0425498541691968,0,0,0,0,0,0,0,0,0.123874243939839,0,0,0,0,0,0,-0.0183325450746823,0,-0.163671961030549
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.439707332856503,0,0,0,0,0,0,0,0.191676040011758,0,-0.114878267350406,0,0,0,0,0.190691099052068,0,0,0,0,0,0.153312414162294,0,0,-0.0123348472038049,0,0,0,0,0,-0.173831014605712,0,0.146919137869092,0,0,0.139078167183215,0,0,-0.0291605112692264,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.236917219067063,0,0,0,0,0,0,0,0.0230175020656512,0,0,0,0.235389290718754,0,0,0,0,0,0,0,0,0.0599142339844888,0,0.110160377362965,-0.233150655908632,0,0.0606385727455887,0,0.0628447392088328,0,0,0,0.365776811943452,0,0,0,0,0,0,-0.0271510909329115,0,0,0,0,-0.00976702890479287,0,0
X601628.CH.EQUITY,0,0.16704827956504,0,0.00497442419342074,-0.107360974731316,0,0,0,0,0,0,0.00754650764886992,0,0,0,0,0,0.184743817146951,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0206999596143363,0,0.344217794817758,0,0.0375194693181889,0.157976824862133,0,0.0810571210166883,0,0.0983264023512106,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.17904471403237,0,0,0,0.374856767286369,0,0,0,0,-0.00355073404243636,0.45979892239021,0,0,0,6.93889390390723e-18,0,0,0,0.048106964985432,0.186592487558839,0,0,0,0,0,0,0,0,0,0,-0.0389739401694084,-0.0920240341957715,0,0,0,0,0,0,0,-0.0433102163744852,0,0,0,-0.0970386459311526,0,0,0,0,0
X601166.CH.EQUITY,0.145292758948175,0,0,0.251775663303227,0,0,0,0,0,0.0857282375249955,0,-0.0225354036288753,0.244706507896389,0,0,0,0,0,0,0.0465622677745542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295778577844191,0,0,0,0,0,0,0.0966027752085389,0,0,0,0,0,0,0,0.0682463716794382,0
X601319.CH.EQUITY,0,0,0,0,-0.0775770743674727,0,0,0,0,0,0,0,0,0,0,0.0189874180157532,0,0,0.252901095985785,0,0.0331472049320295,0,0,0,0,0,0,0,0,-0.0653199116853335,0,0,0,0.219139425477003,0,0,0,0.122121707079601,-0.21959810914302,0,0,0,0,0.331148287160638,0,0,0.120238411499185,0,0.100364873502385,0,0
X600000.CH.EQUITY,0,0,0.208198984641072,0,0.091161389308189,0,0,0,0,0.17274956333391,0.157274754860342,0,0,0,0,0,0,0,0.0983134606160806,0,0.0458524770037704,0,0,0,0,0,0.294610623917915,0,0,0,0,0,0,-0.0559511360089224,0,0,0,0,-0.277772795563975,0,0,0,0,0,0,0,0,0,0,0,0
