,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0146674028804687,0,0.151889118195258,0,0.0111850869351689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675447423338838,0,0.259324556794896,0,0,0.0584182914108509,-0.1244702453517,0,0,0,0,0,0.269335954342269,-0.193660040891935,0,0,0,0,0,0,0,0,0,0,-0.139057319977916,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.150293271420596,0,0,0,0,0.0850281771025536,0,0.00165126733766193,0,0,0,0,0,0,0.261555869123979,0,0,0,0,0,0,0,0,0.0987213472553526,0.0449944244848337,0,0,0,0,0,0,0,0.240380264497064,0,0,0,0,0,0,0,0,0.016896021590065,0.00970586564308595,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.847971354712757,0,0,0,0,0,0,0,0,0,0.0499174403213361,0,0,0,3.46944695195361e-18,0,0.035458292209429,0,0.0205561187066999,0,0.0447254400997797,0,0,0,0,0.0847149476761298,0,-0.121887820234714,0,0,0,0,0,-0.0093858289375787,0,0,0,0,0.0763509149980644,0,-0.0648154245788243,0,0,0,-3.46944695195361e-18,0.0212769837829234,0.039320229713188,0,0
X601288.CH.EQUITY,0.01029717485248,0,0.895142952004054,0,0,0,-0.06339354046459,0,0,0,0,0,0.00411851605299587,0,0,0.0426394414034716,0,0.106441633322789,0,0,0,0,0,0,0,0.0516350074438011,-0.0617364871430992,0,0,0,0,0,0,0,0,0,0,0,-0.0958176849221313,0,0,0,0,0,0,0,0,0,0,0,-0.0464197140711562,-0.0100233715126227
X601988.CH.EQUITY,0,0,0,0,0,0,-0.0170193599390559,0,0,0.000609937174537168,0,0,0,1.18310547043366,0,0,0,0,0,-0.242580994740229,-0.205272892207481,0,0,0,0,0.0443097612224496,0,0,0,-0.132846565193297,0,0,0,-0.042455373133841,0,0,0,0,0,0,0,0,0,0.0143368393868219,0.0519238516501641,0,0,0,0,0.0459385858594835,0,0
X600036.CH.EQUITY,0,0,0.280327591995909,0.0981279615477422,0,0,0,0.0167657030819749,0.0194294600367325,0,0,0,0,0,0,0,0,0,0,0.0265164703154687,0,0,0,0,0,0.0662505678292025,0,0,0,0.103887857144294,0,0,0,0.363460788842799,0,0,0,0,0,0,0,-0.0559614410148207,0,0,0.0629685596501809,0,0.0708254146336983,0,0,0,0.064188055661515,0
X601628.CH.EQUITY,-0.00675961595822418,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0161012420862526,0.681363917153915,0,0,0,0,0,0,0,0,0,0,0.0830623219371623,0,0,0,0,0,0,0.0793917930770198,-0.084927444968147,0,0,0,0,0,0,0.300453904162277,0,0,0,0.299602390774591,0,0,-0.213430837035499,0,0,0,0,0,0.0768631683150389,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.185891113482594,0,0,0,0,0,0,0,0,0,0,0,0.157150028047102,0.0637993230682569,0,-0.139603107138979,0,1.38777878078145e-17,0,0,0,0.0199981929077543,0.152486378841863,0,0.185258540122942,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.440394940150324,0,0,0,0.0847173975039578,-0.0116624747032026
X5.HK.EQUITY,0,0,0,0,0,0,-0.246247082182456,0,0,0,0.0737668120098914,0,0,0,0,0.275029744097619,0,0,0,0,0,0.0692551959197874,0,0,0.270332821295127,0.12394195538458,0.120453764150754,0,0.187197412461539,0,0.134258258743721,0.0505767147016865,0,0,0,0,0.210037613559545,0,0,-0.171855603104163,0,-0.0530504675861885,0,0.156576173100228,0,0,-0.280651477368866,0,0,0,0.252298489380771,0
X601658.CH.Equity,0,0,0,0.232063786211526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225418754154457,0.0572846433538805,0,-0.113656243448923,0,0,0,0,0,-0.131885920063541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38782241054211,0,0,0.0642859823246708,0,0,0,0,0,0
