,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.0367322140846266,0,0,0.0789233019925643,0,0.274600189279277,0,0,3.46944695195361e-18,0,0,0.136810928267666,0,0,0,0.126872761674832,0,0,-0.00920185695924262,0,0,0,0,0,0,0,0.0303612680017086,0.257191954265806,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0421876021553646,0,0,0,0
X601939.CH.EQUITY,0.00631868025070515,0,0,0.184063785266747,0,0,0,0,0,0,0,0.372944030777562,0,0.252164853835227,0,0,0,0,0,0,0.0692616063060528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066121564944906,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X601318.CH.EQUITY,0.188557772722466,0,0,0,0,0,0,0,0.201454810722364,0,6.93889390390723e-18,0,0,0,0,0.29818048997078,0,0,0,0.123781339384667,0,0,0,0,0.0233062637493955,0,0,0,0,-0.0362000530463454,0,0,0,0,0,0.0923722660436164,0,0,0,0,0,0,0.0270387045570191,0,0,0,0,0,0,0.10380489538127,0,0
X601288.CH.EQUITY,0.345334886126763,0.0242220324230191,0,0,0.492557518241039,0,0,0,0,0,0,0,0,0,0.0318839854036804,0.00784705793603192,0,-0.0303214300936677,0,0,0,0,0.0141668265656163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100765324377068,0,0,0
X601988.CH.EQUITY,0,0,0.189856303693986,0,0,0,0,0,0,0,0.130956985950161,0,0,0,0,0.0256346069039401,0,0.0903340775914108,0,0,0,0,0,0,0.0398824398761907,0,0,0,0,0,0,0.152818643807599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212455034205862,0,0,0,0.124720074174872,0,0
X5.HK.EQUITY,0,0,0,-0.0215440727197897,0,0,0,0.161420082074939,0,0,0,0,0.424598242081193,0,0.235533652781225,0,0,0,0,0,0,0.574532827709351,0,0,0,-0.640886071430773,0,0.228826813789662,0,0,0,0,0.159876555429502,0,0,0,0,0,0.116997504280056,0,0,0,0,0,0,0,0,0,0,0,0.169451190540562,0
X600036.CH.EQUITY,0,0,0,0.060787478973243,0,0,0,0.0924002136329321,0,0,0,0,0,0,0,0.135498838506136,0,0,0.123238459504314,0,0,0,0,0,0,0,0,0.0542621940528318,0,0,0.190750947961103,0,0.230587666419876,0,0,0.0415644601389825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00855566493398019,0,0,0,0,0,0,0,0,0.131455791623381,0,0,0,0,0.106604075913042,0,0.167851629689399,0,0,0,0,0,0,0.168749381921378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358995614922521,0,0,0
X601628.CH.EQUITY,0.26197464606182,0,0,0,0,0,0,0.0724019493647222,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0512090471426791,0,0,0,0,0.116939450001723,0,0,0,0,0.25981149224105,0,0,0.0626647916513796,0.109841756728949,0,0,-0.142466253420088,0,0,0,0,0,0,0,0,0,0,0.124474019066556,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.115679974876854,0,0,0,0,0,0.18644648348904,0,-0.105858383696943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770449304999826,0,0,-0.225382050233398,0,0,0,0,0,0,0.693017123245388,0,0,0,0,0,0,0.468296125857923,0,-0.161680865598113,0,0,0
X601328.CH.EQUITY,0,0,0.00616380902442024,0,0,0,0,0,0,0,0,0,0,0.446517960295327,0,0,0,0,0,0,0,0,0.0416731957980696,0.244193696621714,0.0378840451905361,0,0.0638207873440587,0,0.00173097868582707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117020109712455,0,0,0,0.0402060859759446,0,0
X601166.CH.EQUITY,0,0,0,0.186248488392633,0,0,0.246425418164816,0,0,0,0,0,0,0.141209856920495,0,0,0,-0.0211303134391852,0,0,0,0,0,0,0,0,0,0,0,0,0.284071028359669,0,0,0,0,0,0,0,0.142033215113675,0,0,0,0,0,0,0.046689506449542,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.048135544155481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140339535981055,0.560051257607544,0,0,0,0,0,0,0.0153175543446063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
