,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.373965688172984,0.0101376776416697,0.029259262477934,0,0,0,0,0,0,0.214817901453985,0,0,0,0,0,0,0,0,0,0,0.11105109366725,0,0,0,0.0809058122164061,0,0,0,0.0196482960160764,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256439803799667,0.00226812994708733,0,0,0,0,2.16840434497101e-19,0.0439447869104185,0,-0.138077322727932
X601939.CH.EQUITY,0.532049033319224,0,0,0.127141277270287,0,0,0,0,0,0,0.141076318044124,0,0,0,-0.0456393342284633,0,0,0,0,0,0,0,0,0,0,0.162985889379089,0,0,0,0,-0.0516776186176198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290805583627972,0,-0.00188976150472357,0
X601318.CH.EQUITY,0,0,0,-6.93889390390723e-18,0.2059524258561,0,0,0,0,0,0,0,0.133867200040975,0,0.0161119581469333,0,0,0,0,0,0,0.154318583806683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480662921150057,0,0,0,0,0,0,0.190158076239106,0,0,0,0,0,0
X601288.CH.EQUITY,0.299381683756068,0.0885010779628853,0,0,0.179848556080421,0,0,0,0,0,0,0,0,0.192450488540417,0,0,0,0,0,0.0484041942909297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123801245199929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0461745397001675,0.459870051196581,0,0,0,0,0,0.235656626732114,0,0,0,0,0,0.273488236656215,0,0.0353370684765145,0,0,0,0,0,0,0.00251839638099337,0,0,0.109829997761841,0,0,0,0,0,0,0,0,0,-0.628439324360615,0,0,0,0,0,0,0,0,0,0,0,0.0568094710848969,0,0
X600036.CH.EQUITY,0,0.0667349853041778,0,0,0,0,0,0,0,0,0,0,0.1989208146592,0,0,0,0,0.00721699464130525,0,0,0,0.27291588762636,0,0,0,0,0,0,0,0,0,0.282354794278915,0,0,0,0,0,0,0,0,0.0709916264440497,0.046740275626576,0,0.0058853521197966,0,0,0,0.0989686284873416,0,0,0,0
X1299.HK.EQUITY,0,0,0.00267883714813525,0,0,0,0,0,0,0,0.134402478079964,0,0,0.18361781089857,0,0,0.239538551153601,0,0,0,0,0,0.207859116996248,0,0,0,0,0,0.0749536377180884,0,0,0,0,0,0,0,0,0,0.140797501900216,0,0,0,0,0,0,0,0,0,0,0,0.0369681390101552,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38729114815879,0,0,-0.238440416025428,0,0,0,0,0,0.347564985712639,0,0,0.748399060666101,-0.0356044570550439,0,0,0.241006671500682,0,0,0,0,0,0.37594420699487,0,0,0,0,0,0,0,0,-0.235627561603433,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0562427441603523,0,0,0,0,0,0,0,0,0,-0.165149571069839,0,0,0,0,0.11309650471348,0,0,0,0,0.274253703690226,0,-4.33680868994202e-19,0,0,0,0,0.0549939067592527,0,0,0.012250586097096,0,0,0,0,0,0,0,0,0.281339364586768,0,0,0,0,0,0,0.0358461881341109,0,0,0.123719823537169,0
X601658.CH.Equity,0,0,0,0.133662543743919,0.165035553825446,0,0,0,0,0,0,0,0,0.118214521632178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496246139631043,0.114844009801132,0,0,0,0,0,0,0,0.256236764412756,0,0,0,0,0,0,0,0,0,0,0,0.376708622440619,0,0,0.0392592779835412
