,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.60174500205482,0,0.020970411505539,0,0,0,0,0,0,0,0.100588746690723,0,0,0,0,0,0,0.124392513548861,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.0202179296577387,0,0,0,0,0.0797326486797799,0,0.0461821358915552,0,-0.00301442260626362,-0.0131195513290793,-0.0395261759030134,0,0.0393139187153248,0,-0.011524253846749
X601318.CH.EQUITY,0,0,0,0.198415244889759,0,0,0,0,0.0744164030957138,0,0,0,0,0,0,0,0,0,0,0.190765252292796,0,0,0,0,0,0.0264271093787331,0,0,0.0993256480831144,0,0,0,0,0.0646155579560795,0,0,0,0,0,0,0.183401793868378,0.0196519623502606,0,4.33680868994202e-19,0,0,0,0.0898196213165226,0,0,0
X601939.CH.EQUITY,0.148217959194567,0,0,0.32690723865576,0,0.243471165238311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109957671370717,0,0,0,0,0,0,0,0.13518517228443,0,0,0,0,0.0690193028231313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231268489926807,0,0,0
X601288.CH.EQUITY,0.0133871103241279,0,0.288850998865876,0,0,0,0,0,0,0.211321485987185,0,0,0,0,0,0,0,0,0,0.0500378175213729,0,0,0,0,0.0131340460516192,0.224683518772614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720415654492096,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.210112978123948,0,0,0,0,0,0,0.0636971468157551,0.231849388978434,0,0.17469260798945,0,-0.0920901987191459,0,0,0,0,0,0.365962872882153,0,0,0,0,0.116259587847404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.459199118885615,-0.0969527743544693,0,0.0216008542854372,0,-0.217600395520618
X601988.CH.EQUITY,0,0,0.11074675431063,0,0.0360851241961209,0,0,0,6.93889390390723e-18,0,0,0,0.0650339565089668,0.0579780267468523,0,0,0,0,0,0.00593346100451811,0,0,0.620378836670362,0.0150803622050189,0,0,0,0,0,0.107732647364372,0,0,0,0,0,0,0,0,0,0,0.0461274373647452,0,0,0,0,0,0,0,0,0.085278012911777,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431475813584867,0,0,0,0.261095972437664,0,0,0,0.172405718314812,0,0,0,0.0743839045098922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00994813104857945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789035571774402,0,0,0.0054688783429602,0.068509115700784,0,0,0,0,0,0,0,0,0,0,0,0,0.0148507092333183,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.212571278900893,0,0,0,0,0,0.0309698243904473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574808091681524,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.398404380888309,0,0,0.230527686881264,0,0.00121403661218806,0.0277536992582405,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.111989524420766,0,0,0,0,0.150365195814251,0,0,0,0,0,0.189850397470752,0,0,0,0,0,0,0,0.267046068334148,0,0,0,0,0,0,0.040948538322242,0,0,0.000207791610017945,0,0,0,0,0,0,0,0.0397218097140843,0.206490800347451,0.0223322035353226,0,0,0,0,0,0,0.0119078744449011,0,0
X601166.CH.EQUITY,0.0289170752424086,0,0.218986754088995,0,0,-8.67361737988404e-19,0,0.164927102759909,0,0.0811723193840556,0,0,0.00459846130529145,0.186119956348039,0,0,0,0,0,0,0,0,0,0,0,0.0900938304992362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962514496321628,0,0,0,0,0,0,-0.0456458414690011
X16.HK.EQUITY,0,0,0,0,0,0,-0.0771525573878144,0,-0.148682890825545,0,-0.0354949250674366,0,-0.0906761019303788,0,0,0,0,0,0,0,0,-0.0907417552964779,0,0,-0.030878998061746,0,0.136314867831156,0,0,0.137128315838442,0.187636169952236,0.268221306056093,0.339438759707852,0,0,-0.0780645791825949,0,0,0.0504914023929703,0,0,0,0,0.0356181393141064,0,0.204563471491837,-0.00802877008900492,0,0,0.0853538649911185,0
X11.HK.EQUITY,0,0,0,0,0,0,0.147123359546736,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0344464304425198,0.162921381024979,0.253543414645629,0.143522687477229,0,0,0,0,0,0,0,0.161558632748649,0,-0.102738630239606,0,0.0328083544586673,0,0.24269371891824,0,0,0,0,0,0,0,0,0.0741112115907709,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.000476390527897698,0.0227494960929619,0.0751888212148455,0.181282516403831,0,0,0.24162205033497,0,0.0901024270060899,0,0,0,0.0566097590520322,0.0351174989678231,0,0,0,0,0.0387960746894961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205716558048566,0.00736216798623088,0,0.0580069646129164,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0.0572822385535147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284750597475323,-0.0282551360325513,0,0,0,0,0,0,0.0461385199246384,0.0748874828595532,0,0.109755969407383,0,0,0,0.0357841493104243,0,0,0.651138495046937,0,0,0,0,0.0699586954733452,0,0,0,0,0,0,0,0,0,0,0,-0.0664714200559153
X601319.CH.EQUITY,0,0,0,0,0,0,-0.327457093614209,0,0,0,0,0.139580434771782,0,0.139602617193009,0,0,0,0,0,0,0,0,0,0.308864042017938,0,0,-0.254505248959525,0,0,0.206754849622469,0,0,0.167651781599086,0,0,0.5487553349772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.10750651346445,0,0.02638840301144,0,0,0,0,0,0.237047197081946,0,0,0,0,0,0.129797428858137,0,0.188073316945252,0,0,0,0,0,0,0,0,0,0.0798541639727881,0,0,0,0,0,0,0,0,0,0,0,0,0.0408951934244581,0,0,0,0,0,0,0
X267.HK.EQUITY,0,-0.105644918664342,0,0,0.147664876656776,0,-0.0681389427540875,-0.128837675152188,0,0,0,0.160232989267627,0,0,0,0,0.450265096643152,0,0.402734211227557,-0.159730403391039,0,0,0,0,0,0,0,0,0,0.307898836011265,0,0,0,0,0,0.10973631111673,-0.240075723272248,0,0,0,0,0.0804000492834819,0,0,0,0,0,0,0,0,-0.127315117261939
