,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.100353758955579,0,0,0.361176198817942,0,0,0,0,0,0.200620682679789,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197708234261119,3.46944695195361e-18,0,-0.157549045471524,0.0620074693966819,0,0,0,0,0.125507108990101,0,0.0538750733536782,0,0,0,0,-0.132609780270196,0,0,0,-0.0256630297716674,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.129320817020535,0,0,0,0.0186073743593833,0,0,0.21685096638771,0.0154736852764335,0.0279827532173224,0,0,0,0,0,0,0,0.054548133898328,0,0,0,0,0.0443906727568889,0,0,0,0,0,0,0.00534242651825204,0,0,0,0.516256815470639,-0.0679511293773644,0,0,0,0,0.0864810430620096,0,0,0,0,0
X601939.CH.EQUITY,0.236195060422857,0,0,0,0,0,0,1.73472347597681e-18,0.039943149487367,0.0200003803594748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386682017874284,0,0,0,0,0,0,0.09563142551213,0,0.0134690433307349,-0.0491800182051297,0,0,0.0215151486209758,0,0
X601288.CH.EQUITY,-4.33680868994202e-19,0,0,0,0,0.232865218348647,0,0,0,0,0.00875914410138843,0,0.0903029568031025,0,0,0,0,0,0,0,0.121758737113946,0,0,0,0,0.160686766845955,0,0,0,0,0,0,-0.085767383318339,0,0,0.0225023356397976,0,0.0430116432594804,0,0.214414627191377,0,0.118737817232253,0,0,0,0,0,0.0596783910238914,0,0,0
X5.HK.EQUITY,0,-0.222592896520021,0,0.0318691010768,0,0,0,0.114695900882152,0,0.102173993150283,0,0,0,0,0,0.290202949101057,0,0.235679220083758,0,0.231892263435529,0,0,0,-0.205694547041238,0.378481745946183,0,-0.0338256808347621,0,-0.208942686668988,0,0,0,-0.0727832188308333,0,0,0,0,0,0,0,-0.0312332273528506,0,0.151013263645707,0.231681816491276,0,-0.019545884015989,0,-0.199261493522964,0,0,-0.0655683747318036
X601988.CH.EQUITY,0.367308975048307,0,0,0.487531412144242,0,0,0,0,0,0.0616860517577921,0,-0.0953588553941578,0.0651715261682428,0,0,-0.0745796172323042,0,0,0,0,0,0,0,0,0,-0.0270044730303551,-0.0939718819305032,0.212166448567782,0.0876096080078692,0.0854560362884335,0,0,0,0,0,0,0,0,0,0.0108894917160224,0,0,0,0,0,0,0,0,0,0.0998733532607268,-0.048855127738547
X600036.CH.EQUITY,0,0.657049306102824,0.0302409510327722,0,0,0,0,0,-0.177044021406301,0,0,0,0,0,0,0,0,0,0.143067630386068,0,0,0,0,0,0,0,0.0168650889628057,0,0.0195158310330838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239555675567636,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0774281297080995,0,0,0,-0.0881508353560496,0,0,0,0.332174853555672,0.0865296569954761,0,0.198368554190759,-0.10713982307446,0,0.195244684454512,0,0,0.198545190674159,-0.0891390604241315,0,0,0,0,0,0,0,0.00708635813058641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.160773724979377,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.00329928008374241,0,0.273234028936215,0,0,0,0,0,0.00731734182126232,0,0,0.163856377812441,0,0,0,0,-0.0515694938484338,0,0,0,0,0,0,0,0,0.14036004889448,0,0.0983222509717228,0,0,0,0,0,0,0,0,0.109693514415673,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.284136840146012,0.250747898566727,0,0,0,0,0,0,0,0.400890855576924,0,0,0,0,0,0,0,0,0,-0.0628310470060711,0,0,0.00705286706764258,0,0,0.377895407245652,0,-0.0737467279930546,0,0,0.325257180216253,0,0,0,0,0,0,-0.117964181582993,-0.192798878696986,0,0,0,-0.0352523551576967,0,0,0
