,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.410309558973914,0.0759472051465641,0,0,0,0,0,0,0,0,0,0,0.0531817720038706,0,0,0.075858595636636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516320022427511,0,0,0,0,0,0,0,0,0,0.0782785116896028,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.132514802498047,0.254875281056262,0,0,0,0,0,0,0,0,0.288984955392613,0,0.0811119426947435,0.0435354393682141,0,0,0,0,0.0971756392690069,0,0,0,0,0,-0.0111475157592737,0,0,0,0.0603058506300549,0,0,0,0.0234267428091298,0,0,0.0157841136311599,0,0,0,0,0.0303908012958519,0.00282020630181066,0,0
X601939.CH.EQUITY,0,0,0,0.709799130288234,0.0319922145899223,0.0528927858126307,0,0,0,0.243650911434279,0,0,0,0,0,0,0,0,0,0,0.0476649616085255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223708554717493,0,0,0.0226140311296149,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.316723313206208,0,0,0.844086670453346,0,0,0,0,0,0,0,-0.0378523697206291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101290704585361,0,0,0.02954889033998,0.12713002715056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.149984095719575,0,0.300976654627405,0,0,0,0,0.0432375485439422,0,0,0,0,0,0,0.0206319645574409,0,0,0,0,0,0.014568669292149,0,-0.139972503420852,0,0,0,0,0,0,0,0,0.109302778243101,0,0,0.282307257782206,0,0,0,0,0,0,-0.0573420879675732,0,0.0584804527739958,0,0
X601988.CH.EQUITY,0,0,0,0,0.368049122096971,0,0,0,0.0901537675627805,0,0,0,0,0,0,0.0951892507120477,0.040233315339706,0,-0.0703825272887048,0,-0.0704962171824939,0,0,0,0.244592464345599,0,0,0,0,0,0,-0.22258048866758,0,0,0,0,0,0,0,0,0.069157106129156,0,0,0,0,0,0,0,-0.0306672803513117,0,-0.12261323926652
X600036.CH.EQUITY,0,0.0982310014315085,0,0,0,0,0,0,0,0.425743112452934,0,0,0,0,0,0,0.00715980488974456,0.153445595662046,0,-0.122992014296051,0,0,0,0,0.16734574522193,0,0,0,0,0,0.218245843327531,0,0,0,0,0,0,-0.0151526344328347,-0.0257019985260791,-0.193267809329894,0.14879406873745,0,0,0,0.135548868580545,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.230558724408941,0,0,0,0,0,0,0,0.0386323470305243,0,0,0,0.218009219868391,0,0,0,0,0,0,0,0,0.0573165220538494,0,0.12278953253204,-0.223267486048311,0,0.0654880249579654,0,0.0389234497804092,0,0,0,0.371652609941014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.125734278515611,0,0.00170429343650705,-0.0907627306938371,0,0,0,0,0,0,0.0232607625696304,0,0,0,0,0,0.193639812274799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407551263570297,0,0,0,0,0,0.203831089688845,0.0662223506407352,0,0.0781428232707605,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.153486510942047,0,0,0,0.383096923925689,0,0,0,0,0,0.464959053019649,0,0,0,0.0411389318593954,0,0,0,0.0891414825558324,0,0.204000544592401,0,0,0,0,0,0,0,-0.0111062012327608,0,-0.0730978800825388,0,0,0,0,-0.0831488417008237,0,0,-0.072060642160178,0,0,0,0,-0.120624352467527,0,0,2.16840434497101e-19,0,0
X601166.CH.EQUITY,0.156184370943815,0,0,0.235486913893561,0,0,0,0,0,0,0,-0.018528014169989,0.237426046277937,0,0,0,0,0,0,0.047806181961888,0,0,0.0929722483007323,0,0,0,0,0,0,0,0,0,0,0,0.0284765444905776,0,0,0,0,0,0.0514248564473779,0,0,0,0,0,0,0,0,0.0828023988486448,0
X601319.CH.EQUITY,0,0,0,0,-0.0672050636689096,0,0,0,0,0,0,0,0,0,0,0.00811535680584886,0,0,0.284910386435238,0,0.0390766585207673,0,0,0,0,0,0,0,0,0,0,-0.0797298305706683,0,0,0,0.105641386138557,0,0.224493970185539,-0.223322066525221,0,0,0,0,0.344943691968972,0,0,0.107667112767818,0,0.096578951707074,0,0
